id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6815737,APARTMENT COLOM 1,35689823,Carles,Ciutat Vella,el Raval,41.37872119656363,2.1739808839876766,Entire home/apt,110,2,12,2015-09-28,3.71,2,340
3473374,Nice double room in BEST LOCATION!,17495632,Carlos,Ciutat Vella,el Raval,41.37884819247759,2.1729981289073814,Private room,20,18,45,2015-08-31,2.96,3,26
2061143,"Rambla: Parking, Wifi & Own Bath!!",1903875,Laura & Cristina,Ciutat Vella,el Raval,41.376732843102396,2.169410677393981,Private room,65,3,27,2015-09-23,1.66,3,84
7274457,NEW DESIGN & CHIC RAMBLAS DUPLEX,28055221,Antonio,Ciutat Vella,el Raval,41.37805971515166,2.168868215268485,Entire home/apt,109,1,7,2015-09-14,3.13,3,339
1310666,Great apartment in Plaza Catalunya,7123985,Alicia,Ciutat Vella,el Raval,41.38403365647042,2.167929991165907,Entire home/apt,140,2,54,2015-09-21,2.06,1,325
1310707,♥ ROMANTIC CHIC GOTICO CHARM ♥,5543127,Victoria & Agus,Ciutat Vella,el Raval,41.38291888962251,2.1714784633235626,Entire home/apt,140,2,105,2015-09-26,4.31,12,278
8290209,Room for 1 person,3803890,Ardha,Ciutat Vella,el Raval,41.380598480042664,2.166478710568848,Private room,19,5,0,,,1,270
3735448,Welcome to the House O' Fun!,1707035,Damián,Ciutat Vella,el Raval,41.379641783735515,2.1653408390786546,Private room,30,1,9,2015-08-09,0.66,2,237
4724027,Bright room&great view over Rambla,15525060,Dominik,Ciutat Vella,el Raval,41.37863023354218,2.1682541029913893,Private room,20,1,0,,,1,278
491115,Apartment@trendy area,2427794,Edu,Ciutat Vella,el Raval,41.38055839122496,2.1634639881300557,Entire home/apt,40,2,120,2015-09-18,3.05,1,341
8113630,Habitacion con balcon en el Raval,42843520,,Ciutat Vella,el Raval,41.380562412690225,2.1701484042306975,Private room,45,1,0,,,1,365
1146474,Double bedroom in city center,5981961,Thomas,Ciutat Vella,el Raval,41.37726926585222,2.1744486401179324,Private room,30,2,23,2015-09-06,3.79,1,7
7962213,Double luxury room Rambla Liceu,41128722,Mistica,Ciutat Vella,el Raval,41.37921632321895,2.1715805470150555,Private room,45,20,0,,,1,273
8224333,Barcelona Boqueria Market,2381832,Milo,Ciutat Vella,el Raval,41.38090823992038,2.170598178604959,Private room,45,1,0,,,1,365
6946349,Single room in the heart of BCN,10028612,Lamin,Ciutat Vella,el Raval,41.38089538042198,2.1706860580788088,Private room,30,1,0,,,1,365
6274991,Confortable Private Room,31667673,Mary,Ciutat Vella,el Raval,41.382041543295294,2.171641972238916,Private room,30,1,16,2015-09-21,3.33,1,326
6269523,Mirror's room on Plaza Catalunya,31799569,,Ciutat Vella,el Raval,41.38507584804281,2.168052849640808,Private room,43,2,5,2015-08-24,1.26,3,125
1263830,Big Urban dowtown  w/priv livingr,4510414,Jose,Ciutat Vella,el Raval,41.37843896761888,2.168902151346895,Private room,42,3,31,2015-02-18,1.13,3,266
7189207,Barcelona Cool Central  Flat,8692559,Lina,Ciutat Vella,el Raval,41.37865990603944,2.1663278239898673,Entire home/apt,69,3,0,,,1,128
6356326,HAPPY. ROOMS  FOR  (2 PERSON ONLY),12355332,Sunny,Ciutat Vella,el Raval,41.38268357259751,2.1667072534499687,Private room,25,2,22,2015-09-18,4.93,1,309
7961927,Big dobleRoom in centric apartament,19158014,Nico,Ciutat Vella,el Raval,41.37838120865228,2.172235325725763,Private room,100,1,0,,,1,365
2456885,Sunny bedroom & private bathroom :),10044989,Vincent Y Maria,Ciutat Vella,el Raval,41.37609963934286,2.1674448414021725,Private room,10,4,21,2015-09-30,1.60,9,37
3779116,Piso en el Raval 2,7178611,Ana,Ciutat Vella,el Raval,41.37902946353725,2.1671281086927543,Entire home/apt,99,1,23,2015-08-17,1.67,2,354
1572079,New! Design apt in the heart of BCN,512759,Sébastien,Ciutat Vella,el Raval,41.37823062741695,2.175570978751266,Entire home/apt,70,2,30,2015-09-21,1.19,1,319
5536996,Amazing  Room at Raval,14374940,Yoe,Ciutat Vella,el Raval,41.380141787702684,2.1685162943106047,Private room,25,1,33,2015-09-22,4.90,5,280
