listing_id,date
3436914,2014-07-14
3436914,2015-06-12
1137491,2013-09-17
1137491,2014-03-01
1137491,2014-05-22
1137491,2014-06-19
1137491,2014-07-06
1137491,2014-08-15
1137491,2014-09-20
1137491,2014-10-20
1137491,2015-06-06
1431478,2014-04-23
1431478,2014-05-17
1431478,2014-05-22
1431478,2014-07-19
1431478,2014-08-30
1431478,2015-03-31
1431478,2015-04-28
1431478,2015-05-17
1431478,2015-05-23
1431478,2015-06-15
1431478,2015-06-16
1431478,2015-06-20
3352405,2014-07-13
3352405,2014-07-19
3352405,2014-07-30
3352405,2014-08-20
3352405,2014-08-24
3352405,2014-08-27
3352405,2014-09-05
3352405,2015-05-12
3352405,2015-05-19
3352405,2015-06-01
1795590,2013-10-22
1795590,2013-10-29
1795590,2013-11-08
1795590,2013-11-15
1795590,2014-01-02
1795590,2014-01-07
1795590,2014-01-18
1795590,2014-02-27
1795590,2014-03-05
1795590,2014-03-17
1795590,2014-03-20
1795590,2014-04-01
1795590,2014-04-07
1795590,2014-05-14
1795590,2014-05-15
1795590,2014-05-17
1795590,2014-05-26
1795590,2014-06-11
1795590,2014-06-24
1795590,2014-07-07
1795590,2014-07-10
1795590,2014-07-27
1795590,2014-07-29
1795590,2014-08-02
1795590,2014-08-17
1795590,2014-08-27
1795590,2014-09-02
1795590,2014-09-08
1795590,2014-09-13
1795590,2014-09-18
1795590,2014-09-23
1795590,2014-10-03
1795590,2014-10-06
1795590,2014-10-16
1795590,2014-10-21
1795590,2014-10-31
1795590,2014-11-06
1795590,2014-11-19
1795590,2014-12-03
1795590,2014-12-07
1795590,2014-12-08
1795590,2014-12-15
1795590,2014-12-25
1795590,2015-01-08
1795590,2015-02-13
1795590,2015-02-23
1795590,2015-03-03
1795590,2015-03-24
1795590,2015-03-27
1795590,2015-04-06
1795590,2015-04-13
1795590,2015-04-18
1795590,2015-04-23
1795590,2015-04-26
1795590,2015-04-28
1795590,2015-05-04
1795590,2015-05-10
1795590,2015-05-12
1795590,2015-05-22
1795590,2015-05-29
1795590,2015-06-13
1795590,2015-06-15
1795590,2015-06-16
1795590,2015-06-21
1795590,2015-06-26
1795590,2015-06-28
1795590,2015-07-02
4515421,2015-01-04
4515421,2015-04-05
4515421,2015-04-11
4515421,2015-04-14
4515421,2015-04-16
4515421,2015-04-19
4515421,2015-04-24
4515421,2015-04-28
4515421,2015-05-03
4515421,2015-05-08
4515421,2015-05-19
4515421,2015-05-22
4515421,2015-05-26
4515421,2015-05-31
4515421,2015-06-03
4515421,2015-06-07
6206676,2015-05-27
6206676,2015-05-29
6206676,2015-06-01
6206676,2015-06-02
6206676,2015-06-08
6206676,2015-06-17
6206676,2015-06-18
6206676,2015-06-22
6206676,2015-07-01
6206676,2015-07-05
1185925,2013-08-13
1185925,2013-08-22
145411,2012-04-27
145411,2012-05-08
145411,2012-05-13
145411,2012-05-26
145411,2012-05-30
145411,2012-06-04
145411,2012-06-19
145411,2012-07-05
145411,2012-08-28
145411,2012-09-09
145411,2013-04-02
145411,2013-04-28
145411,2013-05-06
145411,2013-05-14
145411,2013-05-20
145411,2013-05-29
145411,2013-06-11
145411,2013-07-05
145411,2013-07-11
145411,2013-07-15
145411,2013-07-20
145411,2013-07-23
145411,2013-07-30
145411,2013-08-06
145411,2013-08-10
145411,2013-08-15
145411,2013-08-21
145411,2013-09-02
145411,2013-09-06
145411,2013-09-13
145411,2013-09-16
145411,2013-09-24
145411,2013-09-27
145411,2013-09-30
145411,2013-10-07
145411,2013-10-18
145411,2013-10-26
145411,2013-10-30
145411,2013-11-04
145411,2013-11-13
145411,2013-12-02
145411,2014-01-03
145411,2014-01-05
145411,2014-02-23
145411,2014-03-03
145411,2014-03-26
145411,2014-03-31
145411,2014-04-15
145411,2014-04-23
145411,2014-04-30
145411,2014-06-05
145411,2014-06-25
145411,2014-07-03
145411,2014-07-13
145411,2014-07-22
145411,2014-07-31
145411,2014-08-12
145411,2014-08-21
145411,2014-09-05
145411,2014-09-23
145411,2014-10-01
145411,2014-10-05
145411,2014-10-09
145411,2014-10-17
145411,2014-10-20
145411,2014-11-06
145411,2014-12-07
145411,2014-12-14
145411,2014-12-17
145411,2014-12-31
145411,2015-01-03
145411,2015-01-07
145411,2015-01-28
145411,2015-02-16
145411,2015-02-25
145411,2015-03-15
145411,2015-04-13
145411,2015-04-18
145411,2015-04-27
145411,2015-05-01
145411,2015-05-04
145411,2015-05-10
145411,2015-05-12
145411,2015-05-22
145411,2015-05-27
145411,2015-06-01
145411,2015-06-04
145411,2015-06-15
145411,2015-06-21
145411,2015-06-26
145411,2015-06-30
4635434,2015-03-07
4635434,2015-03-18
4635434,2015-04-05
4635434,2015-04-23
4635434,2015-05-02
4635434,2015-05-11
4635434,2015-05-14
4635434,2015-05-18
4635434,2015-05-20
4635434,2015-05-28
4635434,2015-06-03
4635434,2015-06-08
4635434,2015-06-14
4635434,2015-07-02
4635434,2015-07-05
114313,2011-08-17
114313,2013-03-18
114313,2013-09-30
114313,2013-10-14
114313,2014-07-28
114313,2014-08-31
114313,2014-10-20
114313,2015-05-05
114313,2015-05-15
114313,2015-06-15
114313,2015-06-20
256982,2012-05-15
256982,2013-04-03
256982,2013-05-15
256982,2013-06-17
256982,2013-07-31
256982,2013-08-07
256982,2014-05-05
256982,2014-05-12
256982,2014-06-09
256982,2014-06-17
256982,2014-06-30
256982,2014-07-14
256982,2014-08-11
256982,2014-09-03
256982,2014-09-03
256982,2014-09-10
256982,2014-09-25
256982,2015-03-03
256982,2015-04-09
256982,2015-05-12
256982,2015-05-20
256982,2015-06-02
256982,2015-06-16
6439876,2015-05-25
5749095,2015-03-27
5749095,2015-04-03
5749095,2015-04-08
5749095,2015-04-10
5749095,2015-04-16
5749095,2015-04-23
5749095,2015-04-26
5749095,2015-05-02
5749095,2015-05-05
5749095,2015-05-10
5749095,2015-05-13
5749095,2015-05-19
5749095,2015-05-20
5749095,2015-05-21
5749095,2015-05-26
5749095,2015-05-28
5749095,2015-06-02
5749095,2015-06-05
5749095,2015-06-08
5749095,2015-06-15
5749095,2015-06-17
5749095,2015-06-23
5749095,2015-06-29
5749095,2015-07-02
5749095,2015-07-07
5749095,2015-07-08
4602186,2015-04-08
4602186,2015-04-25
4602186,2015-05-05
4602186,2015-05-19
4602186,2015-05-27
4602186,2015-06-05
4602186,2015-06-23
4602186,2015-07-05
5010986,2015-06-01
1226730,2013-07-13
1226730,2013-08-09
1226730,2013-08-28
1226730,2014-05-24
1226730,2014-06-17
1226730,2014-08-02
1226730,2014-08-12
1226730,2014-08-25
1226730,2014-09-11
1226730,2014-09-21
1226730,2014-09-26
1226730,2014-10-11
1226730,2014-11-01
1226730,2014-11-16
1226730,2015-04-29
1226730,2015-05-17
1226730,2015-06-08
1226730,2015-06-22
1226730,2015-06-28
1698251,2014-04-29
1698251,2014-05-20
1698251,2014-05-31
1698251,2014-06-07
1698251,2014-06-11
1698251,2014-07-12
1698251,2014-10-19
1698251,2014-10-27
1698251,2014-11-30
1698251,2014-12-04
1698251,2015-02-17
1698251,2015-02-27
1698251,2015-03-31
1698251,2015-05-02
1698251,2015-06-23
1299177,2013-09-19
1299177,2013-10-14
1299177,2014-08-13
1299177,2015-03-04
1299177,2015-03-08
1299177,2015-03-30
1299177,2015-04-08
1299177,2015-05-03
1299177,2015-05-29
1299177,2015-06-08
1299177,2015-06-24
1299177,2015-06-30
1299177,2015-07-03
5462154,2015-03-06
5462154,2015-04-04
5462154,2015-04-07
5462154,2015-04-30
5462154,2015-05-02
5462154,2015-05-09
5462154,2015-05-19
5462154,2015-06-08
5462154,2015-06-09
5462154,2015-06-12
5462154,2015-06-22
3726952,2014-08-04
3726952,2014-08-14
3726952,2014-09-03
3726952,2014-09-07
3726952,2014-09-08
3726952,2014-09-27
3726952,2014-10-03
3726952,2014-10-10
3726952,2014-10-29
3726952,2014-11-04
3726952,2014-12-18
3726952,2014-12-22
3726952,2015-02-04
3726952,2015-02-14
3726952,2015-03-02
3726952,2015-03-05
3726952,2015-03-15
3726952,2015-03-17
3726952,2015-04-02
3726952,2015-04-08
3726952,2015-04-14
3726952,2015-04-26
3726952,2015-05-13
3726952,2015-05-17
3726952,2015-05-20
3726952,2015-06-01
3726952,2015-06-06
3726952,2015-06-10
3726952,2015-06-13
3726952,2015-06-19
3726952,2015-06-21
3726952,2015-06-22
3726952,2015-06-30
2517689,2014-05-19
2517689,2014-06-08
2517689,2014-06-17
2517689,2014-06-19
2517689,2014-06-20
2517689,2014-06-22
2517689,2014-07-07
2517689,2014-07-15
2517689,2014-07-18
2517689,2014-07-20
2517689,2014-07-23
2517689,2014-08-12
2517689,2014-08-25
2517689,2014-08-30
2517689,2014-09-02
2517689,2014-09-05
2517689,2014-09-07
2517689,2014-09-15
2517689,2014-09-18
2517689,2014-09-25
2517689,2014-10-03
2517689,2015-01-03
2517689,2015-03-06
2517689,2015-04-05
2517689,2015-04-18
2517689,2015-04-25
2517689,2015-05-13
2517689,2015-06-01
2517689,2015-06-14
1196194,2013-06-17
1196194,2013-07-16
1196194,2013-08-28
1196194,2013-09-02
1196194,2013-09-04
1196194,2013-09-09
1196194,2013-10-22
1196194,2013-10-28
1196194,2014-04-19
1196194,2014-04-28
1196194,2014-05-15
1196194,2014-05-19
1196194,2014-06-15
1196194,2014-06-26
1196194,2014-07-02
1196194,2014-07-08
1196194,2014-07-18
1196194,2014-08-25
1196194,2014-09-01
1196194,2014-09-04
1196194,2014-09-09
1196194,2014-09-16
1196194,2014-10-05
1196194,2014-10-08
1196194,2014-10-30
1196194,2014-11-02
1196194,2015-04-05
1196194,2015-04-12
1196194,2015-04-16
1196194,2015-04-21
1196194,2015-04-27
1196194,2015-05-02
1196194,2015-05-08
1196194,2015-05-13
1196194,2015-05-18
1196194,2015-06-19
1196194,2015-06-22
1196194,2015-07-01
4286627,2014-10-25
4286627,2014-11-05
4286627,2015-01-03
4286627,2015-03-03
4286627,2015-03-25
4286627,2015-04-06
4286627,2015-04-29
4286627,2015-05-09
4286627,2015-05-12
4286627,2015-05-22
4286627,2015-05-25
4286627,2015-05-27
4286627,2015-06-04
4286627,2015-06-08
4286627,2015-06-15
4286627,2015-06-19
4286627,2015-06-30
4286627,2015-07-03
2378601,2014-04-20
2378601,2014-07-27
2378601,2014-09-05
2378601,2014-10-13
6829680,2015-06-23
772738,2012-12-17
772738,2013-01-14
772738,2013-02-27
772738,2013-03-01
772738,2013-03-23
772738,2013-04-10
772738,2013-04-14
772738,2013-04-21
772738,2013-04-25
772738,2013-04-29
772738,2013-05-08
772738,2013-05-13
772738,2013-05-20
772738,2013-05-23
772738,2013-05-31
772738,2013-06-08
772738,2013-06-10
772738,2013-06-13
772738,2013-06-18
772738,2013-07-01
772738,2013-07-03
772738,2013-07-14
