id,source,target
"13036",19932513,"d180412"
"13037",19995834,"d180412"
"13038",14551457,"d180412"
"13039",19291882,"d180412"
"13040",19887146,"d180412"
"13041",19887009,"d180412"
"13042",19452969,"d180412"
"13043",11544910,"d180412"
"13044",19396809,"d180412"
"13045",19287282,"d180412"
"13046",20188265,"d180412"
"13047",19934338,"d180412"
"13048",19868012,"d180412"
"13049",11585583,"d180412"
"13050",19800202,"d180412"
"13051",19890762,"d180412"
"13052",14817702,"d180412"
"13053",18353682,"d180412"
"13054",19776354,"d180412"
"13055",18444367,"d180412"
"13056",19828955,"d180412"
"13057",20199113,"d180412"
"13058",19889302,"d180412"
"13059",19755137,"d180412"
"13060",20015069,"d180412"
"13061",20131970,"d180412"
"13062",20260600,"d180412"
"13063",6690671,"d180412"
"13064",20190037,"d180412"
"13065",19924382,"d180412"
"13066",19923933,"d180412"
"13067",20142269,"d180412"
"13068",19262776,"d180412"
"13069",19780976,"d180412"
"13070",19780565,"d180412"
"13071",19710876,"d180412"
"13072",19776724,"d180412"
"13073",17022152,"d180412"
"13074",19841325,"d180412"
"13075",2984354,"d180412"
"13076",947101,"d180412"
"13077",19747971,"d180412"
"13078",20055157,"d180412"
"13079",19723608,"d180412"
"13080",20118638,"d180412"
"13081",20114122,"d180412"
"13082",19716249,"d180412"
"13083",9424298,"d180412"
"13084",20225704,"d180412"
"13085",19754143,"d180412"
"13086",19924067,"d180412"
"13087",13169715,"d180412"
"13088",19853543,"d180412"
"13089",19780165,"d180412"
"13090",20040492,"d180412"
"13091",19836362,"d180412"
"13092",20096740,"d180412"
"13093",19758691,"d180412"
"13094",19880625,"d180412"
"13095",13128849,"d180412"
"13096",19807668,"d180412"
"13097",19870598,"d180412"
"13098",20260320,"d180412"
"13099",20262929,"d180412"
"13100",917540,"d180412"
"13101",20146211,"d180412"
"13102",20244116,"d180412"
"13103",18664646,"d180412"
"13104",19715889,"d180412"
"13105",19918533,"d180412"
"13106",20218923,"d180412"
"13107",19956058,"d180412"
"13108",19839429,"d180412"
"13109",20004294,"d180412"
"13110",19804582,"d180412"
"13111",19738799,"d180412"
"13112",20240952,"d180412"
"13113",20188011,"d180412"
"13114",19600428,"d180412"
"13115",19712546,"d180412"
"13116",19976118,"d180412"
"13117",20008263,"d180412"
"13118",19943138,"d180412"
"13119",20072911,"d180412"
"13120",20072735,"d180412"
"13121",19270009,"d180412"
"13122",18623248,"d180412"
"13123",19342328,"d180412"
"13124",19835746,"d180412"
"13125",19774715,"d180412"
"13126",20004922,"d180412"
"13127",19997991,"d180412"
"13128",19986337,"d180412"
"13129",20160931,"d180412"
"13130",19959656,"d180412"
"13131",20219736,"d180412"
"13132",8069578,"d180412"
"13133",19726570,"d180412"
"13134",19003871,"d180412"
"13135",19591598,"d180412"
"13136",3780071,"d180412"
"13137",15458452,"d180412"
"13138",19907612,"d180412"
"13139",20160810,"d180412"
"13140",18716091,"d180412"
"13141",19425784,"d180412"
"13142",19359662,"d180412"
"13143",19360557,"d180412"
"13144",20241152,"d180412"
"13145",18622658,"d180412"
"13146",20061032,"d180412"
"13147",19854546,"d180412"
"13148",19780362,"d180412"
"13149",19779311,"d180412"
"13150",19534687,"d180412"
"13151",19779318,"d180412"
"13152",20168776,"d180412"
"13153",20168987,"d180412"
"13154",19764784,"d180412"
"13155",19956715,"d180412"
"13156",20153280,"d180412"
"13157",20189506,"d180412"
"13158",16736243,"d180412"
"13159",20066966,"d180412"
"13160",20066721,"d180412"
"13161",19997422,"d180412"
"13162",20245258,"d180412"
"13163",19930998,"d180412"
"13164",20239165,"d180412"
"13165",18782663,"d180412"
"13166",20009588,"d180412"
"13167",20240330,"d180412"
"13168",19195481,"d180412"
"13169",19739822,"d180412"
"13170",17759802,"d180412"
"13171",2218086,"d180412"
"13172",18793184,"d180412"
"13173",11030205,"d180412"
"13174",19929273,"d180412"
"13175",20021910,"d180412"
"13176",19840488,"d180412"
"13177",14799774,"d180412"
"13178",20025662,"d180412"
"13179",19750171,"d180412"
"13180",20193528,"d180412"
"13181",19716041,"d180412"
"13182",20050430,"d180412"
"13183",20052796,"d180412"
"13184",19795740,"d180412"
"13185",20163377,"d180412"
"13186",20071436,"d180412"
"13187",8371098,"d180412"
"13188",19600924,"d180412"
"13189",19838724,"d180412"
"13190",1240373,"d180412"
"13191",19787019,"d180412"
"13192",19853077,"d180412"
"13193",13561979,"d180412"
"13194",19589294,"d180412"
"13195",19652973,"d180412"
"13196",20043774,"d180412"
"13197",20083376,"d180412"
"13198",20222878,"d180412"
"13199",19766566,"d180412"
"13200",19567353,"d180412"
"13201",20153881,"d180412"
"13202",20087375,"d180412"
"13203",19823153,"d180412"
"13204",20149093,"d180412"
"13205",19755278,"d180412"
"13206",19422636,"d180412"
"13207",13132398,"d180412"
"13208",19980060,"d180412"
"13209",19685821,"d180412"
"13210",20012047,"d180412"
"13211",20073462,"d180412"
"13212",19742719,"d180412"
"13213",19991198,"d180412"
"13214",11944656,"d180412"
"13215",20201156,"d180412"
"13216",20200350,"d180412"
"13217",20264472,"d180412"
"13218",20263444,"d180412"
"13219",19930044,"d180412"
"13220",19732510,"d180412"
"13221",20239389,"d180412"
"13222",19708365,"d180412"
"13223",19909684,"d180412"
"13224",20239835,"d180412"
"13225",17803369,"d180412"
"13226",19965585,"d180412"
"13227",19963962,"d180412"
"13228",20092982,"d180412"
"13229",20090023,"d180412"
"13230",19694964,"d180412"
"13231",19563672,"d180412"
"13232",17920207,"d180412"
"13233",19817853,"d180412"
"13234",19946207,"d180412"
"13235",19673495,"d180412"
"13236",20266994,"d180412"
"13237",20020397,"d180412"
"13238",19978670,"d180412"
"13239",19858111,"d180412"
"13240",16431538,"d180412"
"13241",19692150,"d180412"
"13242",19923801,"d180412"
"13243",20041808,"d180412"
"13244",19844993,"d180412"
"13245",19763815,"d180412"
"13246",19424985,"d180412"
"13247",20013040,"d180412"
"13248",20135659,"d180412"
"13249",20064978,"d180412"
"13250",19970424,"d180412"
"13251",19978595,"d180412"
"13252",19858657,"d180412"
"13253",19854110,"d180412"
"13254",19849434,"d180412"
"13255",19864974,"d180412"
"13256",19824859,"d180412"
"13257",19820634,"d180412"
"13258",19849859,"d180412"
"13259",19866204,"d180412"
"13260",19866423,"d180412"
"13261",19865779,"d180412"
"13262",19865607,"d180412"
"13263",19865985,"d180412"
"13264",19865470,"d180412"
"13265",19865313,"d180412"
"13266",11173242,"d180412"
"13267",19787197,"d180412"
"13268",20041414,"d180412"
"13269",20021351,"d180412"
"13270",19948595,"d180412"
"13271",19717341,"d180412"
"13272",12673013,"d180412"
"13273",709925,"d180412"
"13274",19085526,"d180412"
"13275",20067919,"d180412"
"13276",19708437,"d180412"
"13277",19798862,"d180412"
"13278",17493061,"d180412"
"13279",18220498,"d180412"
"13280",20183001,"d180412"
"13281",19326561,"d180412"
"13282",19800276,"d180412"
"13283",15654609,"d180412"
"13284",19780662,"d180412"
"13285",19779704,"d180412"
"13286",17942936,"d180412"
"13287",19909582,"d180412"
"13288",3584269,"d180412"
"13289",19111414,"d180412"
"13290",19111040,"d180412"
"13291",19958031,"d180412"
"13292",20191195,"d180412"
"13293",19957835,"d180412"
"13294",19957515,"d180412"
"13295",19956629,"d180412"
"13296",12088505,"d180412"
"13297",16280942,"d180412"
"13298",814177,"d180412"
"13299",814172,"d180412"
"13300",19098187,"d180412"
"13301",19908443,"d180412"
"13302",7163645,"d180412"
"13303",19868296,"d180412"
"13304",19735426,"d180412"
"13305",19957204,"d180412"
"13306",19799557,"d180412"
"13307",17719058,"d180412"
"13308",19881692,"d180412"
"13309",20212481,"d180412"
"13310",19935576,"d180412"
"13311",18513302,"d180412"
"13312",20171562,"d180412"
"13313",19793191,"d180412"
"13314",20193305,"d180412"
"13315",19807172,"d180412"
"13316",19924368,"d180412"
"13317",20241497,"d180412"
"13318",19921860,"d180412"
"13319",19921396,"d180412"
"13320",20206282,"d180412"
"13321",19762162,"d180412"
"13322",19967717,"d180412"
"13323",19901296,"d180412"
"13324",19929826,"d180412"
"13325",19242777,"d180412"
"13326",19779916,"d180412"
"13327",19748832,"d180412"
"13328",19749462,"d180412"
"13329",19086098,"d180412"
"13330",20049361,"d180412"
"13331",19659876,"d180412"
"13332",19889029,"d180412"
"13333",18613787,"d180412"
"13334",19774378,"d180412"
"13335",15462152,"d180412"
"13336",18147380,"d180412"
"13337",19326785,"d180412"
"13338",20097314,"d180412"
"13339",20047267,"d180412"
"13340",19385792,"d180412"
"13341",15437073,"d180412"
"13342",18644609,"d180412"
"13343",19887798,"d180412"
"13344",20073337,"d180412"
"13345",17382140,"d180412"
"13346",19732861,"d180412"
"13347",19859424,"d180412"
"13348",6269697,"d180412"
"13349",19816335,"d180412"
"13350",18918143,"d180412"
"13351",19993991,"d180412"
"13352",17494740,"d180412"
"13353",18871228,"d180412"
"13354",18871225,"d180412"
"13355",18869360,"d180412"
"13356",19652184,"d180412"
"13357",19980094,"d180412"
"13358",19321540,"d180412"
"13359",19321989,"d180412"
"13360",19186706,"d180412"
"13361",15713235,"d180412"
"13362",19186115,"d180412"
"13363",18918154,"d180412"
"13364",18918147,"d180412"
"13365",18918142,"d180412"
"13366",18918157,"d180412"
"13367",18918161,"d180412"
"13368",18918153,"d180412"
"13369",18918136,"d180412"
"13370",18391935,"d180412"
"13371",19186324,"d180412"
"13372",20219503,"d180412"
"13373",17711373,"d180412"
"13374",19153074,"d180412"
"13375",18950001,"d180412"
"13376",18423786,"d180412"
"13377",20144403,"d180412"
"13378",20209925,"d180412"
"13379",20044149,"d180412"
"13380",20161278,"d180412"
"13381",20222468,"d180412"
"13382",20026585,"d180412"
"13383",20020913,"d180412"
"13384",20266749,"d180412"
"13385",20148643,"d180412"
"13386",18420101,"d180412"
"13387",20226636,"d180412"
"13388",19945948,"d180412"
"13389",20264259,"d180412"
"13390",19858977,"d180412"
"13391",19995643,"d180412"
"13392",18421113,"d180412"
"13393",20167342,"d180412"
"13394",20250489,"d180412"
"13395",1699028,"d180412"
"13396",20170976,"d180412"
"13397",19509048,"d180412"
"13398",19919104,"d180412"
"13399",18443491,"d180412"
"13400",20208646,"d180412"
"13401",20267717,"d180412"
"13402",20228336,"d180412"
"13403",14852855,"d180412"
"13404",19742666,"d180412"
"13405",20069818,"d180412"
"13406",19934100,"d180412"
"13407",19930405,"d180412"
"13408",14671298,"d180412"
"13409",20111044,"d180412"
"13410",19708288,"d180412"
"13411",19957307,"d180412"
"13412",19935208,"d180412"
"13413",20186594,"d180412"
"13414",19727069,"d180412"
"13415",19907230,"d180412"
"13416",19834767,"d180412"
"13417",19756301,"d180412"
"13418",19883511,"d180412"
"13419",19872682,"d180412"
"13420",19700264,"d180412"
"13421",19732627,"d180412"
"13422",20007376,"d180412"
"13423",20226898,"d180412"
"13424",19716343,"d180412"
"13425",19801196,"d180412"
"13426",19929696,"d180412"
"13427",19801149,"d180412"
"13428",20012214,"d180412"
"13429",20145469,"d180412"
"13430",20200980,"d180412"
"13431",20072386,"d180412"
"13432",20173861,"d180412"
"13433",20019781,"d180412"
"13434",19735266,"d180412"
"13435",19908007,"d180412"
"13436",20168650,"d180412"
"13437",20067014,"d180412"
"13438",20022689,"d180412"
"13439",19687254,"d180412"
"13440",19927103,"d180412"
"13441",20090946,"d180412"
"13442",19736018,"d180412"
"13443",20811258,"d180412"
"13444",20281579,"d180412"
"13445",20809166,"d180412"
"13446",20348207,"d180412"
"13447",19512090,"d180412"
"13448",20468674,"d180412"
"13449",20728496,"d180412"
"13450",20595205,"d180412"
"13451",20399080,"d180412"
"13452",20725458,"d180412"
"13453",20461304,"d180412"
"13454",20617065,"d180412"
"13455",20848607,"d180412"
"13456",20634343,"d180412"
"13457",20844419,"d180412"
"13458",20687928,"d180412"
"13459",20292866,"d180412"
"13460",20835053,"d180412"
"13461",20435769,"d180412"
"13462",20644525,"d180412"
"13463",20647599,"d180412"
"13464",20844491,"d180412"
"13465",20796632,"d180412"
"13466",20739108,"d180412"
"13467",20814988,"d180412"
"13468",20500410,"d180412"
"13469",20290282,"d180412"
"13470",20840058,"d180412"
"13471",20243259,"d180412"
"13472",19905337,"d180412"
"13473",20585693,"d180412"
"13474",20686033,"d180412"
"13475",20547810,"d180412"
"13476",20349398,"d180412"
"13477",9524114,"d180412"
"13478",17843491,"d180412"
"13479",20843786,"d180412"
"13480",20318131,"d180412"
"13481",20185942,"d180412"
"13482",20854488,"d180412"
"13483",20083699,"d180412"
"13484",20433221,"d180412"
"13485",20357969,"d180412"
"13486",20409536,"d180412"
"13487",20565353,"d180412"
"13488",19386043,"d180412"
"13489",20449853,"d180412"
"13490",20779728,"d180412"
"13491",20733063,"d180412"
"13492",20869176,"d180412"
"13493",20428771,"d180412"
"13494",20899553,"d180412"
"13495",17487836,"d180412"
"13496",20893554,"d180412"
"13497",20302179,"d180412"
"13498",20490744,"d180412"
"13499",20816164,"d180412"
"13500",20873448,"d180412"
"13501",20329120,"d180412"
"13502",19336717,"d180412"
"13503",20597893,"d180412"
"13504",20531173,"d180412"
"13505",20783541,"d180412"
"13506",20319678,"d180412"
"13507",20436360,"d180412"
"13508",20012900,"d180412"
"13509",20661095,"d180412"
"13510",20496703,"d180412"
"13511",20486955,"d180412"
"13512",18924855,"d180412"
"13513",20719615,"d180412"
"13514",20553502,"d180412"
"13515",19698737,"d180412"
"13516",20469549,"d180412"
"13517",15023088,"d180412"
"13518",19270956,"d180412"
"13519",19926709,"d180412"
"13520",20491370,"d180412"
"13521",20628660,"d180412"
"13522",20577388,"d180412"
"13523",20563416,"d180412"
"13524",9954722,"d180412"
"13525",20554242,"d180412"
"13526",20726175,"d180412"
"13527",20452940,"d180412"
"13528",20277182,"d180412"
"13529",20859333,"d180412"
"13530",20273799,"d180412"
"13531",20296783,"d180412"
"13532",9601367,"d180412"
"13533",20486557,"d180412"
"13534",20041436,"d180412"
"13535",20513754,"d180412"
"13536",20884602,"d180412"
"13537",20486551,"d180412"
"13538",20812821,"d180412"
"13539",20323777,"d180412"
"13540",20316622,"d180412"
"13541",20726775,"d180412"
"13542",14536601,"d180412"
"13543",16022085,"d180412"
"13544",20684385,"d180412"
"13545",20902016,"d180412"
"13546",20432227,"d180412"
"13547",20426305,"d180412"
"13548",19009424,"d180412"
"13549",20494477,"d180412"
"13550",20359326,"d180412"
"13551",20345004,"d180412"
"13552",20779002,"d180412"
"13553",20548782,"d180412"
"13554",20435449,"d180412"
"13555",20562663,"d180412"
"13556",20431731,"d180412"
"13557",19562855,"d180412"
"13558",20555468,"d180412"
"13559",19065432,"d180412"
"13560",20754360,"d180412"
"13561",20753855,"d180412"
"13562",20807522,"d180412"
"13563",20808578,"d180412"
"13564",18058254,"d180412"
"13565",20724780,"d180412"
"13566",20724575,"d180412"
"13567",20325080,"d180412"
"13568",20451211,"d180412"
"13569",20437078,"d180412"
"13570",17565091,"d180412"
"13571",20320485,"d180412"
"13572",20568610,"d180412"
"13573",3102890,"d180412"
"13574",20744189,"d180412"
"13575",20649857,"d180412"
"13576",20758386,"d180412"
"13577",19126661,"d180412"
"13578",20759362,"d180412"
"13579",19983319,"d180412"
"13580",20677113,"d180412"
"13581",20789984,"d180412"
"13582",11412567,"d180412"
"13583",13853887,"d180412"
"13584",19860417,"d180412"
"13585",20605573,"d180412"
"13586",20628858,"d180412"
"13587",20883020,"d180412"
"13588",20324372,"d180412"
"13589",20564782,"d180412"
"13590",20479234,"d180412"
"13591",20451051,"d180412"
"13592",20684196,"d180412"
"13593",20565130,"d180412"
"13594",9468729,"d180412"
"13595",20295131,"d180412"
"13596",20658312,"d180412"
"13597",20636973,"d180412"
"13598",18860191,"d180412"
"13599",19308504,"d180412"
"13600",20677791,"d180412"
"13601",20755526,"d180412"
"13602",20753618,"d180412"
"13603",17820791,"d180412"
"13604",20280330,"d180412"
"13605",16160645,"d180412"
"13606",19798284,"d180412"
"13607",19779316,"d180412"
"13608",19185284,"d180412"
"13609",20423057,"d180412"
"13610",20617528,"d180412"
"13611",17268218,"d180412"
"13612",20674719,"d180412"
"13613",20756412,"d180412"
"13614",20756944,"d180412"
"13615",20367634,"d180412"
"13616",20750970,"d180412"
"13617",20691932,"d180412"
"13618",20757555,"d180412"
"13619",20755272,"d180412"
"13620",18871078,"d180412"
"13621",20690736,"d180412"
"13622",20595906,"d180412"
"13623",20489402,"d180412"
"13624",20424250,"d180412"
"13625",19562523,"d180412"
"13626",20317549,"d180412"
"13627",20439342,"d180412"
"13628",14270013,"d180412"
"13629",20253743,"d180412"
"13630",20778861,"d180412"
"13631",20355923,"d180412"
"13632",20793112,"d180412"
"13633",20629249,"d180412"
"13634",20345056,"d180412"
"13635",20509841,"d180412"
"13636",20489907,"d180412"
"13637",20635071,"d180412"
"13638",20600010,"d180412"
"13639",20744889,"d180412"
"13640",20272373,"d180412"
"13641",20263584,"d180412"
"13642",20840869,"d180412"
"13643",20891821,"d180412"
"13644",20217450,"d180412"
"13645",20264044,"d180412"
"13646",20294649,"d180412"
"13647",20831516,"d180412"
"13648",20550128,"d180412"
"13649",14485627,"d180412"
"13650",20320550,"d180412"
"13651",20541264,"d180412"
"13652",7697289,"d180412"
"13653",20673716,"d180412"
"13654",20431369,"d180412"
"13655",14136248,"d180412"
"13656",20179373,"d180412"
"13657",20634223,"d180412"
"13658",19444932,"d180412"
"13659",20687199,"d180412"
"13660",20450314,"d180412"
"13661",20658835,"d180412"
"13662",18209570,"d180412"
"13663",1252339,"d180412"
"13664",20778152,"d180412"
"13665",20320182,"d180412"
"13666",20631724,"d180412"
"13667",20492182,"d180412"
"13668",20649097,"d180412"
"13669",20404796,"d180412"
"13670",20734492,"d180412"
"13671",20629159,"d180412"
"13672",19373792,"d180412"
"13673",20289238,"d180412"
"13674",19432812,"d180412"
"13675",11559183,"d180412"
"13676",20767743,"d180412"
"13677",20328553,"d180412"
"13678",20869548,"d180412"
"13679",20582245,"d180412"
"13680",20735500,"d180412"
"13681",20488476,"d180412"
"13682",20547672,"d180412"
"13683",685639,"d180412"
"13684",20799402,"d180412"
"13685",20273327,"d180412"
"13686",2709668,"d180412"
"13687",14564111,"d180412"
"13688",20766049,"d180412"
"13689",20647908,"d180412"
"13690",20316182,"d180412"
"13691",18329601,"d180412"
"13692",20443963,"d180412"
"13693",20565812,"d180412"
"13694",19434342,"d180412"
"13695",20430800,"d180412"
"13696",20644863,"d180412"
"13697",20416911,"d180412"
"13698",20800857,"d180412"
"13699",20433471,"d180412"
"13700",20436598,"d180412"
"13701",20737530,"d180412"
"13702",20454163,"d180412"
"13703",7781745,"d180412"
"13704",20295882,"d180412"
"13705",20294819,"d180412"
"13706",20480105,"d180412"
"13707",20446361,"d180412"
"13708",20543982,"d180412"
"13709",20829122,"d180412"
"13710",20878673,"d180412"
"13711",20704768,"d180412"
"13712",20381407,"d180412"
"13713",20832347,"d180412"
"13714",20314997,"d180412"
"13715",20635748,"d180412"
"13716",20881958,"d180412"
"13717",20538161,"d180412"
"13718",19965292,"d180412"
"13719",20630790,"d180412"
"13720",20439326,"d180412"
"13721",20495236,"d180412"
"13722",20279334,"d180412"
"13723",20734573,"d180412"
"13724",20538556,"d180412"
"13725",20405189,"d180412"
"13726",20597173,"d180412"
"13727",20533328,"d180412"
"13728",20664394,"d180412"
"13729",19017443,"d180412"
"13730",20721916,"d180412"
"13731",20128592,"d180412"
"13732",20895353,"d180412"
"13733",20643952,"d180412"
"13734",20737649,"d180412"
"13735",20276718,"d180412"
"13736",20725254,"d180412"
"13737",20473842,"d180412"
"13738",20507786,"d180412"
"13739",20724431,"d180412"
"13740",20846051,"d180412"
"13741",20172831,"d180412"
"13742",20493285,"d180412"
"13743",20491104,"d180412"
"13744",17472193,"d180412"
"13745",20797187,"d180412"
"13746",20599464,"d180412"
"13747",20462440,"d180412"
"13748",20514618,"d180412"
"13749",20823382,"d180412"
"13750",20163839,"d180412"
"13751",20400093,"d180412"
"13752",20785558,"d180412"
"13753",20275580,"d180412"
"13754",20800414,"d180412"
"13755",20878247,"d180412"
"13756",20724455,"d180412"
"13757",20909201,"d180412"
"13758",20672305,"d180412"
"13759",19194718,"d180412"
"13760",20248766,"d180412"
"13761",20860540,"d180412"
"13762",20291374,"d180412"
"13763",20747388,"d180412"
"13764",19887073,"d180412"
"13765",20738443,"d180412"
"13766",20596087,"d180412"
"13767",20721200,"d180412"
"13768",20013629,"d180412"
"13769",20536234,"d180412"
"13770",20479007,"d180412"
"13771",20605818,"d180412"
"13772",20532860,"d180412"
"13773",20735001,"d180412"
"13774",20429614,"d180412"
"13775",20899896,"d180412"
"13776",20111149,"d180412"
"13777",20372081,"d180412"
"13778",20379072,"d180412"
"13779",20898307,"d180412"
"13780",18918165,"d180412"
"13781",20352086,"d180412"
"13782",20605042,"d180412"
"13783",20405965,"d180412"
"13784",20271222,"d180412"
"13785",20724731,"d180412"
"13786",18497454,"d180412"
"13787",20329292,"d180412"
"13788",20327536,"d180412"
"13789",20317683,"d180412"
"13790",20327351,"d180412"
"13791",20447610,"d180412"
"13792",20702001,"d180412"
"13793",20329383,"d180412"
"13794",19997418,"d180412"
"13795",19839954,"d180412"
"13796",20901404,"d180412"
"13797",20240485,"d180412"
"13798",15127147,"d180412"
"13799",20879576,"d180412"
"13800",20873994,"d180412"
"13801",1531051,"d180412"
"13802",20478996,"d180412"
"13803",20548458,"d180412"
"13804",20554055,"d180412"
"13805",18579459,"d180412"
"13806",20433466,"d180412"
"13807",20567757,"d180412"
"13808",20825192,"d180412"
"13809",20306143,"d180412"
"13810",13147311,"d180412"
"13811",19915840,"d180412"
"13812",20895195,"d180412"
"13813",18679493,"d180412"
"13814",20646033,"d180412"
"13815",20144537,"d180412"
"13816",19840514,"d180412"
"13817",14659680,"d180412"
"13818",20561470,"d180412"
"13819",20652796,"d180412"
"13820",20900090,"d180412"
"13821",20829284,"d180412"
"13822",20830382,"d180412"
"13823",9038524,"d180412"
"13824",20432630,"d180412"
"13825",19614710,"d180412"
"13826",14271027,"d180412"
"13827",20824583,"d180412"
"13828",20335041,"d180412"
"13829",20429804,"d180412"
"13830",20884121,"d180412"
"13831",20880546,"d180412"
"13832",19963950,"d180412"
"13833",16749826,"d180412"
"13834",20616422,"d180412"
"13835",20809749,"d180412"
"13836",20416977,"d180412"
"13837",13076770,"d180412"
"13838",20873102,"d180412"
"13839",20856869,"d180412"
"13840",20871934,"d180412"
"13841",20412307,"d180412"
"13842",20411235,"d180412"
"13843",13057411,"d180412"
"13844",20867269,"d180412"
"13845",20274512,"d180412"
"13846",20274386,"d180412"
"13847",20602392,"d180412"
"13848",6183733,"d180412"
"13849",20600074,"d180412"
"13850",20598244,"d180412"
"13851",20599704,"d180412"
"13852",20861837,"d180412"
"13853",20599589,"d180412"
"13854",20793719,"d180412"
"13855",19941518,"d180412"
"13856",20271113,"d180412"
"13857",20598770,"d180412"
"13858",20399766,"d180412"
"13859",20463102,"d180412"
"13860",20266143,"d180412"
"13861",20068130,"d180412"
"13862",19609364,"d180412"
"13863",20853710,"d180412"
"13864",19148250,"d180412"
"13865",20588013,"d180412"
"13866",20456930,"d180412"
"13867",20328064,"d180412"
"13868",20715981,"d180412"
"13869",20584828,"d180412"
"13870",20417550,"d180412"
"13871",20318354,"d180412"
"13872",20618718,"d180412"
"13873",20879601,"d180412"
"13874",20753365,"d180412"
"13875",20703528,"d180412"
"13876",20509413,"d180412"
"13877",20619710,"d180412"
"13878",20756909,"d180412"
"13879",20407099,"d180412"
"13880",20832746,"d180412"
"13881",20842067,"d180412"
"13882",20321280,"d180412"
"13883",20651405,"d180412"
"13884",17717450,"d180412"
"13885",20797868,"d180412"
"13886",20673325,"d180412"
"13887",20689684,"d180412"
"13888",20376249,"d180412"
"13889",20511829,"d180412"
"13890",20437264,"d180412"
"13891",20501766,"d180412"
"13892",20494107,"d180412"
"13893",20493220,"d180412"
"13894",7908860,"d180412"
"13895",20617286,"d180412"
"13896",20354455,"d180412"
"13897",20614891,"d180412"
"13898",20612787,"d180412"
"13899",19234954,"d180412"
"13900",20150133,"d180412"
"13901",20536353,"d180412"
"13902",14374603,"d180412"
"13903",20599344,"d180412"
"13904",20530744,"d180412"
"13905",20129816,"d180412"
"13906",20589729,"d180412"
"13907",20901527,"d180412"
"13908",20049287,"d180412"
"13909",20684126,"d180412"
"13910",20677760,"d180412"
"13911",20828448,"d180412"
"13912",20822682,"d180412"
"13913",20282880,"d180412"
"13914",1229110,"d180412"
"13915",20423300,"d180412"
"13916",610868,"d180412"
"13917",20422753,"d180412"
"13918",20651063,"d180412"
"13919",20800393,"d180412"
"13920",18981414,"d180412"
"13921",20757415,"d180412"
"13922",20565417,"d180412"
"13923",20374256,"d180412"
"13924",20830604,"d180412"
"13925",20512030,"d180412"
"13926",20569507,"d180412"
"13927",17824247,"d180412"
"13928",20511510,"d180412"
"13929",20568779,"d180412"
"13930",19846860,"d180412"
"13931",20392324,"d180412"
"13932",20309328,"d180412"
"13933",20439415,"d180412"
"13934",20369085,"d180412"
"13935",20629610,"d180412"
"13936",20367809,"d180412"
"13937",20629832,"d180412"
"13938",18985284,"d180412"
"13939",20684202,"d180412"
"13940",20353402,"d180412"
"13941",4820145,"d180412"
"13942",20813301,"d180412"
"13943",7626164,"d180412"
"13944",20597809,"d180412"
"13945",20662038,"d180412"
"13946",15810598,"d180412"
"13947",20789210,"d180412"
"13948",20720666,"d180412"
"13949",20786124,"d180412"
"13950",20847687,"d180412"
"13951",20844664,"d180412"
"13952",20320007,"d180412"
"13953",12126755,"d180412"
"13954",20807818,"d180412"
"13955",20633557,"d180412"
"13956",20556162,"d180412"
"13957",20486543,"d180412"
"13958",20778297,"d180412"
"13959",20323586,"d180412"
"13960",20273763,"d180412"
"13961",17915655,"d180412"
"13962",20276061,"d180412"
"13963",20276782,"d180412"
"13964",304368,"d180412"
"13965",18798610,"d180412"
"13966",20897093,"d180412"
"13967",20308062,"d180412"
"13968",19580550,"d180412"
"13969",20494735,"d180412"
"13970",17343899,"d180412"
"13971",20618773,"d180412"
"13972",20486545,"d180412"
"13973",20415233,"d180412"
"13974",20346113,"d180412"
"13975",20692509,"d180412"
"13976",20277220,"d180412"
"13977",20398567,"d180412"
"13978",20855119,"d180412"
"13979",20329444,"d180412"
"13980",20274223,"d180412"
"13981",20389568,"d180412"
"13982",20649362,"d180412"
"13983",20778362,"d180412"
"13984",20776827,"d180412"
"13985",20777132,"d180412"
"13986",20644606,"d180412"
"13987",20619044,"d180412"
"13988",20348497,"d180412"
"13989",20258456,"d180412"
"13990",20552681,"d180412"
"13991",20777065,"d180412"
"13992",20318382,"d180412"
"13993",20389765,"d180412"
"13994",20166354,"d180412"
"13995",20421106,"d180412"
"13996",783032,"d180412"
"13997",20572067,"d180412"
"13998",20705505,"d180412"
"13999",20512516,"d180412"
"14000",20629600,"d180412"
"14001",20859784,"d180412"
"14002",3254605,"d180412"
"14003",20555047,"d180412"
"14004",20603493,"d180412"
"14005",20601901,"d180412"
"14006",20797354,"d180412"
"14007",17386784,"d180412"
"14008",20859820,"d180412"
"14009",20859749,"d180412"
"14010",1067338,"d180412"
"14011",20597271,"d180412"
"14012",20531195,"d180412"
"14013",20721783,"d180412"
"14014",20785917,"d180412"
"14015",20584874,"d180412"
"14016",20254800,"d180412"
"14017",20725037,"d180412"
"14018",20909102,"d180412"
"14019",20382103,"d180412"
"14020",20807354,"d180412"
"14021",20893661,"d180412"
"14022",20369800,"d180412"
"14023",20410098,"d180412"
"14024",20687821,"d180412"
"14025",20766060,"d180412"
"14026",20795354,"d180412"
"14027",20757190,"d180412"
"14028",20755445,"d180412"
"14029",20279496,"d180412"
"14030",20599297,"d180412"
"14031",20596982,"d180412"
"14032",20598800,"d180412"
"14033",20464646,"d180412"
"14034",19805038,"d180412"
"14035",20754483,"d180412"
