id,source,target
"55470",722100,"d180710"
"55471",1395001,"d180710"
"55472",5360628,"d180710"
"55473",497545,"d180710"
"55474",2494484,"d180710"
"55475",3356447,"d180710"
"55476",5520892,"d180710"
"55477",933877,"d180710"
"55478",1790446,"d180710"
"55479",4258006,"d180710"
"55480",528979,"d180710"
"55481",164456,"d180710"
"55482",2900554,"d180710"
"55483",34981,"d180710"
"55484",5834787,"d180710"
"55485",4481286,"d180710"
"55486",3806194,"d180710"
"55487",1291052,"d180710"
"55488",243448,"d180710"
"55489",4794359,"d180710"
"55490",3771149,"d180710"
"55491",1207471,"d180710"
"55492",4143350,"d180710"
"55493",213581,"d180710"
"55494",5129820,"d180710"
"55495",6096651,"d180710"
"55496",148104,"d180710"
"55497",1333207,"d180710"
"55498",3275071,"d180710"
"55499",846223,"d180710"
"55500",2111247,"d180710"
"55501",2308139,"d180710"
"55502",1005502,"d180710"
"55503",2053772,"d180710"
"55504",1524083,"d180710"
"55505",639820,"d180710"
"55506",852134,"d180710"
"55507",1305165,"d180710"
"55508",3652362,"d180710"
"55509",297066,"d180710"
"55510",986101,"d180710"
"55511",1693648,"d180710"
"55512",870256,"d180710"
"55513",1912635,"d180710"
"55514",4572269,"d180710"
"55515",2639916,"d180710"
"55516",3257033,"d180710"
"55517",50066,"d180710"
"55518",2451930,"d180710"
"55519",158238,"d180710"
"55520",5071090,"d180710"
"55521",3226740,"d180710"
"55522",3036626,"d180710"
"55523",2843976,"d180710"
"55524",5479844,"d180710"
"55525",6137494,"d180710"
"55526",1241068,"d180710"
"55527",2082868,"d180710"
"55528",3097333,"d180710"
"55529",957918,"d180710"
"55530",1775920,"d180710"
"55531",437886,"d180710"
"55532",659469,"d180710"
"55533",2073924,"d180710"
"55534",851800,"d180710"
"55535",3496538,"d180710"
"55536",474669,"d180710"
"55537",898486,"d180710"
"55538",4539074,"d180710"
"55539",893052,"d180710"
"55540",3556368,"d180710"
"55541",3846956,"d180710"
"55542",1169191,"d180710"
"55543",1406158,"d180710"
"55544",3543365,"d180710"
"55545",787218,"d180710"
"55546",3195806,"d180710"
"55547",5716415,"d180710"
"55548",1916455,"d180710"
"55549",4339658,"d180710"
"55550",936734,"d180710"
"55551",1125212,"d180710"
"55552",213296,"d180710"
"55553",770453,"d180710"
"55554",5352747,"d180710"
"55555",896337,"d180710"
"55556",1331957,"d180710"
"55557",3561658,"d180710"
"55558",2535510,"d180710"
"55559",2967668,"d180710"
"55560",5322583,"d180710"
"55561",5101904,"d180710"
"55562",2758891,"d180710"
"55563",4381172,"d180710"
"55564",234109,"d180710"
"55565",180293,"d180710"
"55566",92425,"d180710"
"55567",2098294,"d180710"
"55568",1057394,"d180710"
"55569",31377,"d180710"
"55570",5275404,"d180710"
"55571",1653089,"d180710"
"55572",563971,"d180710"
"55573",915823,"d180710"
"55574",4766850,"d180710"
"55575",753322,"d180710"
"55576",884420,"d180710"
"55577",5842366,"d180710"
"55578",2700709,"d180710"
"55579",359841,"d180710"
"55580",842389,"d180710"
"55581",922332,"d180710"
"55582",123746,"d180710"
"55583",2224719,"d180710"
"55584",1421725,"d180710"
"55585",1670235,"d180710"
"55586",18674,"d180710"
"55587",3746653,"d180710"
"55588",5410965,"d180710"
"55589",4946158,"d180710"
"55590",2638769,"d180710"
"55591",1005775,"d180710"
"55592",1580586,"d180710"
"55593",548085,"d180710"
"55594",568185,"d180710"
"55595",1307420,"d180710"
"55596",4610380,"d180710"
"55597",735620,"d180710"
"55598",3986138,"d180710"
"55599",2517804,"d180710"
"55600",4116665,"d180710"
"55601",853347,"d180710"
"55602",900045,"d180710"
"55603",1859946,"d180710"
"55604",3072349,"d180710"
"55605",5837003,"d180710"
"55606",1213275,"d180710"
"55607",66037,"d180710"
"55608",5307697,"d180710"
"55609",761338,"d180710"
"55610",3604142,"d180710"
"55611",1291562,"d180710"
"55612",3174089,"d180710"
"55613",2018439,"d180710"
"55614",1307332,"d180710"
"55615",1074100,"d180710"
"55616",759351,"d180710"
"55617",574080,"d180710"
"55618",209988,"d180710"
"55619",1822149,"d180710"
"55620",1238141,"d180710"
"55621",4349572,"d180710"
"55622",1293412,"d180710"
"55623",512625,"d180710"
"55624",3330794,"d180710"
"55625",1821064,"d180710"
"55626",1278398,"d180710"
"55627",2171702,"d180710"
"55628",5198974,"d180710"
"55629",1296231,"d180710"
"55630",2301157,"d180710"
"55631",582364,"d180710"
"55632",183858,"d180710"
"55633",4586762,"d180710"
"55634",3045137,"d180710"
"55635",850227,"d180710"
"55636",359277,"d180710"
"55637",963109,"d180710"
"55638",5392997,"d180710"
"55639",4468278,"d180710"
"55640",2117004,"d180710"
"55641",3215566,"d180710"
"55642",1215236,"d180710"
"55643",1157783,"d180710"
"55644",811918,"d180710"
"55645",669799,"d180710"
"55646",3139108,"d180710"
"55647",3476107,"d180710"
"55648",986015,"d180710"
"55649",4389803,"d180710"
"55650",576046,"d180710"
"55651",5043742,"d180710"
"55652",138055,"d180710"
"55653",4970258,"d180710"
"55654",2908045,"d180710"
"55655",1444019,"d180710"
"55656",2438814,"d180710"
"55657",4208455,"d180710"
"55658",1343256,"d180710"
"55659",735631,"d180710"
"55660",2207843,"d180710"
"55661",813031,"d180710"
"55662",1847236,"d180710"
"55663",6117927,"d180710"
"55664",1604559,"d180710"
"55665",6152161,"d180710"
"55666",3943443,"d180710"
"55667",4525021,"d180710"
"55668",4926975,"d180710"
"55669",536440,"d180710"
"55670",602187,"d180710"
"55671",1830227,"d180710"
"55672",2639631,"d180710"
"55673",1404935,"d180710"
"55674",3257364,"d180710"
"55675",1254174,"d180710"
"55676",1283316,"d180710"
"55677",608292,"d180710"
"55678",3292049,"d180710"
"55679",740343,"d180710"
"55680",829660,"d180710"
"55681",965733,"d180710"
"55682",1021299,"d180710"
"55683",273229,"d180710"
"55684",986639,"d180710"
"55685",1204372,"d180710"
"55686",1413266,"d180710"
"55687",5124891,"d180710"
"55688",3019185,"d180710"
"55689",1586889,"d180710"
"55690",562020,"d180710"
"55691",1207452,"d180710"
"55692",760131,"d180710"
"55693",256982,"d180710"
"55694",1266425,"d180710"
"55695",4256435,"d180710"
"55696",821100,"d180710"
"55697",1490629,"d180710"
"55698",4010706,"d180710"
"55699",375631,"d180710"
"55700",3536281,"d180710"
"55701",1309102,"d180710"
"55702",5726243,"d180710"
"55703",5780066,"d180710"
"55704",379868,"d180710"
"55705",2789539,"d180710"
"55706",1622813,"d180710"
"55707",3417599,"d180710"
"55708",2507802,"d180710"
"55709",1587758,"d180710"
"55710",4212751,"d180710"
"55711",5181660,"d180710"
"55712",4908442,"d180710"
"55713",2557934,"d180710"
"55714",847785,"d180710"
"55715",904862,"d180710"
"55716",5131206,"d180710"
"55717",1051555,"d180710"
"55718",1224896,"d180710"
"55719",2054538,"d180710"
"55720",3008815,"d180710"
"55721",3297639,"d180710"
"55722",1269216,"d180710"
"55723",4382379,"d180710"
"55724",4712927,"d180710"
"55725",71603,"d180710"
"55726",2976285,"d180710"
"55727",1294410,"d180710"
"55728",2536984,"d180710"
"55729",4556678,"d180710"
"55730",759811,"d180710"
"55731",5248325,"d180710"
"55732",699920,"d180710"
"55733",237895,"d180710"
"55734",1524619,"d180710"
"55735",1132445,"d180710"
"55736",1002049,"d180710"
"55737",4970356,"d180710"
"55738",1002233,"d180710"
"55739",1034303,"d180710"
"55740",671458,"d180710"
"55741",893129,"d180710"
"55742",439057,"d180710"
"55743",5068892,"d180710"
"55744",1664492,"d180710"
"55745",6214406,"d180710"
"55746",1304470,"d180710"
"55747",1161417,"d180710"
"55748",3955338,"d180710"
"55749",380421,"d180710"
"55750",6161452,"d180710"
"55751",126836,"d180710"
"55752",948851,"d180710"
"55753",5943401,"d180710"
"55754",5189747,"d180710"
"55755",5945848,"d180710"
"55756",2873592,"d180710"
"55757",4725296,"d180710"
"55758",4156094,"d180710"
"55759",1903974,"d180710"
"55760",5842289,"d180710"
"55761",859884,"d180710"
"55762",640867,"d180710"
"55763",1792091,"d180710"
"55764",35392,"d180710"
"55765",4068098,"d180710"
"55766",2996993,"d180710"
"55767",4468386,"d180710"
"55768",3716592,"d180710"
"55769",2534835,"d180710"
"55770",2344904,"d180710"
"55771",4692804,"d180710"
"55772",5413553,"d180710"
"55773",3817705,"d180710"
"55774",1206034,"d180710"
"55775",1604347,"d180710"
"55776",4400832,"d180710"
"55777",1830917,"d180710"
"55778",977631,"d180710"
"55779",5302997,"d180710"
"55780",2065950,"d180710"
"55781",273932,"d180710"
"55782",31380,"d180710"
"55783",4813691,"d180710"
"55784",3131114,"d180710"
"55785",4407717,"d180710"
"55786",1843084,"d180710"
"55787",1029587,"d180710"
"55788",924449,"d180710"
"55789",5453956,"d180710"
"55790",3097541,"d180710"
"55791",4486999,"d180710"
"55792",1222290,"d180710"
"55793",1005420,"d180710"
"55794",3455823,"d180710"
"55795",1218626,"d180710"
"55796",2107982,"d180710"
"55797",862524,"d180710"
"55798",2643651,"d180710"
"55799",688229,"d180710"
"55800",1520042,"d180710"
"55801",3262748,"d180710"
"55802",496997,"d180710"
"55803",1406121,"d180710"
"55804",261750,"d180710"
"55805",4571114,"d180710"
"55806",2396459,"d180710"
"55807",4810134,"d180710"
"55808",3909658,"d180710"
"55809",384063,"d180710"
"55810",3710170,"d180710"
"55811",2706462,"d180710"
"55812",3732820,"d180710"
"55813",448794,"d180710"
"55814",962115,"d180710"
"55815",4054602,"d180710"
"55816",3237582,"d180710"
"55817",471669,"d180710"
"55818",2877579,"d180710"
"55819",1809593,"d180710"
"55820",598329,"d180710"
"55821",2805243,"d180710"
"55822",5700546,"d180710"
"55823",5700644,"d180710"
"55824",193923,"d180710"
"55825",3171271,"d180710"
"55826",3091115,"d180710"
"55827",3243425,"d180710"
"55828",1234006,"d180710"
"55829",3967783,"d180710"
"55830",1862971,"d180710"
"55831",2878250,"d180710"
"55832",5360099,"d180710"
"55833",3420035,"d180710"
"55834",4912693,"d180710"
"55835",3218456,"d180710"
"55836",777538,"d180710"
"55837",1839612,"d180710"
"55838",5312339,"d180710"
"55839",318865,"d180710"
"55840",73692,"d180710"
"55841",490517,"d180710"
"55842",1111989,"d180710"
"55843",135513,"d180710"
"55844",1049897,"d180710"
"55845",786250,"d180710"
"55846",4615119,"d180710"
"55847",2926903,"d180710"
"55848",1111408,"d180710"
"55849",2885126,"d180710"
"55850",4344370,"d180710"
"55851",2308951,"d180710"
"55852",5276663,"d180710"
"55853",3144104,"d180710"
"55854",3378838,"d180710"
"55855",2403613,"d180710"
"55856",468639,"d180710"
"55857",1912521,"d180710"
"55858",4928926,"d180710"
"55859",2343336,"d180710"
"55860",2900507,"d180710"
"55861",1094847,"d180710"
"55862",6151840,"d180710"
"55863",1719702,"d180710"
"55864",1199795,"d180710"
"55865",4090521,"d180710"
"55866",4907531,"d180710"
"55867",2222172,"d180710"
"55868",5792576,"d180710"
"55869",2146533,"d180710"
"55870",688946,"d180710"
"55871",1440394,"d180710"
"55872",5214859,"d180710"
"55873",965681,"d180710"
"55874",1276036,"d180710"
"55875",761220,"d180710"
"55876",677850,"d180710"
"55877",73700,"d180710"
"55878",6014347,"d180710"
"55879",1266156,"d180710"
"55880",1996319,"d180710"
"55881",3404694,"d180710"
"55882",631196,"d180710"
"55883",947269,"d180710"
"55884",3543704,"d180710"
"55885",4462925,"d180710"
"55886",2799884,"d180710"
"55887",6199335,"d180710"
"55888",655071,"d180710"
"55889",796809,"d180710"
"55890",1118161,"d180710"
"55891",1331475,"d180710"
"55892",3670286,"d180710"
"55893",3865176,"d180710"
"55894",2036402,"d180710"
"55895",958946,"d180710"
"55896",1266069,"d180710"
"55897",5536997,"d180710"
"55898",1304845,"d180710"
"55899",851240,"d180710"
"55900",1354327,"d180710"
"55901",2464498,"d180710"
"55902",906559,"d180710"
"55903",2951974,"d180710"
"55904",959840,"d180710"
"55905",305213,"d180710"
"55906",3030563,"d180710"
"55907",1457218,"d180710"
"55908",879036,"d180710"
"55909",3172803,"d180710"
"55910",2800063,"d180710"
"55911",2208080,"d180710"
"55912",4907750,"d180710"
"55913",3642879,"d180710"
"55914",1111418,"d180710"
"55915",922906,"d180710"
"55916",2306988,"d180710"
"55917",4059129,"d180710"
"55918",3763062,"d180710"
"55919",4419860,"d180710"
"55920",1864002,"d180710"
"55921",3436914,"d180710"
"55922",6193969,"d180710"
"55923",6152163,"d180710"
"55924",2768724,"d180710"
"55925",5484740,"d180710"
"55926",4603846,"d180710"
"55927",4478098,"d180710"
"55928",4679251,"d180710"
"55929",425639,"d180710"
"55930",5249693,"d180710"
"55931",2141535,"d180710"
"55932",2072681,"d180710"
"55933",469177,"d180710"
"55934",3480503,"d180710"
"55935",81291,"d180710"
"55936",3041431,"d180710"
"55937",1104197,"d180710"
"55938",5216980,"d180710"
"55939",1716072,"d180710"
"55940",1726975,"d180710"
"55941",3374176,"d180710"
"55942",531195,"d180710"
"55943",4344263,"d180710"
"55944",3004367,"d180710"
"55945",5315935,"d180710"
"55946",2738571,"d180710"
"55947",5916233,"d180710"
"55948",5350866,"d180710"
"55949",2131496,"d180710"
"55950",3481102,"d180710"
"55951",1368985,"d180710"
"55952",330766,"d180710"
"55953",516340,"d180710"
"55954",1839552,"d180710"
"55955",892949,"d180710"
"55956",4435013,"d180710"
"55957",4141367,"d180710"
"55958",6083021,"d180710"
"55959",4565814,"d180710"
"55960",3677434,"d180710"
"55961",984985,"d180710"
"55962",209673,"d180710"
"55963",4725070,"d180710"
"55964",692480,"d180710"
"55965",2623120,"d180710"
"55966",1682223,"d180710"
"55967",588996,"d180710"
"55968",4117009,"d180710"
"55969",1269238,"d180710"
"55970",886886,"d180710"
"55971",4401417,"d180710"
"55972",3860362,"d180710"
"55973",5792851,"d180710"
"55974",1522719,"d180710"
"55975",1727835,"d180710"
"55976",342641,"d180710"
"55977",1269116,"d180710"
"55978",1106987,"d180710"
"55979",5373405,"d180710"
"55980",3082152,"d180710"
"55981",2806795,"d180710"
"55982",1406069,"d180710"
"55983",4354142,"d180710"
"55984",1482060,"d180710"
"55985",1383728,"d180710"
"55986",1266221,"d180710"
"55987",1402772,"d180710"
"55988",3281769,"d180710"
"55989",3841327,"d180710"
"55990",630810,"d180710"
"55991",2830614,"d180710"
"55992",472062,"d180710"
"55993",4398772,"d180710"
"55994",945564,"d180710"
"55995",2662683,"d180710"
"55996",700150,"d180710"
"55997",3804922,"d180710"
"55998",1911214,"d180710"
"55999",4468409,"d180710"
"56000",264621,"d180710"
"56001",1661060,"d180710"
"56002",2268067,"d180710"
"56003",5328463,"d180710"
"56004",3970881,"d180710"
"56005",1211274,"d180710"
"56006",2779738,"d180710"
"56007",1397748,"d180710"
"56008",1851080,"d180710"
"56009",1182345,"d180710"
"56010",2730152,"d180710"
"56011",481739,"d180710"
"56012",1069572,"d180710"
"56013",1111406,"d180710"
"56014",343859,"d180710"
"56015",702095,"d180710"
"56016",1207407,"d180710"
"56017",4921267,"d180710"
"56018",1328996,"d180710"
"56019",5398030,"d180710"
"56020",40983,"d180710"
"56021",2007682,"d180710"
"56022",4400742,"d180710"
"56023",1165432,"d180710"
"56024",2086583,"d180710"
"56025",2781567,"d180710"
"56026",2469678,"d180710"
"56027",1068523,"d180710"
"56028",3871145,"d180710"
"56029",1942826,"d180710"
"56030",2896610,"d180710"
"56031",4468357,"d180710"
"56032",1472974,"d180710"
"56033",89776,"d180710"
"56034",3393088,"d180710"
"56035",672728,"d180710"
"56036",2307557,"d180710"
"56037",2402365,"d180710"
"56038",522705,"d180710"
"56039",1266363,"d180710"
"56040",4114081,"d180710"
"56041",4018686,"d180710"
"56042",4924675,"d180710"
"56043",4408175,"d180710"
"56044",2775642,"d180710"
"56045",163490,"d180710"
"56046",2742376,"d180710"
"56047",2698602,"d180710"
"56048",1823712,"d180710"
"56049",4688048,"d180710"
"56050",4079030,"d180710"
"56051",1205926,"d180710"
"56052",2758316,"d180710"
"56053",4740403,"d180710"
"56054",2019384,"d180710"
"56055",1516580,"d180710"
"56056",2981721,"d180710"
"56057",2429136,"d180710"
"56058",1672204,"d180710"
"56059",1499405,"d180710"
"56060",3901295,"d180710"
"56061",3281984,"d180710"
"56062",4063374,"d180710"
"56063",288034,"d180710"
"56064",1624014,"d180710"
"56065",5858602,"d180710"
"56066",3216746,"d180710"
"56067",4238751,"d180710"
"56068",987508,"d180710"
"56069",1365897,"d180710"
"56070",895091,"d180710"
"56071",6096237,"d180710"
"56072",462557,"d180710"
"56073",2380311,"d180710"
"56074",1005399,"d180710"
"56075",3491839,"d180710"
"56076",3874326,"d180710"
"56077",3246212,"d180710"
"56078",939692,"d180710"
"56079",1213201,"d180710"
"56080",302179,"d180710"
"56081",4579343,"d180710"
"56082",1783526,"d180710"
"56083",1921402,"d180710"
"56084",1800198,"d180710"
"56085",73455,"d180710"
"56086",31958,"d180710"
"56087",2565622,"d180710"
"56088",3108648,"d180710"
"56089",155872,"d180710"
"56090",1916224,"d180710"
"56091",6002306,"d180710"
"56092",1098894,"d180710"
"56093",1603887,"d180710"
"56094",3961606,"d180710"
"56095",5776500,"d180710"
"56096",1309206,"d180710"
"56097",5370698,"d180710"
"56098",3680769,"d180710"
"56099",2563558,"d180710"
"56100",6096609,"d180710"
"56101",1378119,"d180710"
"56102",1366871,"d180710"
"56103",1459281,"d180710"
"56104",4208225,"d180710"
"56105",2887611,"d180710"
"56106",1620515,"d180710"
"56107",4344324,"d180710"
"56108",1490933,"d180710"
"56109",4408064,"d180710"
"56110",2555964,"d180710"
"56111",953280,"d180710"
"56112",4401797,"d180710"
"56113",853731,"d180710"
"56114",35379,"d180710"
"56115",2373057,"d180710"
"56116",432482,"d180710"
"56117",1111226,"d180710"
"56118",3407787,"d180710"
"56119",1028836,"d180710"
"56120",1839281,"d180710"
"56121",2495446,"d180710"
"56122",1007939,"d180710"
"56123",698593,"d180710"
"56124",1190491,"d180710"
"56125",1015758,"d180710"
"56126",1047089,"d180710"
"56127",1364091,"d180710"
"56128",3282426,"d180710"
"56129",2117095,"d180710"
"56130",5130426,"d180710"
"56131",892906,"d180710"
"56132",1354875,"d180710"
"56133",32471,"d180710"
"56134",1436676,"d180710"
"56135",2148858,"d180710"
"56136",2826910,"d180710"
"56137",6151204,"d180710"
"56138",3130308,"d180710"
"56139",934979,"d180710"
"56140",3641337,"d180710"
"56141",569527,"d180710"
"56142",1811399,"d180710"
"56143",71553,"d180710"
"56144",75003,"d180710"
"56145",3755589,"d180710"
"56146",1271836,"d180710"
"56147",3261538,"d180710"
"56148",4700300,"d180710"
"56149",2177176,"d180710"
"56150",1411945,"d180710"
"56151",5093591,"d180710"
"56152",733906,"d180710"
"56153",2630720,"d180710"
"56154",5629905,"d180710"
"56155",473395,"d180710"
"56156",5121791,"d180710"
"56157",196196,"d180710"
"56158",1373743,"d180710"
"56159",2366928,"d180710"
"56160",1284653,"d180710"
"56161",718469,"d180710"
"56162",2070094,"d180710"
"56163",282679,"d180710"
"56164",181824,"d180710"
"56165",543342,"d180710"
"56166",2240875,"d180710"
"56167",2068875,"d180710"
"56168",2308594,"d180710"
"56169",1882719,"d180710"
"56170",3636416,"d180710"
"56171",1249641,"d180710"
"56172",3097962,"d180710"
"56173",4898823,"d180710"
"56174",3212167,"d180710"
"56175",5543269,"d180710"
"56176",3082703,"d180710"
"56177",1027560,"d180710"
"56178",2745481,"d180710"
"56179",2929134,"d180710"
"56180",1256137,"d180710"
"56181",1092321,"d180710"
"56182",1295958,"d180710"
"56183",2434965,"d180710"
"56184",4223635,"d180710"
"56185",940374,"d180710"
"56186",3926031,"d180710"
"56187",1198074,"d180710"
"56188",666642,"d180710"
"56189",1653837,"d180710"
"56190",3653695,"d180710"
"56191",75411,"d180710"
"56192",3480649,"d180710"
"56193",568432,"d180710"
"56194",996059,"d180710"
"56195",740362,"d180710"
"56196",1269263,"d180710"
"56197",478616,"d180710"
"56198",3117404,"d180710"
"56199",2942298,"d180710"
"56200",128463,"d180710"
"56201",667181,"d180710"
"56202",4699752,"d180710"
"56203",1853214,"d180710"
"56204",1920941,"d180710"
"56205",2506445,"d180710"
"56206",1424466,"d180710"
"56207",2884257,"d180710"
"56208",1613203,"d180710"
"56209",4683548,"d180710"
"56210",667762,"d180710"
"56211",5046383,"d180710"
"56212",3393502,"d180710"
"56213",1100506,"d180710"
"56214",507972,"d180710"
"56215",2341499,"d180710"
"56216",5080547,"d180710"
"56217",1269191,"d180710"
"56218",239821,"d180710"
"56219",49968,"d180710"
"56220",957920,"d180710"
"56221",3532028,"d180710"
"56222",5257911,"d180710"
"56223",2101094,"d180710"
"56224",1882669,"d180710"
"56225",2188743,"d180710"
"56226",256354,"d180710"
"56227",1840475,"d180710"
"56228",1150062,"d180710"
"56229",3117811,"d180710"
"56230",5453120,"d180710"
"56231",1521705,"d180710"
"56232",3603663,"d180710"
"56233",3727916,"d180710"
"56234",653634,"d180710"
"56235",1113493,"d180710"
"56236",1146219,"d180710"
"56237",2954230,"d180710"
"56238",4795262,"d180710"
"56239",603406,"d180710"
"56240",576728,"d180710"
"56241",2456837,"d180710"
"56242",4918810,"d180710"
"56243",5033852,"d180710"
"56244",4509151,"d180710"
"56245",927535,"d180710"
"56246",2391858,"d180710"
"56247",3942375,"d180710"
"56248",2824043,"d180710"
"56249",5468751,"d180710"
"56250",4148060,"d180710"
"56251",996713,"d180710"
"56252",5837152,"d180710"
"56253",3001077,"d180710"
"56254",5168646,"d180710"
"56255",927600,"d180710"
"56256",1904671,"d180710"
"56257",695631,"d180710"
"56258",3196017,"d180710"
"56259",4529852,"d180710"
"56260",4829942,"d180710"
"56261",3886855,"d180710"
"56262",2729680,"d180710"
"56263",2265321,"d180710"
"56264",2791159,"d180710"
"56265",4834811,"d180710"
"56266",520389,"d180710"
"56267",5689004,"d180710"
"56268",557772,"d180710"
"56269",213368,"d180710"
"56270",2131287,"d180710"
"56271",4708514,"d180710"
"56272",3234029,"d180710"
"56273",4380982,"d180710"
"56274",3491072,"d180710"
"56275",20345,"d180710"
"56276",5094104,"d180710"
"56277",2658193,"d180710"
"56278",2505598,"d180710"
"56279",4608544,"d180710"
"56280",1258446,"d180710"
"56281",954380,"d180710"
"56282",3926590,"d180710"
"56283",775794,"d180710"
"56284",72436,"d180710"
"56285",1888498,"d180710"
"56286",3158706,"d180710"
"56287",889491,"d180710"
"56288",1431437,"d180710"
"56289",965712,"d180710"
"56290",630566,"d180710"
"56291",2412835,"d180710"
"56292",6036674,"d180710"
"56293",959725,"d180710"
"56294",1921392,"d180710"
"56295",546165,"d180710"
"56296",4800588,"d180710"
"56297",32868,"d180710"
"56298",1197458,"d180710"
"56299",2187751,"d180710"
"56300",1397560,"d180710"
"56301",1987751,"d180710"
"56302",2054333,"d180710"
"56303",3000888,"d180710"
"56304",2760787,"d180710"
"56305",5328599,"d180710"
"56306",1034761,"d180710"
"56307",4238825,"d180710"
"56308",959564,"d180710"
"56309",5349031,"d180710"
"56310",2048862,"d180710"
"56311",1039211,"d180710"
"56312",1102197,"d180710"
"56313",5392353,"d180710"
"56314",1269272,"d180710"
"56315",1737505,"d180710"
"56316",2536121,"d180710"
"56317",645513,"d180710"
"56318",2078785,"d180710"
"56319",1396721,"d180710"
"56320",3826757,"d180710"
"56321",735311,"d180710"
"56322",2761939,"d180710"
"56323",2943188,"d180710"
"56324",3007161,"d180710"
"56325",1052151,"d180710"
"56326",4600074,"d180710"
"56327",2266575,"d180710"
"56328",3054715,"d180710"
"56329",4303312,"d180710"
"56330",3346354,"d180710"
"56331",3048746,"d180710"
"56332",3318625,"d180710"
"56333",5677558,"d180710"
"56334",4139628,"d180710"
"56335",1124129,"d180710"
"56336",3281680,"d180710"
"56337",757149,"d180710"
"56338",4723835,"d180710"
"56339",3296173,"d180710"
"56340",5939490,"d180710"
"56341",3238564,"d180710"
"56342",3832568,"d180710"
"56343",3508191,"d180710"
"56344",510923,"d180710"
"56345",846088,"d180710"
"56346",3622727,"d180710"
"56347",456283,"d180710"
"56348",5233245,"d180710"
"56349",5248745,"d180710"
"56350",6000292,"d180710"
"56351",1269161,"d180710"
"56352",1202829,"d180710"
"56353",2408869,"d180710"
"56354",335861,"d180710"
"56355",1269243,"d180710"
"56356",4422386,"d180710"
"56357",3392606,"d180710"
"56358",1269089,"d180710"
"56359",1269128,"d180710"
"56360",4274290,"d180710"
"56361",1015663,"d180710"
"56362",1580504,"d180710"
"56363",463880,"d180710"
"56364",1914131,"d180710"
"56365",119546,"d180710"
"56366",5700695,"d180710"
"56367",5208917,"d180710"
"56368",839655,"d180710"
"56369",1431478,"d180710"
"56370",270564,"d180710"
"56371",3279621,"d180710"
"56372",3618109,"d180710"
"56373",2807247,"d180710"
"56374",4530737,"d180710"
"56375",1034771,"d180710"
"56376",2980991,"d180710"
"56377",545207,"d180710"
"56378",2745301,"d180710"
"56379",1418423,"d180710"
"56380",1474914,"d180710"
"56381",5997056,"d180710"
"56382",5696210,"d180710"
"56383",847195,"d180710"
"56384",1549710,"d180710"
"56385",1938831,"d180710"
"56386",1229996,"d180710"
"56387",853339,"d180710"
"56388",836489,"d180710"
"56389",2595246,"d180710"
"56390",3081744,"d180710"
"56391",3560163,"d180710"
"56392",3331739,"d180710"
"56393",4792666,"d180710"
"56394",4228483,"d180710"
"56395",1410802,"d180710"
"56396",3218014,"d180710"
"56397",558886,"d180710"
"56398",1908257,"d180710"
"56399",3590912,"d180710"
"56400",5903479,"d180710"
"56401",679547,"d180710"
"56402",1477381,"d180710"
"56403",1139434,"d180710"
"56404",725009,"d180710"
"56405",1277874,"d180710"
"56406",265491,"d180710"
"56407",2733883,"d180710"
"56408",526094,"d180710"
"56409",73649,"d180710"
"56410",5638565,"d180710"
"56411",3349316,"d180710"
"56412",837986,"d180710"
"56413",1164746,"d180710"
"56414",5063766,"d180710"
"56415",4543132,"d180710"
"56416",4344155,"d180710"
"56417",1492471,"d180710"
"56418",4429129,"d180710"
"56419",1417890,"d180710"
"56420",3306780,"d180710"
"56421",3355596,"d180710"
"56422",5053669,"d180710"
"56423",2288221,"d180710"
"56424",5246301,"d180710"
"56425",5365867,"d180710"
"56426",424137,"d180710"
"56427",4377105,"d180710"
"56428",4725257,"d180710"
"56429",1188839,"d180710"
"56430",3431107,"d180710"
"56431",3346210,"d180710"
"56432",259742,"d180710"
"56433",1060411,"d180710"
"56434",2975838,"d180710"
"56435",5404095,"d180710"
"56436",4213287,"d180710"
"56437",3431537,"d180710"
"56438",3011101,"d180710"
"56439",70099,"d180710"
"56440",2782323,"d180710"
"56441",2329405,"d180710"
"56442",1919167,"d180710"
"56443",731225,"d180710"
"56444",5524663,"d180710"
"56445",275346,"d180710"
"56446",5908996,"d180710"
"56447",1037836,"d180710"
"56448",4071964,"d180710"
"56449",4732958,"d180710"
"56450",2003655,"d180710"
"56451",206167,"d180710"
"56452",5483842,"d180710"
"56453",4206250,"d180710"
"56454",4207649,"d180710"
"56455",4207829,"d180710"
"56456",5909533,"d180710"
"56457",73481,"d180710"
"56458",3528944,"d180710"
"56459",4317065,"d180710"
"56460",1117699,"d180710"
"56461",154281,"d180710"
"56462",3644157,"d180710"
"56463",89756,"d180710"
"56464",729078,"d180710"
"56465",4212985,"d180710"
"56466",4208144,"d180710"
"56467",1342589,"d180710"
"56468",5613374,"d180710"
"56469",173718,"d180710"
"56470",2685897,"d180710"
"56471",5910820,"d180710"
"56472",1921353,"d180710"
"56473",512666,"d180710"
"56474",512737,"d180710"
"56475",4539216,"d180710"
"56476",5294931,"d180710"
"56477",1199594,"d180710"
"56478",3851476,"d180710"
"56479",2573177,"d180710"
"56480",2572814,"d180710"
"56481",810278,"d180710"
"56482",3314434,"d180710"
"56483",1098571,"d180710"
"56484",3502018,"d180710"
"56485",1808631,"d180710"
"56486",352686,"d180710"
