"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","barrio","distrito"
11368,"CENTER. Nice attic with big TERRACE",42188,"Paola","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3875067707364,2.17860786195228,"Entire home/apt",100,33,40,"2018-07-16",0.45,1,290,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
18666,"Flat with Sunny Terrace",71615,"Mireia And Maria","Sant Martí","el Camp de l'Arpa del Clot",41.4088862115803,2.1855453256058,"Entire home/apt",130,3,1,"2015-10-10",0.03,34,61,"el Camp de l'Arpa del Clot","Sant Martí"
18674,"Huge flat for 8 people close to Sagrada Familia",71615,"Mireia And Maria","Eixample","la Sagrada Família",41.4041967848191,2.17305771774025,"Entire home/apt",130,1,5,"2018-06-18",0.08,34,166,"la Sagrada Família","Eixample"
19157,"Great Place in Sagrada Familia, Bcn",73099,"Urania","Eixample","la Sagrada Família",41.407929008267,2.17454040133707,"Private room",32,2,173,"2018-07-30",1.78,2,28,"la Sagrada Família","Eixample"
21605,"Nice and sunny duble room",82522,"Meritxell","Sant Martí","el Poblenou",41.4056041572247,2.19820512273065,"Private room",33,2,87,"2018-07-29",3.15,2,323,"el Poblenou","Sant Martí"
25786,"NICE ROOM AVAILABLE IN THE HEART OF GRACIA",108310,"Pedro","Gràcia","la Vila de Gràcia",41.4014519540478,2.15644651441653,"Private room",42,1,201,"2018-08-12",2.06,1,67,"la Vila de Gràcia","Gràcia"
31377,"Room for 2,  Sagrada Famili",134698,"Svetlana","Horta-Guinardó","el Baix Guinardó",41.4109694095544,2.17070120648716,"Private room",42,3,4,"2018-03-12",0.1,3,191,"el Baix Guinardó","Horta-Guinardó"
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,"Svetlana","Horta-Guinardó","el Baix Guinardó",41.4109004263265,2.1708189126808,"Private room",53,3,38,"2018-04-04",0.99,3,204,"el Baix Guinardó","Horta-Guinardó"
31823,"Aribau, Friendly Rentals",136853,"Fidelio","Eixample","l'Antiga Esquerra de l'Eixample",41.3873058071803,2.1590718216113,"Entire home/apt",75,1,55,"2018-07-13",0.57,36,324,"l'Antiga Esquerra de l'Eixample","Eixample"
31958,"Gaudi Attic 1, Friendly Rentals",136853,"Fidelio","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4094976756246,2.1593760044264,"Entire home/apt",65,1,144,"2018-07-29",1.58,36,308,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
32471,"Gaudi Attic 2, Friendly Rentals",136853,"Fidelio","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.409282448809,2.16111763681882,"Entire home/apt",95,1,66,"2018-07-30",0.71,36,339,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
32711,"Sagrada Familia area - Còrsega 1",135703,"Nick","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4046358122607,2.16953793147245,"Entire home/apt",140,2,43,"2018-07-13",0.5,12,334,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
32868,"Sant Joan 4, Friendly Rentals",136853,"Fidelio","Eixample","la Dreta de l'Eixample",41.3957575836811,2.1743191844528,"Entire home/apt",100,1,90,"2018-07-22",0.94,36,304,"la Dreta de l'Eixample","Eixample"
34981,"VIDRE HOME PLAZA REAL on LAS RAMBLAS",73163,"Andres","Ciutat Vella","el Barri Gòtic",41.3791695359138,2.17554592055593,"Entire home/apt",337,5,119,"2018-08-04",1.24,1,240,"el Barri Gòtic","Ciutat Vella"
35379,"Double 02 CasanovaRooms Barcelona",152232,"Pablo","Eixample","l'Antiga Esquerra de l'Eixample",41.3902923719294,2.15267766554009,"Private room",40,2,190,"2018-08-12",2.43,4,291,"l'Antiga Esquerra de l'Eixample","Eixample"
35388,"Single 01 CasanovaRooms Barcelona",152232,"Pablo","Eixample","l'Antiga Esquerra de l'Eixample",41.3905840873168,2.1518967916795,"Private room",30,2,165,"2018-07-23",1.88,4,301,"l'Antiga Esquerra de l'Eixample","Eixample"
35390,"Single 02 CasanovaRooms Barcelona",152232,"Pablo","Eixample","l'Antiga Esquerra de l'Eixample",41.3914670617914,2.15118482746504,"Private room",30,2,157,"2018-08-06",2.06,4,316,"l'Antiga Esquerra de l'Eixample","Eixample"
35392,"Double 01 CasanovaRooms Barcelona",152232,"Pablo","Eixample","l'Antiga Esquerra de l'Eixample",41.3907523177243,2.1507170864108,"Private room",45,2,129,"2018-08-11",2.71,4,302,"l'Antiga Esquerra de l'Eixample","Eixample"
36763,"In front of the beach",158596,"Ester","Ciutat Vella","la Barceloneta",41.3790640479799,2.19141437417749,"Private room",38,2,48,"2018-07-12",0.57,1,348,"la Barceloneta","Ciutat Vella"
40983,"Classical loft close to pedrera!",177617,"Joaquin","Eixample","la Dreta de l'Eixample",41.3955966811332,2.16760658268267,"Entire home/apt",95,3,97,"2018-07-20",1.11,5,99,"la Dreta de l'Eixample","Eixample"
44868,"Center of Barcelona",197737,"Ushma","Ciutat Vella","el Raval",41.3814491059434,2.16692477342664,"Entire home/apt",82,5,88,"2018-07-28",0.91,2,309,"el Raval","Ciutat Vella"
45682,"HUGE APARTMENT IN SAGRADA FAMILIA",183340,"Teresa","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4047059679491,2.17012007694233,"Entire home/apt",180,3,63,"2018-07-28",0.92,1,0,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
46153,"SANTA CATERINA, APARTMENT, GREAT LOCATION !!!",90417,"Etain","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3877615218856,2.1778245041532,"Entire home/apt",45,180,1,"2011-01-04",0.01,1,318,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
49213,"Descalzos en el parque, relax  cool room",208154,"Cate","Sants-Montjuïc","el Poble Sec",41.3731511092712,2.16640060330388,"Private room",35,2,35,"2018-07-28",0.58,1,121,"el Poble Sec","Sants-Montjuïc"
49968,"Sagrada Familia area - Còrsega 2",135703,"Nick","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4063065565937,2.169447556785,"Entire home/apt",140,2,29,"2018-03-29",0.34,12,331,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
50066,"Sagrada Familia area - Sardenya 1",135703,"Nick","Eixample","el Fort Pienc",41.3982067323958,2.1796556814819,"Entire home/apt",180,2,44,"2018-05-07",0.51,12,266,"el Fort Pienc","Eixample"
58512,"Cozy 3 BR near St Pau Hospital & Sagrada Familia",280070,"Cristina","Sant Martí","el Camp de l'Arpa del Clot",41.4109900475678,2.18118831179596,"Entire home/apt",105,3,335,"2018-07-30",3.74,1,262,"el Camp de l'Arpa del Clot","Sant Martí"
61444,"Bright apartment - Rambla Catalunya (HUTB-005863)",297545,"Anil","Eixample","la Dreta de l'Eixample",41.3890083942644,2.16551626373123,"Entire home/apt",105,2,35,"2018-07-22",0.58,5,285,"la Dreta de l'Eixample","Eixample"
66037,"Great apartment in  en el Born",323105,"Amivelaz","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3832209827163,2.18233975058218,"Entire home/apt",150,3,82,"2018-07-25",0.9,1,294,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
67065,"Londres, Friendly Rentals",136853,"Fidelio","Eixample","l'Antiga Esquerra de l'Eixample",41.391610263782,2.1508902192327,"Entire home/apt",85,1,49,"2018-07-27",0.57,36,326,"l'Antiga Esquerra de l'Eixample","Eixample"
68547,"two beds with private shower 30% off",340570,"Atún","Ciutat Vella","el Barri Gòtic",41.3807198886289,2.17810891163502,"Private room",47,2,58,"2018-07-15",0.65,1,365,"el Barri Gòtic","Ciutat Vella"
70099,"Room with a View, Bcn City Center",353987,"Alex","Ciutat Vella","el Raval",41.378284332844,2.17080496983287,"Private room",44,1,261,"2018-08-13",2.86,1,270,"el Raval","Ciutat Vella"
71520,"Charming apartment with fantastic views!",366428,"Ariadna","Gràcia","Vallcarca i els Penitents",41.4183680946522,2.1341916057618,"Entire home/apt",250,7,1,"2011-06-23",0.01,1,245,"Vallcarca i els Penitents","Gràcia"
71553,"PH on Sagrada Familia with terrace!",366654,"Arian Watermelon Barcelona!","Eixample","el Fort Pienc",41.397403756066,2.17682021492608,"Entire home/apt",110,2,45,"2018-07-12",0.5,9,305,"el Fort Pienc","Eixample"
71603,"MODERNIST PENTHOUSE. 1bedroom apt with terrace",366654,"Arian Watermelon Barcelona!","Eixample","la Dreta de l'Eixample",41.3903795331579,2.17606331616563,"Entire home/apt",390,2,36,"2018-06-16",0.39,9,365,"la Dreta de l'Eixample","Eixample"
71736,"APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS",368317,"Nacharosa","Ciutat Vella","el Raval",41.3832138219108,2.16655959787739,"Entire home/apt",100,32,11,"2016-07-14",0.12,4,365,"el Raval","Ciutat Vella"
72436,"Lugaris Beach Business Apartment",375625,"Xavier","Sant Martí","el Poblenou",41.3983741338673,2.20623435235828,"Entire home/apt",1000,3,49,"2018-08-06",1.01,7,358,"el Poblenou","Sant Martí"
73455,"RAMBLAS ORCHID2 FAMILY APARTMENT",383697,"Anna","Ciutat Vella","el Raval",41.3842225740304,2.16700922618398,"Entire home/apt",120,3,74,"2018-07-30",1.17,18,310,"el Raval","Ciutat Vella"
73481,"NOU RAMBLA CENTRAL STUDIO",383697,"Anna","Ciutat Vella","el Raval",41.3789527583327,2.17405999506407,"Entire home/apt",95,3,106,"2018-07-25",2.61,18,297,"el Raval","Ciutat Vella"
73643,"Salva B1 - VivoBarcelona Apts.",385249,"Joel","Sants-Montjuïc","el Poble Sec",41.3719634092421,2.16385514859934,"Entire home/apt",189,3,16,"2018-07-29",0.39,6,232,"el Poble Sec","Sants-Montjuïc"
73649,"PB1 - great terrace and little pool",385249,"Joel","Sants-Montjuïc","Hostafrancs",41.3749645884717,2.14606108159846,"Entire home/apt",170,3,12,"2018-08-02",0.27,6,281,"Hostafrancs","Sants-Montjuïc"
73683,"Sagrada Familia area for 12 people",135703,"Nick","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4050646961769,2.1708111675811,"Entire home/apt",300,2,127,"2018-07-15",1.45,12,320,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
73692,"Rustic apartment : Rambla Catalunya (HUTB-005863)",297545,"Anil","Eixample","la Dreta de l'Eixample",41.3910768231234,2.16520948080372,"Entire home/apt",105,2,31,"2018-07-23",0.42,5,321,"la Dreta de l'Eixample","Eixample"
73693,"Huge family apt with patio: Central (HUTB-005825)",297545,"Anil","Sants-Montjuïc","el Poble Sec",41.3716286617819,2.16590995723064,"Entire home/apt",65,2,29,"2018-05-27",0.56,5,288,"el Poble Sec","Sants-Montjuïc"
73700,"Centrally located budget apartment (HUTB-005832)",297545,"Anil","Sants-Montjuïc","el Poble Sec",41.3733545787133,2.16165150025623,"Entire home/apt",65,2,54,"2018-08-12",0.74,5,305,"el Poble Sec","Sants-Montjuïc"
74562,"Cute Suite near the MACBA",382031,"Lisette","Ciutat Vella","el Raval",41.3825501592634,2.16836459647379,"Private room",65,3,159,"2018-07-18",1.76,1,339,"el Raval","Ciutat Vella"
75003,"Holy Family Apartment H41",396363,"Oscar And Diego","Eixample","la Sagrada Família",41.4043852113906,2.17777254897485,"Entire home/apt",113,2,6,"2018-03-28",0.07,94,349,"la Sagrada Família","Eixample"
75411,"Sagrada Familia Clot Patio",400154,"Mireia","Sant Martí","el Clot",41.4082507810781,2.18729143081299,"Entire home/apt",120,3,20,"2018-07-21",0.25,5,114,"el Clot","Sant Martí"
81291,"Sunny attic with pool and terrace near the beach!",95585,"Daniela","Sant Martí","el Poblenou",41.40476516722,2.20263959725626,"Entire home/apt",139,2,80,"2018-07-27",1.09,1,320,"el Poblenou","Sant Martí"
83283,"★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi",700165,"Wonderful Barcelona","Eixample","Sant Antoni",41.3822728372316,2.16140985655994,"Private room",50,2,86,"2018-07-25",0.97,4,342,"Sant Antoni","Eixample"
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,"David","Ciutat Vella","el Raval",41.3781533827876,2.16894289793616,"Entire home/apt",300,6,13,"2018-06-10",0.18,6,320,"el Raval","Ciutat Vella"
89776,"Modernist flat Downtown Casa Estapé | Barcelona",488151,"Pols","Eixample","el Fort Pienc",41.3937650748091,2.17950357574823,"Entire home/apt",65,3,233,"2018-07-29",2.83,1,263,"el Fort Pienc","Eixample"
92425,"PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT",497450,"Francesc","Ciutat Vella","el Raval",41.3852019206027,2.16902169661842,"Entire home/apt",44,32,73,"2017-10-18",0.94,3,163,"el Raval","Ciutat Vella"
95560,"La Sagrada Familia (and metro) 4 blocks!",494228,"Julián","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4058465201912,2.16887978202408,"Private room",20,2,422,"2018-07-28",4.8,2,280,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
95719,"Lovely room to rent in El Gotico",509260,"Dalila","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3838972586277,2.18011476094835,"Private room",53,2,173,"2018-08-06",1.95,1,309,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
97529,"CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT",497450,"Francesc","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4090567058275,2.16538504717019,"Entire home/apt",34,90,62,"2016-11-05",0.76,3,132,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
104485,"Best Location guarantee!",543801,"Pinar","Eixample","l'Antiga Esquerra de l'Eixample",41.391188648609,2.15641459673148,"Private room",20,2,181,"2017-11-30",2.13,1,225,"l'Antiga Esquerra de l'Eixample","Eixample"
107437,"A beautiful  villa in Barcelona",556626,"Beatriz","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",41.4286433834772,2.0915858946845,"Entire home/apt",220,3,34,"2018-07-28",0.39,2,280,"Vallvidrera, el Tibidabo i les Planes","Sarrià-Sant Gervasi"
108215,"Big Room 4 rent in BCN Downtown 1/2",559889,"Zesare","Ciutat Vella","el Raval",41.3810191220048,2.16542013445586,"Private room",40,2,51,"2018-07-16",0.69,4,79,"el Raval","Ciutat Vella"
109462,"Industria Atico Terrace Apartment",396363,"Oscar And Diego","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4027042763209,2.16725286641144,"Entire home/apt",90,2,0,"",NA,94,280,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
110033,"Alió I  Apartment",396363,"Oscar And Diego","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4036824665959,2.1666413679937,"Entire home/apt",90,2,9,"2017-11-22",0.1,94,262,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
110041,"Alió II  Apartment",396363,"Oscar And Diego","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4025065690447,2.16507661674239,"Entire home/apt",90,2,1,"2012-07-16",0.01,94,268,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
110098,"Gignàs Gotic Area Old Town City",396363,"Oscar And Diego","Ciutat Vella","el Barri Gòtic",41.3804471276565,2.17928522117148,"Entire home/apt",90,2,7,"2018-06-07",0.08,94,266,"el Barri Gòtic","Ciutat Vella"
112538,"Design Flat in the very center 5.3",567180,"Suite Home","Eixample","la Sagrada Família",41.405491464975,2.17368257943629,"Entire home/apt",200,4,78,"2017-07-30",0.9,12,68,"la Sagrada Família","Eixample"
116102,"  MODERNIST ROOM & PRIVATE LIVING",586787,"Carmín","Eixample","la Dreta de l'Eixample",41.3941805883781,2.17474292524336,"Private room",45,1,136,"2018-07-25",1.55,2,323,"la Dreta de l'Eixample","Eixample"
117010,"Spacious Flat near Sagrada Familia",567180,"Suite Home","Eixample","la Sagrada Família",41.4074546965314,2.1740073609984,"Entire home/apt",220,2,34,"2016-06-07",0.4,12,288,"la Sagrada Família","Eixample"
118126,"Gràcia Essence, enjoy  Barcelona",454681,"Nuria","Gràcia","la Vila de Gràcia",41.3987297451541,2.15503961079712,"Entire home/apt",72,5,212,"2018-08-05",2.42,1,322,"la Vila de Gràcia","Gràcia"
118228,"Design Flat in the very center",567180,"Suite Home","Eixample","la Sagrada Família",41.4059280280032,2.17574725087069,"Entire home/apt",230,2,15,"2017-02-19",0.18,12,72,"la Sagrada Família","Eixample"
119546,"BCN HUGEROOM DTOWN PRIVATE BATHROOM.",603336,"Kiko","Ciutat Vella","el Raval",41.3796920612803,2.16531797576348,"Private room",69,3,247,"2018-08-10",2.81,1,321,"el Raval","Ciutat Vella"
121210,"BIG ROOM IN THE CITY CENTER,NEAR THE BEACH!",594334,"Carmen","Eixample","el Fort Pienc",41.3973825602142,2.18398243169576,"Private room",51,3,155,"2018-07-03",1.77,6,3,"el Fort Pienc","Eixample"
123746,"SINGLE ROOM IN BARCELONA CENTER",617921,"Carl","Ciutat Vella","el Raval",41.3829696524172,2.17067188846609,"Private room",28,2,80,"2018-07-03",0.93,2,32,"el Raval","Ciutat Vella"
126836,"Cozy bedroom next to Old Harbor",615805,"David","Ciutat Vella","el Barri Gòtic",41.382350982413,2.17927481060201,"Private room",40,3,79,"2018-08-06",0.91,2,90,"el Barri Gòtic","Ciutat Vella"
128463,"Private Suite in residential area!!",635253,"Sebastian","Sants-Montjuïc","Sants",41.3724243336865,2.13636643285728,"Private room",36,3,212,"2018-08-10",2.51,1,285,"Sants","Sants-Montjuïc"
130227,"Spacious Room with Pool and Terrace",641496,"Dolors","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",41.4064595156909,2.21282136304152,"Private room",40,2,80,"2018-07-22",1.53,1,73,"Diagonal Mar i el Front Marítim del Poblenou","Sant Martí"
135513,"APARTMENT AT RAMBLA POBLE NOU AND BEACH",664196,"Teresa","Sant Martí","el Poblenou",41.3984147745368,2.2061297826662,"Entire home/apt",80,2,92,"2018-07-22",1.1,1,314,"el Poblenou","Sant Martí"
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,"Maria","Les Corts","Pedralbes",41.3884596733502,2.12350802096299,"Private room",35,3,104,"2018-06-30",1.24,8,353,"Pedralbes","Les Corts"
138055,"Design Flat in the Very Center",567180,"Suite Home","Eixample","la Sagrada Família",41.4076428792911,2.17572915187419,"Entire home/apt",250,3,81,"2017-07-08",0.95,12,252,"la Sagrada Família","Eixample"
143354,"Habitación con baño privado",695612,"Juan","Gràcia","la Vila de Gràcia",41.4006962759206,2.16111315934109,"Private room",45,2,0,"",NA,1,89,"la Vila de Gràcia","Gràcia"
144471,"★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI",700165,"Wonderful Barcelona","Eixample","Sant Antoni",41.382255182832,2.158982192258,"Private room",50,2,33,"2018-03-04",0.38,4,346,"Sant Antoni","Eixample"
144801,"Penthouse near Picasso Museum ",701493,"Isabel","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3848706706284,2.17997153767735,"Entire home/apt",80,30,45,"2018-07-31",0.54,1,331,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
147275,"1 Room INDIVIDUAL in Barcelona",711907,"Antuan","Horta-Guinardó","el Guinardó",41.4231821239914,2.17500768436465,"Private room",15,5,62,"2018-07-31",1.56,1,307,"el Guinardó","Horta-Guinardó"
148104,"NICE ROOM NEAR BEACH & CITY CENTER",594334,"Carmen","Eixample","el Fort Pienc",41.3969789555538,2.1838011226541,"Private room",60,1,216,"2018-07-29",2.49,6,361,"el Fort Pienc","Eixample"
154281,"Nice bedroom in a Loft, El Raval",742068,"R&M","Ciutat Vella","el Raval",41.3779935602151,2.17280711917495,"Private room",50,3,236,"2018-07-29",2.82,2,309,"el Raval","Ciutat Vella"
154437,"Charming room  Diagonal wifi 100 Mb",474355,"Annais","Eixample","l'Antiga Esquerra de l'Eixample",41.3910600977959,2.15089799623613,"Private room",39,7,62,"2018-06-22",0.73,1,134,"l'Antiga Esquerra de l'Eixample","Eixample"
158238,"CENTRAL Wi Fi  w/TERRASSE 8 people",759411,"Raquel","Les Corts","les Corts",41.3841616889749,2.13635506306023,"Entire home/apt",120,2,101,"2018-07-23",1.17,3,249,"les Corts","Les Corts"
162091,"Cosy Apartment in Sagrada Familia",567180,"Suite Home","Eixample","la Sagrada Família",41.4053213936559,2.17427032234022,"Entire home/apt",149,2,35,"2017-06-03",0.45,12,288,"la Sagrada Família","Eixample"
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,"Horacio","Eixample","la Dreta de l'Eixample",41.391055052914,2.17662223408858,"Entire home/apt",160,3,106,"2018-07-26",1.41,1,310,"la Dreta de l'Eixample","Eixample"
164456,"Bedroom+pvt bathroom+pvt living",784341,"Paola","Ciutat Vella","el Barri Gòtic",41.3834050425845,2.17256758062828,"Private room",60,8,86,"2016-11-17",1.04,2,176,"el Barri Gòtic","Ciutat Vella"
164897,"Your home in Barcelona | Comfortable Loft Gracia",786393,"Jaime","Gràcia","la Vila de Gràcia",41.4009868334065,2.16293870889751,"Entire home/apt",182,90,1,"2011-07-22",0.01,1,317,"la Vila de Gràcia","Gràcia"
171646,"Sagrada Familia Clot Atico",400154,"Mireia","Sant Martí","el Clot",41.4069577296727,2.18711186007468,"Entire home/apt",105,3,24,"2018-08-04",0.38,5,110,"el Clot","Sant Martí"
171816,"Sagrada Familia Clot Vista",400154,"Mireia","Sant Martí","el Camp de l'Arpa del Clot",41.4082785672012,2.18622146800745,"Entire home/apt",115,3,1,"2013-04-27",0.02,5,102,"el Camp de l'Arpa del Clot","Sant Martí"
173718,"PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM",497450,"Francesc","Ciutat Vella","el Raval",41.3842991467517,2.16799430976503,"Private room",22,32,17,"2018-01-22",0.31,3,169,"el Raval","Ciutat Vella"
174382,"Design Flat in The Very Center",567180,"Suite Home","Eixample","la Sagrada Família",41.4061611679108,2.17423122413255,"Entire home/apt",149,2,6,"2016-10-24",0.17,12,288,"la Sagrada Família","Eixample"
179488,"Room for rent in BCN/ non smoker",859557,"Montse","Sant Andreu","Sant Andreu",41.4335085362207,2.19424488382319,"Private room",22,1,5,"2017-10-31",0.18,5,102,"Sant Andreu","Sant Andreu"
179550,"Room for rent in BCN/ non smoker",859557,"Montse","Sant Andreu","Sant Andreu",41.4348400807928,2.19234287629754,"Private room",20,10,6,"2016-12-01",0.07,5,130,"Sant Andreu","Sant Andreu"
179619,"Affordable Barcelona for you!",860071,"Joan","Sants-Montjuïc","Sants",41.3715074735505,2.13606736290731,"Private room",27,3,48,"2018-08-07",0.57,3,268,"Sants","Sants-Montjuïc"
180293,"Ally`s Guest House Barcelona",863772,"Graciela","Eixample","la Dreta de l'Eixample",41.3984718357732,2.16452135651985,"Private room",50,2,1,"2012-05-05",0.01,1,299,"la Dreta de l'Eixample","Eixample"
181824,"Double bedroom with terrace + pool",852032,"Brais","Sant Martí","Provençals del Poblenou",41.4084632961152,2.2042019020925,"Private room",54,2,203,"2018-07-26",2.38,1,290,"Provençals del Poblenou","Sant Martí"
183858,"Central, Bright & Beautiful room",180478,"Carlos","Ciutat Vella","el Raval",41.3805890274608,2.16882738711286,"Private room",55,3,118,"2018-06-18",1.39,1,89,"el Raval","Ciutat Vella"
184373,"THE PASSION  ROOM ...",829660,"Maria Olga","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3828148522612,2.18148341306486,"Private room",70,1,58,"2018-07-01",0.8,2,345,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
184516,"lovely huge 30mq room with pvt bathroom",784341,"Paola","Ciutat Vella","el Barri Gòtic",41.3819850659304,2.17357161655212,"Private room",48,10,32,"2018-07-25",0.38,2,146,"el Barri Gòtic","Ciutat Vella"
186221,"La Sagrada Familia: tiny and simple room.",494228,"Julián","Gràcia","el Camp d'en Grassot i Gràcia Nova",41.4067127004113,2.16716693407843,"Private room",20,2,549,"2018-08-11",6.46,2,243,"el Camp d'en Grassot i Gràcia Nova","Gràcia"
186540,"Fully equipped loft near Sagrada Familia",896554,"Josep Lluís","Sant Martí","el Clot",41.4107626829559,2.19078015984069,"Entire home/apt",44,31,8,"2018-01-28",0.32,1,123,"el Clot","Sant Martí"
186542,"Lovely and sunny double room in BCN",896372,"Marina","Eixample","la Dreta de l'Eixample",41.3932609430714,2.17385628251303,"Private room",33,2,49,"2013-06-20",0.57,1,0,"la Dreta de l'Eixample","Eixample"
186598," Double room and cozy",896690,"Mona","Ciutat Vella","el Raval",41.3817979346984,2.16527175464866,"Private room",47,2,301,"2018-07-30",3.59,1,270,"el Raval","Ciutat Vella"
188267,"August 11 to 18 rent 6 nights get 1 free, ASK!",366654,"Arian Watermelon Barcelona!","Eixample","la Dreta de l'Eixample",41.3936751292841,2.17614179721194,"Entire home/apt",316,2,70,"2018-07-30",0.84,9,335,"la Dreta de l'Eixample","Eixample"
190348,"Apartment with large terrace",919480,"Elisa","Les Corts","Pedralbes",41.3900875123127,2.1258750921724,"Private room",46,7,1,"2016-06-09",0.04,1,0,"Pedralbes","Les Corts"
191303,"THE WHITE SUITE...",829660,"Maria Olga","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3847183489777,2.18149101157348,"Private room",85,1,57,"2018-08-02",0.77,2,165,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
193923,"Single room in the real Barcelona",939590,"Mónica","Horta-Guinardó","Horta",41.4384586327322,2.15559649085395,"Private room",20,3,103,"2018-07-27",1.22,1,292,"Horta","Horta-Guinardó"
194460,"Double Private room with breakfast near the beach",944355,"Luis Alberto","Sant Martí","el Besòs i el Maresme",41.4143149941409,2.21686335273105,"Private room",20,2,237,"2018-08-10",2.89,1,238,"el Besòs i el Maresme","Sant Martí"
195092,"Bonitas vistas de Barcelona",913807,"Ariadna","Gràcia","la Salut",41.4102578912828,2.15622825439297,"Private room",130,2,0,"",NA,1,365,"la Salut","Gràcia"
196021,"Old-time-charm apartment with patio!",953719,"Maria","Eixample","l'Antiga Esquerra de l'Eixample",41.3879634050174,2.15945574490964,"Entire home/apt",310,5,195,"2018-07-31",2.33,2,253,"l'Antiga Esquerra de l'Eixample","Eixample"
196196,"Large Flat next to Sagrada Familia",567180,"Suite Home","Eixample","la Sagrada Família",41.4062543403321,2.17511788253774,"Entire home/apt",220,2,75,"2018-07-22",0.89,12,284,"la Sagrada Família","Eixample"
197581,"MODERN CENTRAL LOFT - W/TERRACE!",894462,"Sam","Ciutat Vella","el Barri Gòtic",41.3793396419917,2.17831182411514,"Entire home/apt",135,30,51,"2017-12-31",0.61,1,365,"el Barri Gòtic","Ciutat Vella"
198958,"STUNNING sea view + pool Barcelona!",971768,"Akira","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",41.4073542327104,2.21293686044987,"Entire home/apt",190,1,51,"2018-05-13",0.66,12,39,"Diagonal Mar i el Front Marítim del Poblenou","Sant Martí"
199422,"Modern apt near beach & city center",971768,"Akira","Eixample","el Fort Pienc",41.3969008005653,2.18230091699283,"Entire home/apt",75,1,35,"2018-07-23",0.42,12,62,"el Fort Pienc","Eixample"
200400,"Great double room",979782,"Laura","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",41.3847722295219,2.18357599314411,"Private room",30,2,1,"2016-09-25",0.04,2,327,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella"
201958,"Lux Apartment",177617,"Joaquin","Ciutat Vella","el Barri Gòtic",41.388019727138,2.1730056353958,"Entire home/apt",100,28,19,"2018-08-12",0.23,5,133,"el Barri Gòtic","Ciutat Vella"
