,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1972,2024053,Cute double room with balcony in Sagrada Familia,835804,Arnaud Y Marcos,Eixample,la Sagrada Família,41.4022293104,2.17596226398,Private room,45,3,6,2017-11-08,1.25,1,85
1977,2030455,Room to rent close of Sagrada Familia.,10414657,Renato,Eixample,la Sagrada Família,41.4026997866,2.1780613482,Private room,30,1,0,,,1,89
1989,2048782,"Cheap, next to the Picasso Museum.",10469973,A.Roberto,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3843039536,2.17921878365,Entire home/apt,35,4,118,2018-01-12,2.4,2,175
2027,2088441,NEW! WIFI&TERRACE APT.G,4269183,Alba,Les Corts,la Maternitat i Sant Ramon,41.3751791917,2.11862961491,Entire home/apt,40,2,154,2017-11-07,3.25,9,226
2080,2166993,Apartamento con vistas al Forum BCN,11057614,Ricky,Sant Martí,el Besòs i el Maresme,41.4159905009,2.22253747984,Entire home/apt,130,3,72,2017-09-19,1.59,1,317
2085,2173523,Double room in Penthouse with WIFI,9280686,Samantha,Sant Martí,el Camp de l'Arpa del Clot,41.4121139771,2.18049498776,Private room,35,2,15,2015-07-05,0.31,1,365
2130,2227744,Nice flat and swmgpool Bonanova sq,11368288,Cristina,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.4081457629,2.13661890675,Entire home/apt,200,6,20,2017-08-20,0.47,1,79
2143,2251095,Cozy and equipped 4 BR Apartment,10287576,Barcelona Nextdoor,Gràcia,la Vila de Gràcia,41.4082112554,2.15688772594,Entire home/apt,160,3,9,2017-11-06,0.58,42,141
2168,2293772,"Double room downtown ""plaza Cataluña""",6510513,Katherin,Ciutat Vella,el Barri Gòtic,41.3834804224,2.17287861618,Private room,19,2,122,2017-12-31,2.72,1,168
2191,2308897,Cozy single and/or double room!!!,11790511,Jordi,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4062289861,2.16929233042,Private room,27,3,27,2018-01-02,0.56,1,88
2200,2322536,Great Apartment -  5 min to Ramblas,11862722,Tamás,Ciutat Vella,el Raval,41.3816787796,2.16949299655,Entire home/apt,35,1,167,2017-12-27,5.28,1,270
2243,2376072,Apartamento en Bcn-Sagrada Familia 1,4126257,Vincenzo,Eixample,la Sagrada Família,41.4058893047,2.17398617985,Entire home/apt,60,3,38,2018-01-02,0.84,6,91
2265,2406367,One step from Sagrada Familia,2041901,Dani,Eixample,la Sagrada Família,41.4055901123,2.17166686887,Entire home/apt,85,3,49,2017-11-17,1.08,19,340
2314,2469958,Milliways Modern 1BR 205,1435464,Jaume,Sants-Montjuïc,la Marina de Port,41.3600953635,2.12844503104,Entire home/apt,85,4,1,2014-06-08,0.02,20,357
2435,2672942,Nice cozy (URL HIDDEN),13685171,Gala,Sants-Montjuïc,la Marina de Port,41.3628792883,2.13447358776,Private room,15,1,97,2018-01-01,2.19,1,209
2488,2747269,ENTIRE APARTMENT! WIFI & TERRACE! F,4269183,Alba,Les Corts,la Maternitat i Sant Ramon,41.3758897808,2.12108612316,Entire home/apt,36,2,151,2018-01-06,3.4,9,261
2504,2769252,Design Loft Huge Terrace CityCentre,14161797,Nico,Ciutat Vella,el Raval,41.3802558594,2.1714049385,Entire home/apt,160,4,27,2017-10-02,0.6,1,301
2533,2799689,LOVELY BALCONY DOUBLE ROOM,13968035,Monique & Igor,Eixample,Sant Antoni,41.3764525854,2.15787228365,Private room,25,1,209,2017-12-21,4.72,4,30
2557,2849918,HABITACION EN COLLBLANC,14574690,Silvia,Les Corts,la Maternitat i Sant Ramon,41.3760703516,2.11831936956,Private room,21,1,75,2018-01-13,1.76,1,225
2591,2929134,Beautiful flat in Poble Sec,7297363,La Meva Llar,Sants-Montjuïc,el Poble Sec,41.3718266452,2.16622564862,Entire home/apt,75,2,105,2017-12-30,2.34,15,295
2647,3004358,stylish flat in heart of medieval quarter,5020114,Marc,Ciutat Vella,el Barri Gòtic,41.3818619633,2.17480636143,Entire home/apt,120,20,26,2017-08-17,0.67,4,365
2661,3019711,Studio 12 square meters(penthouse),15386114,Jordi,Sants-Montjuïc,Sants,41.3735608468,2.13564192546,Entire home/apt,54,32,32,2017-06-09,0.72,1,350
2688,3066965,Big Apartment in the heart of BCN,12010605,Patricio,Ciutat Vella,el Barri Gòtic,41.3803649747,2.17648553255,Entire home/apt,140,3,116,2017-10-08,2.74,1,64
2690,3068529,Charm in the City Center .,9466729,Cristina,Ciutat Vella,el Barri Gòtic,41.3845658801,2.17170360217,Entire home/apt,85,2,17,2015-04-13,0.4,3,99
2733,3111974,Sailboat Apartment Barcelona B36,8848709,Adela Y Pedro,Sant Martí,la Vila Olímpica del Poblenou,41.3859637427,2.199471721,Entire home/apt,175,1,7,2017-03-02,0.17,10,365
2740,3120483,Light apartment near the center BCN,15852448,Ольга,Sants-Montjuïc,Sants - Badal,41.3691458867,2.12573166488,Entire home/apt,80,3,2,2016-08-06,0.1,6,314
2768,3165271,Port Forum lovely wooden boat 2 bikes included!!!,1332589,Jere,Sant Martí,el Besòs i el Maresme,41.4118697557,2.2304277323,Entire home/apt,55,2,130,2017-12-24,2.94,4,119
2783,3184195,Lovely 2 Bdrm near Camp Nou & Metro,15422937,Marta,Les Corts,la Maternitat i Sant Ramon,41.3747005141,2.11420255695,Entire home/apt,120,2,77,2017-11-05,1.78,1,326
2787,3185303,PRECIOSO Y CÉNTRICO APARTAMENTO,6529537,Lorena,Eixample,la Dreta de l'Eixample,41.3940541914,2.1697899581,Entire home/apt,125,3,18,2018-01-03,0.43,1,0
2801,3205789,Beautiful sailboat in Barcelona,16243308,José,Sant Martí,el Besòs i el Maresme,41.4138839655,2.22576569816,Entire home/apt,60,2,142,2018-01-02,3.25,1,351
2867,3278267,"Boat with AC in Port Forum 2 bikes, WiFi included",1332589,Jere,Sant Martí,el Besòs i el Maresme,41.4136793314,2.23024932767,Entire home/apt,65,2,86,2017-12-10,2.05,4,110
2889,3309023,Cozy room close to CAMP NOU,15822940,Viktoria,Sants-Montjuïc,Sants - Badal,41.37311904,2.12345948652,Private room,28,3,19,2016-09-21,0.45,2,0
2895,3315148,Lovely Dipùtacion,1391607,Greg,Eixample,la Nova Esquerra de l'Eixample,41.3796929755,2.15192179283,Entire home/apt,170,3,7,2017-09-04,0.38,71,16
2899,3324548,CCIB Modern Barcelona Appartment,3119775,Tarek,Sant Martí,el Besòs i el Maresme,41.4151046034,2.22088368516,Entire home/apt,120,3,43,2018-01-05,1.23,1,324
2900,3325204,sunny room in city center!,173582,Gloria,Eixample,la Nova Esquerra de l'Eixample,41.3810825613,2.15117444652,Private room,40,1,11,2015-06-28,0.31,1,363
2934,3359557,Duplex Sagrada Familia for 8 people,1275637,Oxis Immo,Eixample,la Sagrada Família,41.4031688883,2.17781593197,Entire home/apt,85,3,49,2017-09-22,1.22,31,345
2953,3376510,Luxurious apt with relaxing garden @Pl. Espanya,299462,Enrique,Sants-Montjuïc,Hostafrancs,41.3739051521,2.1465898542,Entire home/apt,200,3,0,,,74,80
2964,3390832,9.bella casa cerca SANT,5980258,Ce,Sants-Montjuïc,Sants,41.3716396704,2.1369266154,Entire home/apt,137,5,20,2016-08-22,0.48,1,173
2972,3403661,one Room with private bathroom,17165008,Jie,Sant Martí,el Besòs i el Maresme,41.4167862009,2.22330514192,Private room,46,1,68,2018-01-14,1.63,1,82
2976,3407237,Habitación Individual Baño y Ducha,7171594,Yacine,Les Corts,les Corts,41.3912910992,2.1403928568,Private room,30,3,19,2017-07-28,0.95,1,365
3003,3450649,Clot apartment with courtiard HUTBOOOO84-87,17391341,Elsa,Sant Martí,el Camp de l'Arpa del Clot,41.4095893431,2.18484026701,Entire home/apt,90,2,55,2016-12-16,1.29,3,257
3011,3458897,FUNKY APARTMENT IN THE HEART OF BCN,8965423,Nacho,Ciutat Vella,el Raval,41.3807033366,2.16987210349,Entire home/apt,150,3,11,2016-10-31,0.26,2,89
3018,3474270,Luxurious 1 bedroom apartment for 4 @Pl.Espanya,299462,Enrique,Sants-Montjuïc,la Font de la Guatlla,41.3727205742,2.14800134858,Entire home/apt,170,3,0,,,74,71
3019,3475121,Luxurious duplex for 4 w/terrace @Pl.Espanya,299462,Enrique,Sants-Montjuïc,Hostafrancs,41.3741625312,2.14731691906,Entire home/apt,170,3,0,,,74,77
3040,3493147,Barceloneta cosy apartment to share,21020280,Be Local,Ciutat Vella,la Barceloneta,41.3804567182,2.18728331419,Private room,28,2,2,2015-01-26,0.05,4,103
3075,3539565,Habitación privada-Double Room,17818678,Marta,Sants-Montjuïc,Sants - Badal,41.3717183686,2.12711474558,Private room,35,2,18,2017-08-19,0.42,1,0
3102,3587040,Barcelona Beach - 100% Sunny - Exclusive guest use,9798492,Juan,Sant Martí,la Vila Olímpica del Poblenou,41.3930838873,2.19905438575,Private room,50,3,2,2016-11-02,0.13,2,71
3108,3598437,Perfect boat to relax at the Port 2 bikes included,1332589,Jere,Sant Martí,el Besòs i el Maresme,41.4119004835,2.22824628498,Entire home/apt,55,2,120,2017-10-24,2.86,4,73
3122,3623914,Barcelona Beach Pad - Bedroom 2,15827461,D,Ciutat Vella,la Barceloneta,41.3792123142,2.18959212218,Private room,69,7,47,2017-07-14,1.12,1,0
3188,3743798,BLUE DOUBLE ROOM,13968035,Monique & Igor,Eixample,Sant Antoni,41.376198856,2.15583534061,Private room,23,1,233,2017-12-30,5.57,4,28
3199,3757024,Aпартаменты в центре Барселоны.,16601458,BarcaVipTur,Ciutat Vella,el Barri Gòtic,41.3794780583,2.1752916093,Entire home/apt,250,1,3,2015-08-10,0.07,3,365
3216,3768184,Cozy flat with King size bed in gothic,7561555,Carlos,Ciutat Vella,el Barri Gòtic,41.3808005474,2.17979714055,Entire home/apt,91,3,82,2018-01-02,1.96,2,217
3236,3782048,"QUIET,CENTRALISED,BRIGHT APARTMENT",5749755,Maria,Ciutat Vella,el Raval,41.3760386025,2.1689550565,Entire home/apt,47,1,81,2018-01-01,1.97,2,225
