,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4,19267317,**Apartment in Ciudad Bella - Heart of Barcelona**,40214395,Anri,Ciutat Vella,el Raval,41.3772075755,2.16890538055,Entire home/apt,98,3,2,2017-06-30,2.0,2,76
12,19528521,Room for two or three people.,119393888,Daniel,Ciutat Vella,el Raval,41.3822858461,2.16887902987,Private room,59,3,0,,,2,356
14,19332510,Double and sunny room in the center of Barcelona,52564550,Marianela,Ciutat Vella,el Raval,41.3796723968,2.16365962061,Private room,55,2,0,,,2,114
16,19395629,International artist & chef's home in Barcelona,135973722,Massimo,Ciutat Vella,el Raval,41.376712315,2.17353831267,Entire home/apt,200,3,0,,,1,51
21,19395509,"DÚPLEX-LOFT, GRAN CONFORT. RAVAL",118205148,Davor,Ciutat Vella,el Raval,41.3825205073,2.16981963451,Entire home/apt,170,2,0,,,1,37
27,15660511,SÚPER  STAR,12355332,Sunny,Ciutat Vella,el Raval,41.3820178359,2.16517397592,Private room,25,1,34,2017-06-22,4.72,2,259
34,18543758,Balcón privado. La rambla,62440567,Barcelona,Ciutat Vella,el Raval,41.3804019112,2.17296819576,Private room,71,1,5,2017-06-19,2.46,4,335
39,10547500,Skateboard House - Side of Macba,51083725,Caio,Ciutat Vella,el Raval,41.3831098758,2.16590188206,Private room,25,20,15,2017-06-30,0.88,2,300
42,19463420,Habitación cama Grande mas balcón a la calle.,51204563,Marcelo,Ciutat Vella,el Raval,41.3838985238,2.16639938853,Private room,50,2,0,,,4,74
66,19343121,"Huge, light, airy double room with private balcony",24732955,D&J,Ciutat Vella,el Raval,41.3827258665,2.16902117939,Private room,75,2,2,2017-07-03,2.0,1,47
69,17948936,VERY CENTRAL LOCATION!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3789039184,2.16722901866,Private room,60,1,4,2017-06-22,1.6,4,283
78,19456018,NEW SUNNY APARTMENT NEXT RAMBLAS,130604874,Leandro,Ciutat Vella,el Raval,41.3804037221,2.16465008879,Entire home/apt,99,1,0,,,1,290
84,18185048,Beautiful apartment in the heart of Barcelona,64493615,Pau,Ciutat Vella,el Raval,41.3819409544,2.17167753947,Entire home/apt,178,1,3,2017-05-09,1.1,1,0
88,18015002,Centric & charming room in El Raval,19402081,Sara,Ciutat Vella,el Raval,41.3751093376,2.17293255173,Private room,45,2,3,2017-05-10,1.23,1,120
90,17949312,VERY CENTRAL LOCATION!!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3791452758,2.16925989808,Private room,50,1,7,2017-06-09,2.14,4,299
91,16047936,Cultural City Center,494213,Valerie,Ciutat Vella,el Raval,41.3797586264,2.16565815331,Entire home/apt,42,4,0,,,1,99
93,17947986,Great NEW apartment in the Barcelona CITY CENTER,94060973,Marco,Ciutat Vella,el Raval,41.3800447578,2.17146906398,Entire home/apt,175,5,1,2017-04-23,0.4,2,22
94,19167687,Single bedroom in the center,132679561,Lorenzo & Rebecca,Ciutat Vella,el Raval,41.383639004,2.16973158158,Private room,35,3,2,2017-06-26,2.0,3,284
115,18667490,Cosy  room in the center of Bcn!!,33274839,Anny,Ciutat Vella,el Raval,41.3799408321,2.16946431814,Private room,39,1,4,2017-07-01,4.0,2,256
123,711658,"Big,nice apartment in centre A/C!!",3534058,Bogi And Marçal,Ciutat Vella,el Raval,41.3810770492,2.16444572778,Entire home/apt,105,1,7,2017-04-06,0.19,1,196
128,19191417,Apartamento Céntrico y Encantador 2A,132589594,Turma,Ciutat Vella,el Raval,41.3836958346,2.16481774458,Entire home/apt,90,2,3,2017-06-25,3.0,4,315
143,19582314,El rincón encantado de Barcelona,137637076,Roberto,Ciutat Vella,el Raval,41.3826972674,2.16481788784,Entire home/apt,95,7,0,,,1,42
156,14603157,EXCELLENT  ROOM FOR 4 PERSON,38141742,Maykol,Ciutat Vella,el Raval,41.3814471983,2.16733589663,Private room,40,2,44,2017-06-08,4.15,5,230
165,19449202,** SPATIOUS FLAT OLD TOWN 5PAX WIFI **,136376619,Adrian,Ciutat Vella,el Raval,41.3816514141,2.16694653882,Entire home/apt,100,3,0,,,1,85
197,19708072,Double Bedroom with balcony in the heart Barcelona,138868380,Naira,Ciutat Vella,el Raval,41.3780918895,2.17081098077,Private room,60,3,0,,,1,114
198,18724991,Modern appartament - Center Bcn,130222646,Elena,Ciutat Vella,el Raval,41.3812127183,2.16692826958,Entire home/apt,135,1,2,2017-06-05,1.58,1,355
199,19380354,Private single room one or two pax Next to Rambla,40305055,Alfonso,Ciutat Vella,el Raval,41.383307582,2.16998425382,Private room,40,1,1,2017-06-27,1.0,4,359
202,19314197,Amplia y cómoda habitacion en el centro U4,10531070,Julia,Ciutat Vella,el Raval,41.384201602,2.16468412137,Private room,40,1,1,2017-06-23,1.0,30,356
203,19378292,"QUIET,FRESH&ENERGETIC ROOM IN HEART OF BCN",135559089,Veronica,Ciutat Vella,el Raval,41.3810040555,2.1689808345,Private room,55,2,1,2017-07-04,1.0,1,348
