,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1,13512850,Central private joyful double bedroom,13410654,Samuel,Ciutat Vella,el Raval,41.380130753,2.16436367762,Private room,21,2,27,2016-11-15,4.03,2,332
11,16296906,Barcelona city center,21726991,Maria,Ciutat Vella,el Raval,41.3792645395,2.16616643198,Entire home/apt,60,1,0,,,3,48
27,16632115,habitacion  en el raval centro bnc,58727943,Land,Ciutat Vella,el Raval,41.3785669756,2.16545870203,Private room,26,1,0,,,3,166
39,534698,Habitación en piso con patio ,655948,Julen,Ciutat Vella,el Raval,41.3791947193,2.16628839056,Private room,35,2,50,2015-09-08,0.92,1,363
70,1222648,Puerto-Colón.TERRACE-SUNNY FLAT ,6668752,Alberto,Ciutat Vella,el Raval,41.3775634668,2.16692440687,Entire home/apt,85,2,88,2016-10-01,2.04,3,3
73,14540466,Cozy room in the old town of Barcelona,62645154,Marcio,Ciutat Vella,el Raval,41.3765821248,2.17371516628,Private room,43,2,9,2017-01-03,1.94,1,34
76,16329976,Encants rambla terrace  centre,1306993,Patricia,Ciutat Vella,el Raval,41.3757496888,2.17741164217,Entire home/apt,75,2,0,,,17,365
84,10630068,Cute apartment in trendy Gotico,1452576,Camila,Ciutat Vella,el Raval,41.380982009,2.16517636128,Entire home/apt,70,5,35,2016-12-25,3.03,1,204
91,12017287,SUNNY AND COZY ENTIRE FLAT IN RAVAL,36559064,Pablo Y Mar,Ciutat Vella,el Raval,41.3784359374,2.16571857379,Entire home/apt,150,2,9,2016-07-09,1.0,2,364
119,1491139,Top Floor Studio - Awesome Terrace!,7900549,Max,Ciutat Vella,el Raval,41.3792222641,2.16830782346,Entire home/apt,95,5,108,2016-11-13,2.61,1,363
148,984924,"ATTIC, LAS RAMBLAS, A/C, LIFT, TERRACE",5404703,Eduardo,Ciutat Vella,el Raval,41.3776330499,2.17141993868,Entire home/apt,125,2,20,2016-07-23,0.46,3,338
158,669930,PRIVATE ROOM =CITY CENTER +FREE WIFI (GAYFRIENDLY),2520707,Faustho & Ed,Ciutat Vella,el Raval,41.3820365552,2.16440743829,Private room,22,3,140,2016-12-29,2.65,4,365
161,16512048,Habitación en Piso compartido,108532013,Wladimir,Ciutat Vella,el Raval,41.3828643945,2.16672329771,Private room,25,1,0,,,1,365
179,7104636,Single room in the center (max. 2),25993628,Minia,Ciutat Vella,el Raval,41.3826812302,2.16565326388,Private room,30,1,0,,,2,0
186,6484533,City Center - Private Room,31480670,Alijandro,Ciutat Vella,el Raval,41.3793805349,2.16986608136,Private room,20,3,17,2016-11-22,1.38,1,355
200,16347574,Beautiful double bedroom for rent,106892242,Javier,Ciutat Vella,el Raval,41.3763408435,2.17262391279,Private room,40,1,0,,,1,360
202,16478595,Habitacion Single Exterior,1782585,Bruno,Ciutat Vella,el Raval,41.3838401674,2.16808200194,Private room,25,1,0,,,11,359
210,16543969,Acogedor apartamento en las ramblas,34757939,Gilda,Ciutat Vella,el Raval,41.3779374756,2.17028449452,Private room,25,1,0,,,1,90
262,16444946,Beautiful Art Music Double Room in Raval,20349554,Denis,Ciutat Vella,el Raval,41.3764428267,2.17093958317,Private room,30,1,1,2017-01-01,1.0,2,59
267,10807462,Habitación con calefacción,7308577,Silvana & Juana,Ciutat Vella,el Raval,41.376697456,2.16899789391,Private room,30,1,3,2016-06-19,0.28,3,126
275,16252839,Modern & cozy apartment in the heart of Barcelona,54357037,Anton,Ciutat Vella,el Raval,41.3798099991,2.16447587781,Entire home/apt,75,3,0,,,1,15
282,14172087,Big Room with Ensuite Shower and Private Bathroom,3485839,David,Ciutat Vella,el Raval,41.3812704036,2.16952216317,Private room,50,4,10,2016-10-23,1.91,3,0
287,13129042,Fantástica habitación con baño privado en centro,10531070,Julia,Ciutat Vella,el Raval,41.3838220974,2.16427137474,Private room,40,1,29,2017-01-03,3.9,18,365
307,16513070,Sunny/Nice/Cozy Room,9244809,Emilia,Ciutat Vella,el Raval,41.3794391813,2.16780805241,Private room,30,7,0,,,1,27
314,16153910,Flat in center  Barcelona,105429152,Maria,Ciutat Vella,el Raval,41.3789039488,2.16840415379,Entire home/apt,100,1,0,,,1,31
330,16447186,NIce Flat in the Rambla La boquieria Metro Liceo,107875067,Remus,Ciutat Vella,el Raval,41.3810736209,2.17279281873,Entire home/apt,44,1,0,,,1,356
335,16448315,Private Suite Ramblas,107885671,Donald,Ciutat Vella,el Raval,41.3755416735,2.17197142988,Private room,60,3,0,,,1,252
338,16612072,NEW APARTMENT IN CENTER NEXT RAMBLAS,14874730,Ignacio,Ciutat Vella,el Raval,41.3791453126,2.16598906125,Entire home/apt,99,1,0,,,2,355
347,16376017,Encanta Rambla Port.,105866018,Carmen,Ciutat Vella,el Raval,41.3764816945,2.17575886204,Entire home/apt,75,2,0,,,2,360
349,13656226,Acogedora habitación doble / Cozy double room,79332984,Tivi,Ciutat Vella,el Raval,41.3754515202,2.1735497706,Private room,40,1,16,2016-09-08,2.57,1,196
368,2154086,40FT BEDROOM IN LOFT AT BCN CENTER,4457781,Sebas,Ciutat Vella,el Raval,41.3765977244,2.17248944231,Private room,31,1,0,,,2,187
402,15191895,Modern apartment in centre of BCN ★,39500931,Lisa,Ciutat Vella,el Raval,41.3823621037,2.16431193986,Entire home/apt,94,3,2,2016-10-18,0.7,1,312
448,1631864,HUGE 314ft BEDROOM IN BARCELONA CENTER! +WIFI,4457781,Sebas,Ciutat Vella,el Raval,41.3761318799,2.17125563851,Private room,60,2,34,2016-10-31,1.2,2,201
459,16575037,VERY CENTRIC FOR 4,14074651,Carlos,Ciutat Vella,el Raval,41.3753071048,2.17319182218,Private room,37,2,0,,,2,88
474,16530341,Apartamento a 5 min de las ramblas!,5790758,Pere,Ciutat Vella,el Raval,41.3749279949,2.17436760233,Entire home/apt,100,1,0,,,1,364
477,16606629,SUNNY APARTMENT,108329176,César,Ciutat Vella,el Raval,41.3757698763,2.17222232195,Entire home/apt,75,1,0,,,1,7
486,16312867,Cozy apartment. Mediterranean style.,2042948,Xabi & Lucia,Ciutat Vella,el Raval,41.3796463814,2.17149029873,Entire home/apt,65,3,0,,,2,147
517,1139810,Acogedora habitación doble en el centro de BCN!,6251533,Aliona,Ciutat Vella,el Raval,41.379102988,2.16850841117,Private room,30,3,13,2016-10-07,0.31,1,363
521,13132117,Private room with private entrance at Barcelona's,73142016,Natalia,Ciutat Vella,el Raval,41.3771514933,2.17095867955,Private room,70,3,3,2016-06-28,0.41,1,364
528,13059661,Habitacion doble en Raval Centro,1782585,Bruno,Ciutat Vella,el Raval,41.3810201403,2.17098053053,Private room,25,1,15,2016-11-04,1.97,11,365
530,6374862,Double room - Heart of downtown,13502036,Alberto,Ciutat Vella,el Raval,41.3821398785,2.17122231438,Private room,50,4,1,2016-06-26,0.15,2,0
563,6470004,"Apartment, center of Barcelona",23217051,Jamal,Ciutat Vella,el Raval,41.3793534203,2.1705228491,Entire home/apt,65,1,8,2016-10-02,1.01,1,0
573,742284,Céntrico 2 hab / ac ,10704,Itziar,Ciutat Vella,el Raval,41.385073531,2.16729342667,Entire home/apt,145,3,1,2015-06-24,0.05,60,351
583,16474900,Central Sunny Double Room with Balcony!,101431067,Jen,Ciutat Vella,el Raval,41.375465249,2.17083926026,Private room,35,2,2,2017-01-04,2.0,1,360
590,11685489,Sunny Raval,5089151,Mara,Ciutat Vella,el Raval,41.3801060758,2.16812220678,Entire home/apt,101,3,3,2016-11-28,0.35,2,218
591,6639190,Centric new apartment Ramblas,26013923,Caro,Ciutat Vella,el Raval,41.3811167657,2.16962570725,Entire home/apt,70,1,39,2016-11-28,2.02,7,322
592,16567865,Habitación para 2 personas c/ubicación INSUPERABLE,109132291,Susana,Ciutat Vella,el Raval,41.3787041575,2.17088046809,Private room,20,1,0,,,1,180
623,13060559,Habitacion doble ventana exterior,1782585,Bruno,Ciutat Vella,el Raval,41.3800098822,2.17318907547,Private room,25,1,1,2016-06-06,0.14,11,365
628,16566660,Super luminoso en pleno centro!,4860732,Los,Ciutat Vella,el Raval,41.3825742397,2.17032350145,Private room,80,2,0,,,1,175
642,16632884,Habitación doble en el centro,57992918,Marialejandra,Ciutat Vella,el Raval,41.3819234367,2.16603546893,Private room,29,1,0,,,2,30
645,13060882,Amplia Habitacion doble Interior,1782585,Bruno,Ciutat Vella,el Raval,41.3810200065,2.1728699919,Private room,25,1,15,2016-10-29,2.07,11,365
653,13694587,AMAZING CENTRAL APARTMENT WITH BIG TERRACE,4289463,Dionisio,Ciutat Vella,el Raval,41.3755416625,2.16975908307,Entire home/apt,120,1,0,,,4,158
672,16464446,NEW►Central Cosy Apart►2bdrm►5ppl,9497171,Victor,Ciutat Vella,el Raval,41.38317384,2.16714090947,Entire home/apt,50,5,0,,,1,324
687,16431859,Casa Rainbow - Marlene Dietrich Suite,10287576,Joaquin & Malena,Ciutat Vella,el Raval,41.3791769789,2.17227933026,Private room,80,3,0,,,29,180
690,16435102,"Estamos cerca de todo, en Ciutat Vella centro",78586651,Eva,Ciutat Vella,el Raval,41.3766945034,2.17209673339,Private room,14,1,4,2017-01-05,4.0,2,174
699,15907072,A big room in the center of Barcelona,102881642,Saija,Ciutat Vella,el Raval,41.3804811358,2.16978171435,Private room,35,1,1,2016-11-12,0.54,4,101
737,16593722,Enjoy Las Ramblas!,39415792,Joan,Ciutat Vella,el Raval,41.3785236082,2.17312260453,Entire home/apt,399,1,0,,,3,365
775,16592166,One or 2 single beds in city centre,3071084,Nora,Ciutat Vella,el Raval,41.3753975777,2.17254286434,Private room,25,1,0,,,2,86
791,10562049,Fantastic 1BDR Apartment!,48131122,Adelaine,Ciutat Vella,el Raval,41.3762394476,2.1717062545,Entire home/apt,85,1,1,2016-01-18,0.08,19,365
792,15837673,Room in the center of Barcelona,60468542,Alexander,Ciutat Vella,el Raval,41.3755687528,2.16725691488,Private room,12,1,1,2016-11-27,0.73,2,112
797,16328565,"RAMBLAS, WALK EVERYWHERE!!",2132723,Adrián,Ciutat Vella,el Raval,41.3816189208,2.16841254636,Entire home/apt,45,1,3,2016-12-30,3.0,6,196
819,11017606,Las Ramblas - New Doble Queen Room,23419183,Claudio,Ciutat Vella,el Raval,41.3781799104,2.17476378298,Private room,35,1,0,,,1,0
840,13058997,Habitacio Doble Acogedora en Raval,1782585,Bruno,Ciutat Vella,el Raval,41.3805160202,2.17145262574,Private room,25,1,12,2016-10-30,1.57,11,365
851,2606144,Chic Room in the centre...,13344539,Claudio,Ciutat Vella,el Raval,41.3766688229,2.17227611008,Private room,25,1,108,2016-12-28,3.23,5,73
859,16478799,Hab. Doble Interior  Plz Cataluña,1782585,Bruno,Ciutat Vella,el Raval,41.3843433919,2.16995950933,Private room,25,1,0,,,11,365
880,13123998,Confertable stay in Barcelona,73038672,Neel,Ciutat Vella,el Raval,41.3758436708,2.17084646378,Private room,37,1,0,,,1,180
881,16597320,Big room with private bathroom,7471472,Fran,Ciutat Vella,el Raval,41.3814053886,2.17112240022,Private room,35,1,0,,,1,154
885,15676687,Wonderfull LOFT new refurbished,101250584,Pilar,Ciutat Vella,el Raval,41.3801058533,2.16978735662,Entire home/apt,60,2,0,,,1,134
887,8992532,MODERN STYLISH NEW FLAT IN THE VERY CENTRE,2550030,Vadim,Ciutat Vella,el Raval,41.3828190358,2.16963665778,Entire home/apt,150,3,1,2017-01-02,1.0,1,84
894,6372601,Aprt.céntrico. Terraza y barbacoa,2368602,Estefania,Ciutat Vella,el Raval,41.3765244307,2.16630909702,Entire home/apt,159,4,15,2016-06-22,0.75,2,10
900,13670046,Raval Modern Apartment,19254413,Dylan,Ciutat Vella,el Raval,41.3775957455,2.16917882998,Entire home/apt,172,1,0,,,1,242
910,6132605,"Cozy,private room on PlazaCatalunya",31799569,Dimitar,Ciutat Vella,el Raval,41.3845025284,2.1688947415,Private room,22,2,28,2016-09-10,1.38,5,0
913,5986369,PLAZA CATALUNYA ROOF TOP / TERRACE,6615586,William,Ciutat Vella,el Raval,41.3846579333,2.1651114046,Entire home/apt,90,3,23,2016-10-03,1.14,1,14
942,16387918,Amazing Apartment in the Heart of the Raval,9287823,Dror,Ciutat Vella,el Raval,41.3802978013,2.16715623535,Entire home/apt,65,2,1,2016-12-24,1.0,1,9
965,14847245,Nice room in the center of the city,7933154,Alfred,Ciutat Vella,el Raval,41.3810655954,2.16448022834,Private room,24,3,4,2016-12-26,1.03,1,32
977,16387152,Cozy Crib in the City Center,107344310,David,Ciutat Vella,el Raval,41.3796918832,2.16386385863,Private room,24,3,0,,,1,157
990,16485009,Double Room in Beautiful Art Music Place,20349554,Denis,Ciutat Vella,el Raval,41.376422265,2.16995527024,Private room,24,1,1,2017-01-01,1.0,2,331
1001,5767529,Great Room in Raval,3803890,Adri,Ciutat Vella,el Raval,41.3809519355,2.16531560264,Private room,22,3,4,2016-04-20,0.19,1,15
1003,16616052,квартира целиком Рамбла Раваль,94125958,Valery,Ciutat Vella,el Raval,41.3793600511,2.16853621423,Entire home/apt,63,1,0,,,1,338
1015,11747655,Habitación doble muy centrica en El Raval,62503672,Antonia,Ciutat Vella,el Raval,41.3769670938,2.16925173627,Private room,22,1,5,2017-01-01,1.21,1,4
1053,8089378,NICE DOUBLE ROOM STEPS FROM RAMBLAS,24282359,Daniel,Ciutat Vella,el Raval,41.3751566745,2.17498100509,Private room,30,2,4,2016-07-18,0.52,7,278
1066,14363307,Suit 16 3B,48131122,Adelaine,Ciutat Vella,el Raval,41.3800239138,2.16700490597,Private room,69,4,2,2016-08-29,0.42,19,29
1078,5285986,Habitación cama doble en el Raval,27360107,Jesús,Ciutat Vella,el Raval,41.3782941701,2.16810601159,Private room,32,2,41,2016-12-06,3.9,1,89
1087,16500392,Amazing Double room&PRVwc LA RAMBLA,15459583,Joao,Ciutat Vella,el Raval,41.3785765338,2.17491671644,Private room,50,1,0,,,1,179
1094,6268673,King's room on Plaza Catalunya,31799569,Dimitar,Ciutat Vella,el Raval,41.3838359775,2.16873601122,Private room,43,2,16,2016-09-11,0.89,5,0
1098,15344750,Habitación en ático,37324702,Mariana,Ciutat Vella,el Raval,41.3762936815,2.16869634109,Private room,30,1,0,,,1,178
1110,11544464,Apartment-loft in trending Raval,19915976,Gemma,Ciutat Vella,el Raval,41.3792139058,2.17076669788,Entire home/apt,121,3,4,2016-08-19,0.39,1,16
1143,16556342,Private Doble Room in The center of Barcelona,99542763,Katherine,Ciutat Vella,el Raval,41.3801878082,2.16602467826,Private room,28,1,1,2017-01-01,1.0,1,68
1147,16163077,Single Room in the Raval,87771226,Maxi,Ciutat Vella,el Raval,41.3803403509,2.16761579496,Private room,24,2,0,,,1,364
1159,8149311,Bright Double Room Near Boqueria,37308706,Easy,Ciutat Vella,el Raval,41.3818527981,2.17193036558,Private room,25,3,40,2016-12-31,2.49,1,365
1167,16556229,BIG ROOM WITH PRIVATE BATHROOM,14074651,Carlos,Ciutat Vella,el Raval,41.3765124781,2.1731406617,Private room,24,2,0,,,2,176
1189,16554885,Habitación doble luminosa céntrica,108998925,Ignacio,Ciutat Vella,el Raval,41.3770878461,2.16768276864,Private room,25,1,0,,,1,91
1214,11904479,ROMANTIC APARTMENT in BCN's heart,56441039,Alex,Ciutat Vella,el Raval,41.3771522723,2.16612302423,Entire home/apt,75,1,15,2016-07-22,1.58,2,365
1215,16424285,Flat Barcelona center,107667441,Maria,Ciutat Vella,el Raval,41.3795046719,2.16803666447,Entire home/apt,100,2,0,,,1,151
1247,7597230,Private quiet room with own bath in middle of BCN,12843593,Sebastian,Ciutat Vella,el Raval,41.3805869485,2.1637157015,Private room,37,2,22,2016-08-14,1.28,1,89
1256,15796879,Double private rooñ in San Antoni,31964009,Marie,Ciutat Vella,el Raval,41.3792854037,2.16518523733,Private room,45,1,0,,,2,185
1280,14749947,Spacious room walk to Las Ramblas (Up to 5 guests),2132723,Adrián,Ciutat Vella,el Raval,41.3774385224,2.16655407097,Private room,120,1,0,,,6,181
1305,16597130,"Amazing room, heart of barcelona",7255784,Marta,Ciutat Vella,el Raval,41.3820756853,2.16720746599,Private room,50,4,0,,,1,79
1307,14448762,Nice Room with  balcony  in Raval,72707826,Liliana,Ciutat Vella,el Raval,41.3816284933,2.1701075065,Private room,28,2,1,2017-01-04,1.0,1,140
1308,13343415,Habitación Matrimonial,16779984,Guillaume Y Jose,Ciutat Vella,el Raval,41.3761567392,2.1679645236,Private room,25,1,5,2017-01-01,0.88,2,359
1315,10983853,Piso tranquilo centro Barcelona,56986251,Elena,Ciutat Vella,el Raval,41.3766594553,2.16729398821,Entire home/apt,85,5,0,,,1,0
1328,15636909,Apartment in center of Barcellona,46926749,Giuseppe,Ciutat Vella,el Raval,41.3801948827,2.17411118209,Entire home/apt,230,1,0,,,3,362
1337,16324858,Gorgeous Gothic Quarter Charming Apartment,1988318,Jessica,Ciutat Vella,el Raval,41.3782286809,2.16977173637,Entire home/apt,79,2,0,,,1,126
1344,16488297,Habitacion nueva y acogedora,16772415,Remy,Ciutat Vella,el Raval,41.379620149,2.17078352507,Private room,43,1,0,,,1,180
1355,9650911,Sunset Style Suite - Private Bathroom + Balcony,49892956,Marcos,Ciutat Vella,el Raval,41.3768371142,2.16678022643,Private room,35,3,2,2017-01-03,2.0,1,346
1371,16552798,Nice apt with an amazing terrace,108978426,Alex- Daniel,Ciutat Vella,el Raval,41.3762769536,2.17147665606,Private room,25,1,0,,,1,181
1390,15733469,Pequeña Habitacion Doble Interior,1782585,Bruno,Ciutat Vella,el Raval,41.3853363474,2.1673029867,Private room,25,1,1,2016-10-30,0.45,11,365
1405,16482742,"Las Ramblas area, bran new, Wifi 2",48792562,Kristina,Ciutat Vella,el Raval,41.3796383042,2.16605275154,Entire home/apt,55,1,0,,,2,330
1406,5035420,Double room in the center of BCN,25993628,Minia,Ciutat Vella,el Raval,41.3808238617,2.16437006701,Private room,45,1,0,,,2,0
1415,16613734,NEW EXCELENT APARTMENT NEXT RAMBLAS,14874730,Ignacio,Ciutat Vella,el Raval,41.379463635,2.16962605919,Entire home/apt,99,1,0,,,2,340
1428,12944004,Cómoda habitación en centro Pl.Cataluña,10531070,Julia,Ciutat Vella,el Raval,41.3835539899,2.16509608503,Private room,25,1,28,2016-11-10,3.61,18,360
1439,16285849,[lastminute] Studio 5 mins to Las Ramblas!,106530235,Alba,Ciutat Vella,el Raval,41.3798971125,2.16772393553,Entire home/apt,40,1,4,2016-12-31,4.0,1,220
1481,16540818,City center best location,108845714,Juana,Ciutat Vella,el Barri Gòtic,41.3782327103,2.17821254021,Private room,60,3,0,,,3,180
1491,13017154,habitacion individual en la rambla,6853505,Angela,Ciutat Vella,el Barri Gòtic,41.3805588674,2.17487736072,Private room,55,3,1,2016-06-27,0.15,3,365
1492,16376676,"ESTUDIO,  tranquilo, ordenado.",101959180,Jau,Ciutat Vella,el Barri Gòtic,41.3787740664,2.17756601739,Private room,50,1,0,,,1,45
1503,2713769,"Superb top floor terrace, Gotico",7961908,VickyyDiego,Ciutat Vella,el Barri Gòtic,41.3797331077,2.17839375011,Private room,35,3,12,2016-06-20,0.37,3,0
1507,16454133,Central Apartment,107933410,Frida,Ciutat Vella,el Barri Gòtic,41.3792227486,2.17608081423,Entire home/apt,60,5,0,,,1,1
1523,15313312,Flat in the heart of Barcelona!,43871609,Miguel,Ciutat Vella,el Barri Gòtic,41.3825286819,2.17932429911,Entire home/apt,60,3,3,2016-11-28,1.14,1,2
1527,13775842,best location in downtown,80860057,Maria,Ciutat Vella,el Barri Gòtic,41.3785811557,2.17582171109,Entire home/apt,94,5,0,,,1,38
1541,16525189,Apartamento en Eixample-Universitat,108657154,Rent4pleassure,Ciutat Vella,el Barri Gòtic,41.38503432,2.17165616661,Entire home/apt,125,2,0,,,5,363
1560,1249268,Spacious and cool room Pl Catalunya,6777896,Andres,Ciutat Vella,el Barri Gòtic,41.3853133455,2.17168466576,Private room,50,4,79,2016-09-20,1.96,2,95
1576,16380901,Habitación en barrio gótico,107296027,Jota,Ciutat Vella,el Barri Gòtic,41.3816558197,2.17653256581,Private room,22,1,0,,,1,89
1578,15430584,*Sunny room in the gothic center + small balcony*,94154879,Agnes,Ciutat Vella,el Barri Gòtic,41.3821416869,2.1769535133,Private room,65,1,2,2017-01-02,0.81,2,361
1581,16349767,Acogedora habitación en el centro de Barcelona,29954494,Celia,Ciutat Vella,el Barri Gòtic,41.3802693817,2.18063276263,Private room,50,1,0,,,1,146
1598,16380459,The Heart of Gothica Best Location for New Years,29150044,Sean,Ciutat Vella,el Barri Gòtic,41.3835979244,2.17734580945,Private room,49,1,0,,,1,11
1618,14151621,Cosy Private Room Central BCN,39518968,Nguyen,Ciutat Vella,el Barri Gòtic,41.3819009627,2.17397096088,Private room,46,1,6,2016-09-06,1.17,1,90
1620,16576363,BEL APPARTEMENT CENTRE GOTHIQUE,75698972,Jean Louis,Ciutat Vella,el Barri Gòtic,41.3814298995,2.17491091966,Entire home/apt,75,5,0,,,1,44
1625,16575806,ROOM FOR 5 PERSON.( PRIVAD BATHROOM),10049157,Asik,Ciutat Vella,el Barri Gòtic,41.3812868501,2.17874071476,Private room,140,2,0,,,10,36
1629,16018574,Triple room in the heart of barcelona,104173257,Carlos,Ciutat Vella,el Barri Gòtic,41.3806594755,2.17965662923,Private room,45,2,0,,,4,173
1630,6189218,"Central Studio close to Ramblas, LS",5932658,Laila,Ciutat Vella,el Barri Gòtic,41.382611548,2.17473974831,Entire home/apt,32,14,4,2016-06-20,0.2,1,17
1647,13909244,Cozy flat in the heart of the city,82156768,Ray,Ciutat Vella,el Barri Gòtic,41.3877256222,2.17248187139,Entire home/apt,66,3,9,2016-10-29,1.76,1,2
1651,16476766,Bedroom in the heart of gotico,167205,Emmanuel,Ciutat Vella,el Barri Gòtic,41.382948079,2.17583705872,Private room,49,3,0,,,1,0
1673,9502250, Amazing flat in the heart of BCN!!,4590587,Henry,Ciutat Vella,el Barri Gòtic,41.3813359125,2.18097019284,Entire home/apt,174,2,18,2016-11-10,1.36,2,70
