,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
712,12668037,"LAS RAMBLAS, A/C , 2 BEDS,  ESTUDIO\LOFT",61094722,Santiago,Ciutat Vella,el Raval,41.3853781617,2.16953805383,Entire home/apt,115,2,46,2017-04-19,3.78,3,47,erased
732,11629529,Cute attic in the city centre.,61619668,Pablo,Ciutat Vella,el Raval,41.3783949255,2.16433486288,Entire home/apt,79,6,16,2017-03-27,1.19,1,256,erased
751,4636327,Las Ramblas Balcony (237),24001256,Jordi,Ciutat Vella,el Raval,41.3801035453,2.17341768423,Entire home/apt,300,3,4,2016-04-02,0.16,52,360,erased
769,5087126,Ramblas. Charming & Comfortable.,2593877,Luis Gustavo,Ciutat Vella,el Raval,41.3757888561,2.17508655233,Entire home/apt,140,2,81,2017-05-01,2.92,1,6,erased
787,2671296,NICE APARTMENT CLOSE TO LA RAMBLA,12632096,Iria,Ciutat Vella,el Raval,41.3805153039,2.16671455475,Entire home/apt,80,2,16,2017-02-08,0.48,1,219,erased
800,17872756,"L'Rambla, Pl Catalunya, Barceloneta Room",122174275,Carlos,Ciutat Vella,el Raval,41.3856845326,2.16699226271,Private room,29,2,2,2017-04-18,1.76,4,34,erased
801,6436701,Double Room Bathroom private Rambla,26013923,Caro,Ciutat Vella,el Raval,41.3796830895,2.16889028222,Private room,49,3,61,2017-03-15,2.6,9,322,erased
804,1127632,JuMboRooM private saloon bCn center,10044989,Vincent,Ciutat Vella,el Raval,41.3813706412,2.17158198433,Private room,10,5,79,2017-04-09,1.68,26,280,erased
806,18463255,Spacious and bright flat near Port and La Rambla,127744033,Dzmitry,Ciutat Vella,el Raval,41.3763119658,2.17099192402,Entire home/apt,126,4,0,,,3,201,erased
811,17874426,MODERN APARTMENT DOWNTOWN ENT 1,20800350,Fran & Adri,Ciutat Vella,el Raval,41.3813393483,2.16638997701,Entire home/apt,66,1,0,,,2,79,erased
814,16324858,Charming Apartment by La Rambla,1988318,Jessica,Ciutat Vella,el Raval,41.3782286809,2.16977173637,Entire home/apt,80,2,9,2017-04-29,3.97,1,19,erased
825,9940742,Central doble room private terrace,27769068,Ismene,Ciutat Vella,el Raval,41.3824576902,2.16857056802,Private room,59,3,23,2017-04-21,1.4,2,228,erased
838,17855221,"Pl Catalunya, L'Rambla, Barceloneta Room",122174275,Carlos,Ciutat Vella,el Raval,41.3844263625,2.16612066401,Private room,29,2,3,2017-04-09,3.0,4,89,erased
842,17836856,Nice room with balcony in center Barcelona!,9135365,Hans,Ciutat Vella,el Raval,41.3785395075,2.16432486309,Private room,49,2,2,2017-04-10,1.67,1,11,erased
843,2940039,Sun Penthouse,7053689,Lana & Alain,Ciutat Vella,el Raval,41.3787601319,2.174350191,Entire home/apt,199,5,25,2017-01-15,0.69,23,12,erased
887,18525507,Luxury location Centric & Spacious,128601181,Carolina,Ciutat Vella,el Raval,41.3777981987,2.17269523398,Shared room,49,6,0,,,1,9,erased
893,15676687,Wonderfull LOFT new refurbished,101250584,Pilar,Ciutat Vella,el Raval,41.3801058533,2.16978735662,Entire home/apt,60,2,16,2017-05-06,5.33,1,240,erased
901,17283916,Friendly loft room center Bcn,70312448,Татьяна,Ciutat Vella,el Raval,41.3854897331,2.16929970744,Private room,47,3,4,2017-04-11,1.69,4,30,erased
905,16167462,City Center Apartment walk to Las Ramblas,2132723,Adri,Ciutat Vella,el Raval,41.3796016026,2.16888847187,Entire home/apt,45,1,22,2017-04-29,4.78,3,86,erased
912,7058501,Apartament entero en barcelona,35993973,Montse,Ciutat Vella,el Raval,41.3827068909,2.16988954898,Entire home/apt,75,1,2,2017-04-23,2.0,1,244,erased
915,18015002,Centric & charming room in El Raval,19402081,Sara,Ciutat Vella,el Raval,41.3751093376,2.17293255173,Private room,45,2,0,,,1,153,erased
928,18045814,Habitacion/luminosa/grande Centro Barcelona(Raval),61345639,Federico,Ciutat Vella,el Raval,41.3809686093,2.16952275728,Private room,55,1,3,2017-04-21,2.65,1,164,erased
934,17949418,VERY CENTRAL LOCATION!!!!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3789929316,2.16740514533,Private room,30,1,0,,,4,235,erased
950,3088267,Bedroom with terace :)),10044989,Vincent,Ciutat Vella,el Raval,41.3807581794,2.17247898491,Private room,20,5,61,2017-04-09,1.7,26,332,erased
960,17373912,Charming centraly located apartment,42021594,Diego,Ciutat Vella,el Raval,41.3804692862,2.17007272314,Entire home/apt,179,2,1,2017-03-02,0.45,1,72,erased
977,11151945,MACBA Luxury and quiet Apartment,41820032,Cool Apartment,Ciutat Vella,el Raval,41.3829705276,2.16414783237,Entire home/apt,65,1,9,2017-02-20,0.71,6,91,erased
983,13840645,Apartment in the centre of Barcelona!!!,13124940,Emay,Ciutat Vella,el Raval,41.3850977554,2.16531721652,Entire home/apt,90,2,29,2017-04-09,3.54,2,299,erased
1004,1361010,BIG & COZY LOFT IN BCN CENTER,4457781,Sebas,Ciutat Vella,el Raval,41.3761270432,2.17128883126,Entire home/apt,105,2,17,2017-05-07,0.38,2,155,erased
1012,11509160,double room in a cozy centric flat,39989841,Oriol,Ciutat Vella,el Raval,41.3761945068,2.1742053832,Private room,30,2,2,2016-08-14,0.22,1,52,erased
1014,13682054,"real privacy, private living room and dinning room",75614869,Ninni,Ciutat Vella,el Raval,41.3843867578,2.17069678018,Private room,55,1,48,2017-01-05,4.63,1,296,erased
1017,17703099,RAVAL. 2 BALCONY.  VERY SUNNY ROOM,117025739,Hector,Ciutat Vella,el Raval,41.3776044628,2.16669571681,Private room,30,3,1,2017-04-17,1.0,1,21,erased
1022,9872175,MY COZY LITTLE SPACE IN BARCELONA,2974985,Fernando,Ciutat Vella,el Raval,41.3817409618,2.17000536458,Entire home/apt,60,2,87,2017-05-03,5.52,1,119,erased
1028,18390140,Acogedora habitación DOBLE en el centro,20612615,Paula,Ciutat Vella,el Raval,41.3762766372,2.17074384341,Private room,68,3,1,2017-05-01,1.0,1,34,erased
1061,7414649,Beautiful bohemian oasis in Raval,2076995,Charlie,Ciutat Vella,el Raval,41.3782998463,2.16681239706,Entire home/apt,75,3,25,2017-04-22,1.18,1,248,erased
1062,10032697,Skateboard House -side of Macba BCN,51083725,Caio,Ciutat Vella,el Raval,41.3817360052,2.16591520331,Private room,21,2,16,2017-03-26,1.02,2,321,erased
1069,11524534,Mediterranean light,2802759,Nadia,Ciutat Vella,el Raval,41.3846422926,2.1683484672,Entire home/apt,110,5,6,2016-09-08,0.45,1,266,erased
1072,16390221,Centric Apartment (216),24001256,Jordi,Ciutat Vella,el Raval,41.3833264269,2.16502611508,Entire home/apt,350,3,2,2017-04-15,0.9,52,330,erased
1080,17863939,Spacious home right in the heart of Barcelona,31036518,Daniil,Ciutat Vella,el Raval,41.3819509011,2.17058124492,Entire home/apt,115,1,1,2017-04-17,1.0,1,0,erased
1090,18319904,Cosy & quiet home in the center,17787694,Shebi,Ciutat Vella,el Raval,41.3843358453,2.16742520155,Entire home/apt,69,3,0,,,3,2,erased
1091,625153,"AMAZING,BIG AND BRIGHT ROOM IN BCN",3101451,Barbara,Ciutat Vella,el Raval,41.3752233795,2.17047730478,Entire home/apt,50,1,29,2017-04-08,1.25,1,0,erased
1102,15615383,Уютная квартира .Рядом с La Rambla,100670782,Yulia,Ciutat Vella,el Raval,41.3766091797,2.17594339494,Entire home/apt,120,4,2,2017-04-30,0.47,1,314,erased
1123,18249514,BCN Central Double Room 2,124573040,Claudio,Ciutat Vella,el Raval,41.3761286569,2.17569997805,Private room,50,1,0,,,4,352,erased
1127,11769523,cosy room in the heart of bcn!,33274839,Anny,Ciutat Vella,el Raval,41.3796949195,2.16817656897,Private room,44,1,42,2016-10-26,3.13,2,332,erased
1129,18057180,Céntrica habitación en Raval y mucho Sol.,124282254,Leopoldo,Ciutat Vella,el Raval,41.3853940528,2.16760255367,Private room,35,1,2,2017-04-23,2.0,1,0,erased
1135,1445176,Centrical and cozy with rooftop,7758809,Joaquim,Ciutat Vella,el Raval,41.3823259624,2.16531934967,Entire home/apt,67,5,6,2016-09-16,0.4,1,35,erased
1147,10522712,"COZY FLAT, TERRAZA, PLAZA CATALUNYA",5517860,Kate,Ciutat Vella,el Raval,41.3842920886,2.16763937979,Entire home/apt,60,2,72,2017-04-22,4.6,1,136,erased
1148,15343346,Room in Ramblas area . WiFi.,1743357,Gabriela,Ciutat Vella,el Raval,41.3834503255,2.16935061004,Private room,50,2,1,2017-02-09,0.14,1,340,erased
1149,73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.384222574,2.16700922618,Entire home/apt,120,3,37,2017-04-23,0.77,13,263,erased
1157,16159087,"Pequeño estudio, pleno barrio Raval",16149569,Paula Andrea,Ciutat Vella,el Raval,41.3793944287,2.16550068839,Entire home/apt,35,21,0,,,1,363,erased
1158,18518000,Cozy Little House,128538553,Remus,Ciutat Vella,el Raval,41.3806509658,2.17208158123,Entire home/apt,64,1,0,,,1,353,erased
1165,9965672,Private room in center,27769068,Ismene,Ciutat Vella,el Raval,41.3828601197,2.16847982533,Private room,59,3,30,2017-04-11,1.82,2,246,erased
1167,15864041,1 bedroom apartment in the center of Barcelona,16923214,Valdete,Ciutat Vella,el Raval,41.3820431554,2.16483972852,Entire home/apt,100,3,2,2017-04-29,0.36,1,139,erased
1174,1017666,THE WAY WE LIVE Double or Twin,1027356,Jesper,Ciutat Vella,el Raval,41.379205515,2.16931406553,Private room,50,1,70,2017-05-01,1.43,3,13,erased
1192,16911996,Double room & private bathtub in city center!,47499138,Hiroko,Ciutat Vella,el Raval,41.3784098008,2.16692300286,Private room,48,2,7,2017-05-04,3.0,6,44,erased
1195,854480,BCN-offer: Bedroom @ Penthouse.WIFI,501022,Mariana,Ciutat Vella,el Raval,41.3827850191,2.16691782626,Private room,50,2,6,2017-03-02,0.17,2,271,erased
1196,18385356,Charming apartment in Barcelona ideal for couples,127342344,Marco,Ciutat Vella,el Raval,41.3809445494,2.16591427507,Entire home/apt,62,5,0,,,1,131,erased
1203,18279311,BCN Central Double Room 4,124573040,Claudio,Ciutat Vella,el Raval,41.3764821636,2.1762549459,Private room,50,1,0,,,4,364,erased
1207,17924472,VERY CENTRAL LOCATION!,122890895,Julia & Luke,Ciutat Vella,el Raval,41.3771594717,2.16926074873,Private room,70,1,2,2017-04-19,2.0,4,263,erased
1218,17925278,Designer 2Bed 2Bath flat close to Rambla,122907478,Artur,Ciutat Vella,el Raval,41.3770647817,2.17142099939,Entire home/apt,160,1,8,2017-04-28,6.15,1,74,erased
1219,11791081,Apartment near Ramblas Barcelona.,42686705,Carlos,Ciutat Vella,el Raval,41.3782514151,2.17258452975,Entire home/apt,100,2,8,2017-03-22,0.59,5,233,erased
1231,17764900,City center room,29750554,Lua&Olalla,Ciutat Vella,el Raval,41.3787907645,2.16907951618,Private room,54,1,1,2017-04-05,0.91,3,176,erased
1240,17662166,NEW LOVELY DUPLEX CENTER BARCELONA,34347584,Alvaro,Ciutat Vella,el Raval,41.3752435378,2.17260529774,Entire home/apt,180,2,0,,,2,36,erased
1257,18279092,BCN Central Double Room 3,124573040,Claudio,Ciutat Vella,el Raval,41.3757949066,2.17595199271,Private room,50,1,0,,,4,357,erased
1260,3458897,FUNKY APARTMENT IN THE HEART OF BCN,8965423,Nacho,Ciutat Vella,el Raval,41.3807033366,2.16987210349,Entire home/apt,70,3,11,2016-10-31,0.32,2,0,erased
1261,5767529,Great Room in Raval,3803890,Adri,Ciutat Vella,el Raval,41.3809519355,2.16531560264,Private room,23,5,4,2016-04-20,0.16,1,203,erased
1270,16003009,"Cheap, Confortable and centric room",41767442,Maurizio,Ciutat Vella,el Raval,41.3785510265,2.1672201008,Private room,50,3,9,2017-04-20,2.18,4,105,erased
1272,2895670,DoubleRoom & Balcony in the Center,971952,Ana,Ciutat Vella,el Raval,41.3844022666,2.16428207536,Private room,38,2,105,2017-05-01,2.94,3,231,erased
1278,7349515,Beautiful Apartment in City A,36978155,Exella,Ciutat Vella,el Raval,41.3792877976,2.16749109845,Entire home/apt,89,3,53,2017-04-22,2.46,4,285,erased
1292,16942152,Columbus Rambla Apartment,804332,Andrea,Ciutat Vella,el Raval,41.3766801594,2.17350988939,Entire home/apt,250,5,4,2017-04-30,1.74,3,141,erased
1294,2399207,"central,best area in town, quiet",12259088,Luciano,Ciutat Vella,el Raval,41.3791328796,2.16966093662,Entire home/apt,90,3,58,2016-10-30,1.5,1,353,erased
1307,14605808,Smaal interior cheap room in a sharing flat,6159507,Pauline,Ciutat Vella,el Raval,41.3833010714,2.16459370949,Private room,22,2,2,2016-09-17,0.23,4,95,erased
1308,17325123,Double interior room Barcelona city center,41313817,Alba,Ciutat Vella,el Raval,41.3844548854,2.16399219145,Private room,35,2,1,2017-04-23,1.0,2,0,erased
1317,11565731,Centric and comfortable refurbished Flat,61094722,Santiago,Ciutat Vella,el Raval,41.3800420456,2.16746036985,Entire home/apt,68,2,58,2017-04-23,4.12,3,79,erased
1318,18578190,Appartement au centre de Barcelone,128196672,Mr,Ciutat Vella,el Raval,41.3797352171,2.16832932938,Entire home/apt,118,1,0,,,2,305,erased
1332,18359230,MODERN APARTMENT GROUND FLOOR,20800350,Fran & Adri,Ciutat Vella,el Raval,41.3790531689,2.16440285715,Entire home/apt,69,1,0,,,2,82,erased
1342,4829969,BIG ROOM In bcn Center!next toMACBA,6159507,Pauline,Ciutat Vella,el Raval,41.3826379213,2.16613433062,Private room,48,1,4,2016-08-02,0.18,4,56,erased
