,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
109,9747254,"COSY FLAT DOWNTOWN, NEXT TO RAMBLAS",6163162,Francisco,Ciutat Vella,el Raval,41.3781408623,2.16784683629,Entire home/apt,60,1,35,2017-04-28,2.13,7,283,erased
113,600036,Central  Apartment Family or group,2967830,Mr. Dani P.R.,Ciutat Vella,el Raval,41.3847120827,2.16712469606,Entire home/apt,245,2,67,2017-05-17,1.2,3,275,erased
115,16821333,Beautiful Duplex Apartment in Barcelona Center,74740353,Theodore,Ciutat Vella,el Raval,41.3800519571,2.16459893555,Entire home/apt,139,2,6,2017-05-25,1.84,1,58,erased
119,12853408,Precioso piso soleado en el centro,70229010,Sara,Ciutat Vella,el Raval,41.3809213677,2.16392942793,Entire home/apt,205,2,13,2016-11-07,1.01,1,89,erased
120,15542363,SUN SHINE BARCELONA,99644180,Rafa,Ciutat Vella,el Raval,41.3791836438,2.17245321077,Entire home/apt,149,2,10,2017-05-28,5.17,2,131,erased
123,7743608,Room for 2 persons in the center,30337227,Caterina,Ciutat Vella,el Raval,41.3780129562,2.16539168922,Private room,40,5,2,2016-07-15,0.09,11,365,erased
124,7883427,Exella Apartments A,41557342,Exella,Ciutat Vella,el Raval,41.3808912882,2.16401243629,Entire home/apt,89,3,18,2017-05-20,0.86,1,143,erased
127,11383842,Cool Flat in Barcelona Center!,59572504,Carlos,Ciutat Vella,el Raval,41.3804206851,2.1677022535,Entire home/apt,120,2,33,2017-04-23,2.13,1,139,erased
130,15608242,Habitación pequeña pero confortable,22484923,Luis,Ciutat Vella,el Raval,41.3760717129,2.17027597788,Private room,25,1,3,2017-05-31,0.4,2,356,erased
133,16781511,Amazing Accommodation Barcelona,49894730,Valentina,Ciutat Vella,el Raval,41.3788273592,2.16568086089,Private room,69,2,9,2017-05-13,2.33,3,305,erased
139,15805823,Bcn Center - Shared Room,102284265,Claudio,Ciutat Vella,el Raval,41.3779577397,2.1662432675,Shared room,35,1,1,2017-04-15,0.58,1,73,erased
141,4795262,Beautiful room in Universitatcenter,24711930,Cristina,Ciutat Vella,el Raval,41.3815182533,2.16473791201,Private room,35,1,212,2017-05-29,8.31,3,204,erased
143,1119129,City center Ramblas..cheap comfort ,6141122,Eleonora,Ciutat Vella,el Raval,41.3803796062,2.17291127931,Entire home/apt,86,1,29,2017-05-01,0.66,1,246,erased
146,1074062,Center of Barcelona close to Macba,4860732,Los,Ciutat Vella,el Raval,41.3848312757,2.17032661857,Entire home/apt,100,2,11,2017-01-01,0.24,1,37,erased
148,18427490,*AMAZING IN RAMBLAS DE RAVAL  BARCELONA CENTER*,127701734,Pep,Ciutat Vella,el Raval,41.3774293671,2.17165253291,Entire home/apt,50,2,0,,,1,229,erased
157,17903826,Sunny and clean Double Room in BCN center,1775742,Marlon,Ciutat Vella,el Raval,41.3761227919,2.17527525797,Private room,90,2,1,2017-04-15,0.58,23,162,erased
163,6625532,ROOMY FLAT OLD TOWN 5PAX 2BDR WIFI,26477842,Adri,Ciutat Vella,el Raval,41.3817521812,2.16503047506,Entire home/apt,100,3,80,2017-05-18,3.32,5,81,erased
165,13572364,SUNNY APPARTEMENT IN THE VERY BARCELONA'S CENTER,52905784,Peter,Ciutat Vella,el Raval,41.3760705789,2.17402267858,Entire home/apt,79,1,36,2017-05-17,3.14,3,6,erased
169,406383,Aquilo habitacion muy centrica,628339,Marisa,Ciutat Vella,el Raval,41.3809307141,2.16458254659,Private room,30,4,1,2015-06-02,0.04,1,365,erased
174,17236173,Black and white room,116103067,Dimitar,Ciutat Vella,el Raval,41.3852505765,2.16956970355,Private room,38,2,0,,,1,23,erased
175,12589536,Double bed with balcon in the centre of the city,51204563,Marcelo,Ciutat Vella,el Raval,41.3846081319,2.16831657437,Private room,40,2,41,2017-05-22,3.08,4,101,erased
176,5155531,"Sunny room, amazing terrace / Raval",7437350,Carlos,Ciutat Vella,el Raval,41.3782857933,2.17249026413,Private room,45,1,27,2016-11-23,1.02,1,0,erased
177,7805411,Designer Room at Rambla Raval,3485839,Dave,Ciutat Vella,el Raval,41.3808124455,2.16822533627,Private room,49,3,76,2017-05-13,3.45,3,107,erased
179,10027267,*RAMBLAS SPATIOUS FLAT 2Bdr2Bath*,10987670,Angie,Ciutat Vella,el Raval,41.37845502,2.174577708,Entire home/apt,120,3,45,2017-05-21,2.84,2,49,erased
180,18094678,Doble cama individual,124622632,Javier,Ciutat Vella,el Raval,41.3825913551,2.16594467203,Shared room,35,3,0,,,1,354,erased
184,10748354,MWC APARTMENT,14374940,Yoe,Ciutat Vella,el Raval,41.3810260425,2.16898132111,Entire home/apt,150,1,0,,,3,92,erased
190,8127016,Room for 3 people with bathroom piv,42906962,Luis,Ciutat Vella,el Raval,41.3813089327,2.1699110939,Private room,60,30,29,2016-08-29,1.41,9,295,erased
191,10427201,Artistic house in Barcelona center,45450187,Cristina,Ciutat Vella,el Raval,41.3811129826,2.16655649401,Private room,25,4,5,2017-05-30,2.88,1,197,erased
194,18285226,Big 2 bedroom apartment with balcony - La Rambla,126328248,Yuri,Ciutat Vella,el Raval,41.3813888283,2.16899033023,Entire home/apt,98,4,5,2017-05-19,3.33,1,182,erased
200,17695466,Ramblas- City Center,29750554,Lua&Olalla,Ciutat Vella,el Raval,41.3833481378,2.16958296928,Entire home/apt,179,1,5,2017-05-27,2.78,1,76,erased
206,16614590,NEW LOVELY RAMBLAS APARTMENT,14874730,Ignacio,Ciutat Vella,el Raval,41.3816583964,2.16590977192,Entire home/apt,99,1,11,2017-05-11,2.21,4,265,erased
215,19071951,Espacioso apartamento de Lujo,133067641,Agnes,Ciutat Vella,el Raval,41.3780882423,2.17201760164,Entire home/apt,332,3,0,,,1,336,erased
223,13639121,En el corazón de Barcelona Rbla Raval.,54522075,Valeria,Ciutat Vella,el Raval,41.3775414969,2.17123643513,Private room,60,2,18,2017-04-17,1.56,1,195,erased
226,17148783,Nice spacious entire flat in funky Raval.,2867473,Sparty,Ciutat Vella,el Raval,41.3797264854,2.16660901655,Entire home/apt,147,1,19,2017-06-02,5.33,1,253,erased
228,3375305,Сдается комната в центре Барселоны,17029557,Людмила,Ciutat Vella,el Raval,41.3815328044,2.16803812409,Private room,36,1,48,2017-05-20,1.37,2,280,erased
232,18810275,2 BEDROMS CITY BARCELONA,51448675,Patricia,Ciutat Vella,el Raval,41.3833036803,2.16603423833,Entire home/apt,120,1,0,,,2,345,erased
236,15599118,Apartamento Acogedor y Centrico,27165422,Oksana,Ciutat Vella,el Raval,41.3781789109,2.16473000766,Entire home/apt,45,1,29,2017-05-19,3.97,1,34,erased
247,395050,COLORFUL AND COZY FLAT IN BARCELONAS COOLEST AREA!,1780871,Tanner,Ciutat Vella,el Raval,41.3806872588,2.16859088172,Entire home/apt,47,3,135,2017-05-24,2.15,1,170,erased
251,18358428,Single room in Barcelona Center - Boqueria Mercat,26444632,Julia,Ciutat Vella,el Raval,41.380569346,2.17229431879,Private room,50,3,1,2017-05-18,1.0,1,62,erased
265,13883094,Habitacion luminosa en pleno raval,31417173,Carolina,Ciutat Vella,el Raval,41.3751225399,2.17447014422,Private room,50,1,15,2017-06-02,1.5,1,361,erased
266,10101402,Barrio del Raval -2,7178611,Ana,Ciutat Vella,el Raval,41.3793458869,2.16896111413,Entire home/apt,95,2,23,2017-03-23,1.48,3,278,erased
267,2826910,Artist place:Pintoresque & beautiful topfloor home,14462695,Andres,Ciutat Vella,el Raval,41.3825207033,2.16409429873,Entire home/apt,60,7,20,2016-09-25,0.57,1,78,erased
268,7283395,Il cuore di barcellona,31511923,Simone,Ciutat Vella,el Raval,41.3791852506,2.17024178888,Entire home/apt,100,2,36,2017-05-21,1.62,4,228,erased
273,271259,Bright in the heart of the city,1419752,Flor,Ciutat Vella,el Raval,41.3858677601,2.16484510444,Entire home/apt,88,3,34,2017-05-25,0.52,1,51,erased
275,13044276,Double room at big raval apartment,979975,Santiago,Ciutat Vella,el Raval,41.3775967062,2.16797945704,Private room,40,1,64,2017-05-28,5.08,10,253,erased
279,11864747,¡Habitación perfecta en el centro de Barcelona!,63247552,Felipe,Ciutat Vella,el Raval,41.3811394502,2.16463025254,Private room,50,3,1,2016-06-28,0.09,2,0,erased
280,1051301,"5 MINUTES LA RAMBLA, LUMINOUS,BALCONY, METRO L2-L3",5404703,Eduardo,Ciutat Vella,el Raval,41.3796615716,2.16517388156,Entire home/apt,45,32,13,2016-04-20,0.26,2,294,erased
282,10630068,Cute apartment in trendy Gotico,1452576,Camila,Ciutat Vella,el Raval,41.380982009,2.16517636128,Entire home/apt,70,5,49,2017-05-28,2.96,1,256,erased
285,3355596,Super room C next to 'Las Ramblas' ,16699580,Constance,Ciutat Vella,el Raval,41.3841696611,2.16961479979,Private room,29,2,161,2017-05-18,4.49,3,159,erased
290,4142421,Sunny Centric Flat* Beautiful Room,5817294,Carin,Ciutat Vella,el Raval,41.3820811271,2.16931564943,Private room,42,2,64,2017-05-22,2.03,2,299,erased
297,15742658,Lovely double room near Ramblas.,101342929,Diego,Ciutat Vella,el Raval,41.3838411772,2.16999428878,Private room,57,3,16,2017-05-15,2.44,3,308,erased
298,17249993,Charming place next to Rambla Cataluña,71796856,Eduardo,Ciutat Vella,el Raval,41.3845356967,2.16815664482,Entire home/apt,69,2,20,2017-05-31,6.59,1,139,erased
301,9582439,"Family, Big & Central apt",748500,Maria & Justin,Ciutat Vella,el Raval,41.380694581,2.16862867034,Entire home/apt,190,3,8,2017-05-29,0.44,3,338,erased
314,945237,Offer CENTER ROOM 2p - Quiet,5119872,Fred,Ciutat Vella,el Raval,41.3773471908,2.17019299716,Private room,59,2,72,2017-05-31,1.42,1,170,erased
316,8222453,Liceo apartment by Las Ramblas,5651747,Fernando,Ciutat Vella,el Raval,41.3791044367,2.17234222274,Entire home/apt,70,31,37,2017-01-09,1.88,7,318,erased
320,6633926,"Super Central, Balcony and Air Conditioning",24222016,My Friends House,Ciutat Vella,el Raval,41.3829192698,2.16915472885,Private room,120,1,80,2017-05-24,3.45,5,328,erased
329,7895781,"Very centric, nice private room",14836197,D&M,Ciutat Vella,el Raval,41.3780399096,2.17073718657,Private room,25,3,63,2017-05-29,2.91,3,289,erased
337,16613046,NEW SWEET AND SUNNY RAMBLAS APARTMENT,14874730,Ignacio,Ciutat Vella,el Raval,41.3818749609,2.16504911943,Entire home/apt,99,1,10,2017-04-23,2.17,4,285,erased
339,4603846,NEW Apartment BARCELONA - RAMBLAS,23850305,"BCN Rental Apartment, SL",Ciutat Vella,el Raval,41.3768641354,2.1753572252,Entire home/apt,170,1,134,2017-05-25,4.48,3,165,erased
342,6127942,Большая комната в центре Барселоны,17029557,Людмила,Ciutat Vella,el Raval,41.381735779,2.16729814673,Private room,36,1,20,2016-11-02,0.82,2,102,erased
343,16613734,NEW EXCELENT APARTMENT NEXT RAMBLAS,14874730,Ignacio,Ciutat Vella,el Raval,41.379463635,2.16962605919,Entire home/apt,99,1,9,2017-05-22,1.99,4,270,erased
346,15827787,Newly rewened loft in old center,9393036,Stephen,Ciutat Vella,el Raval,41.3805685673,2.16894014071,Private room,90,2,7,2017-05-08,1.27,1,360,erased
350,10239673,Apt for 6 located close Ramblas,52625826,Carlos&Joana,Ciutat Vella,el Raval,41.377199706,2.17482805796,Entire home/apt,180,1,27,2017-04-15,1.65,3,292,erased
351,16218253,Special Room for two people Raval,101342929,Diego,Ciutat Vella,el Raval,41.3834905292,2.16819745019,Private room,56,3,2,2017-03-02,0.61,3,299,erased
353,7567523,SUNNY BEDROOM IN LOVELY FLAT!!,39222012,Claudio,Ciutat Vella,el Raval,41.3807159533,2.1644754617,Private room,45,3,17,2017-05-07,0.77,4,358,erased
373,669930,PRIVATE ROOM =CITY CENTER +FREE WIFI (GAYFRIENDLY),2520707,Faustho & Ed,Ciutat Vella,el Raval,41.3820365552,2.16440743829,Private room,19,3,150,2017-06-02,2.59,4,346,erased
374,18873770,Private Double Room,35203968,Absar,Ciutat Vella,el Raval,41.3814235434,2.17154551126,Private room,40,1,0,,,1,171,erased
378,6290341,GORGEOUS DESIGN GROUND FLOOR,1853675,Richard,Ciutat Vella,el Raval,41.3796179761,2.16581244023,Entire home/apt,69,1,65,2017-05-01,2.58,13,162,erased
390,3735448,Welcome to the House O' Fun!,1707035,Damián,Ciutat Vella,el Raval,41.3796417837,2.16534083908,Private room,29,3,35,2017-05-03,1.03,2,277,erased
402,13959099,ambiente tranquilo en centro de la ciudad,83152037,Juan Carlos,Ciutat Vella,el Raval,41.37762672,2.17488552313,Private room,27,1,32,2017-05-29,2.96,1,343,erased
404,17541642,"With a balcony,close to Rambla room",118991340,Anna,Ciutat Vella,el Raval,41.3768899641,2.17096744269,Private room,45,3,7,2017-05-14,2.88,4,27,erased
405,4848663, Luxury Apartment Plaça Catalunya,2237595,Mariona,Ciutat Vella,el Raval,41.3845225344,2.17026229678,Entire home/apt,150,3,2,2016-10-03,0.07,2,0,erased
409,12580717,Charming apt in the heart of Raval,299462,Enrique,Ciutat Vella,el Raval,41.3795935099,2.16565053321,Entire home/apt,110,3,13,2017-05-25,0.99,68,45,erased
419,18609097,EXTRAORDINARY FLAT,124652202,Luca,Ciutat Vella,el Raval,41.3784270035,2.16816389499,Entire home/apt,449,2,1,2017-05-14,1.0,1,351,erased
423,4696179,Nice room city center Ramblas 2,5178840,Marc,Ciutat Vella,el Raval,41.384120164,2.16897300154,Private room,22,3,1,2017-03-03,0.32,2,0,erased
427,1179116,"Basic, All you need, Centric Apartm",197737,Ushma,Ciutat Vella,el Raval,41.3808869619,2.16750015033,Private room,73,5,27,2017-05-22,0.58,2,82,erased
430,17115350,Sunny room with private WC near Las Ramblas,182103,Laura,Ciutat Vella,el Raval,41.3822201946,2.17077010621,Private room,40,4,10,2017-05-16,3.0,2,90,erased
434,16183827,Lovely penthouse in the center of Barcelona,36319818,Maria Jesus,Ciutat Vella,el Raval,41.3784543737,2.16528546836,Entire home/apt,120,1,21,2017-05-23,3.44,1,183,erased
438,18740610,Juan Bautista Alberdi,130241298,Tucuman,Ciutat Vella,el Raval,41.3788934229,2.17091580609,Private room,55,3,0,,,4,26,erased
440,15593934,Nice cheap and centric room,24711930,Cristina,Ciutat Vella,el Raval,41.383289904,2.16419600396,Private room,29,1,2,2017-01-01,0.27,3,337,erased
456,17690086,Lovely Room Barcelona Ramblas.,42686705,Carlos,Ciutat Vella,el Raval,41.3821520191,2.1703900416,Private room,64,1,4,2017-04-23,1.52,4,321,erased
463,19066221,Private room in the heart of BCN next Ramblas!!!,81583315,Alex,Ciutat Vella,el Raval,41.3763601189,2.17078018479,Private room,31,2,0,,,1,169,erased
465,15854784,Beautiful Room Ramblas + Terrace,11385843,Sebastien,Ciutat Vella,el Raval,41.3824738409,2.16811210591,Private room,35,3,3,2017-05-31,1.96,2,19,erased
478,17885659,"RAVAL 1-BEDROOM FLAT, NEXT RAMBLAS, BEST LOCATION",122330192,Adrián,Ciutat Vella,el Raval,41.3782103935,2.16768825008,Entire home/apt,59,1,3,2017-05-27,3.0,4,283,erased
482,7465343,lovely home in Barcelona center,2037915,Virginie,Ciutat Vella,el Raval,41.3780687455,2.16609003823,Entire home/apt,85,4,63,2017-05-29,3.68,2,271,erased
488,13691284,Perfect room in Barcelona!!! :),63247552,Felipe,Ciutat Vella,el Raval,41.3797621874,2.164337802,Private room,50,1,16,2017-05-29,1.42,2,335,erased
502,9379146,DISCOVER BCN: centric Old City+Breakfast,48575675,Eugenio,Ciutat Vella,el Raval,41.3800649288,2.16573092581,Private room,36,2,43,2017-06-02,2.84,2,50,erased
506,9628366,Homey Raval flat w/ amazing rooftop,22601160,Judith,Ciutat Vella,el Raval,41.3824513391,2.16952109238,Entire home/apt,69,1,23,2017-05-23,1.32,1,324,erased
514,9445589,"City center, 2 bedrooms, 100m2 of Terraces",15253171,Bernard,Ciutat Vella,el Raval,41.3802663494,2.16705229128,Entire home/apt,195,5,38,2017-06-01,2.42,1,185,erased
521,7896395,"Cozy room, very centric, wifi",14836197,D&M,Ciutat Vella,el Raval,41.378507651,2.17199365266,Private room,25,3,45,2017-06-01,2.08,3,310,erased
525,18604431,Vintage flat at heart Barcelona,16626400,Csilla,Ciutat Vella,el Raval,41.3783410348,2.16499492348,Entire home/apt,99,1,1,2017-05-14,1.0,2,248,erased
532,14409399,☼ SUNNY MODERN HOME IN THE HEART OF DOWN-TOWN ☼,22232351,Gunsal,Ciutat Vella,el Raval,41.3824329948,2.1669282984,Private room,65,1,6,2017-04-17,0.63,1,341,erased
535,18867590,"CENTRIC, NICE and SPACIOUS",131452635,Deline,Ciutat Vella,el Raval,41.3780611557,2.16988259255,Entire home/apt,49,3,0,,,1,62,erased
536,8447335,Ramblas Port Vell Classic Apartment,4233698,Eugene,Ciutat Vella,el Raval,41.3774341527,2.17611419971,Entire home/apt,120,3,12,2016-09-09,0.62,7,261,erased
541,11985841,Apartamento con terraza hasta 6pax,29613208,Francesc,Ciutat Vella,el Raval,41.3748645366,2.1736039711,Entire home/apt,135,3,1,2016-05-30,0.08,3,110,erased
545,16048720,SUNNY PENTHOUSE WITH TERRACE,96646944,Pent,Ciutat Vella,el Raval,41.3809463805,2.16570866953,Entire home/apt,190,5,4,2017-05-17,0.94,1,38,erased
546,7855716,"Lovely double bedroom, very centric",14836197,D&M,Ciutat Vella,el Raval,41.3760738223,2.1715748033,Private room,25,3,49,2017-05-01,2.27,3,287,erased
549,11983852,Apartamento zona RAMBLAS hasta 6pax,29613208,Francesc,Ciutat Vella,el Raval,41.3751815091,2.1737636416,Entire home/apt,144,1,4,2017-01-02,0.28,3,102,erased
556,16833347,Cozy & quiet room in a spaciois flat in the center,11247869,Sarah,Ciutat Vella,el Raval,41.3810063683,2.17068626739,Private room,27,4,0,,,1,0,erased
558,17687755,"2With a sun balcony,close to Rambla",118991340,Anna,Ciutat Vella,el Raval,41.3772502194,2.17097209508,Private room,39,3,6,2017-04-29,2.28,4,21,erased
559,17360034,Apartment near las Ramblas,15297749,Amandine,Ciutat Vella,el Raval,41.3852262743,2.16837584946,Entire home/apt,70,2,15,2017-05-29,4.25,1,0,erased
566,12769961,One Room in center of BCN. El Raval,34087272,Rama,Ciutat Vella,el Raval,41.3787476303,2.16492195521,Private room,50,1,10,2017-02-26,0.85,5,352,erased
574,17095024,Ap en el Raval. Bcn.,108354255,Said,Ciutat Vella,el Raval,41.3828188006,2.16605207699,Entire home/apt,70,1,12,2017-05-15,3.05,1,73,erased
583,17292597,Double Room - perfect location,600839,Salvatore,Ciutat Vella,el Raval,41.3811819469,2.16409078887,Private room,50,2,5,2017-06-02,2.73,2,9,erased
584,18930783,Beautiful Apartment B,36978155,Exella,Ciutat Vella,el Raval,41.3821024908,2.16425282821,Entire home/apt,89,3,0,,,2,56,erased
585,13229116,Estupendo Atico en centro (100m de la rambla),4862182,Matthieu,Ciutat Vella,el Raval,41.3805887005,2.17209606304,Private room,29,2,24,2017-05-16,1.98,1,154,erased
586,3004367,4 PERSON ROOM,6741457,Mercy&Johan,Ciutat Vella,el Raval,41.3815696596,2.16697379002,Private room,40,1,152,2017-05-19,4.16,3,200,erased
591,9230206,Nice Room with ensuit bathroom,47964103,Sandra,Ciutat Vella,el Raval,41.3805512841,2.16920948126,Private room,46,2,46,2017-05-11,2.92,3,282,erased
598,9360793,Centrical  room OldCity Breakfast,48575675,Eugenio,Ciutat Vella,el Raval,41.3792225208,2.16449423684,Private room,27,2,64,2017-05-30,3.47,2,56,erased
599,5035420,Double room in the center of BCN,25993628,Minia,Ciutat Vella,el Raval,41.3808238617,2.16437006701,Private room,45,1,0,,,2,0,erased
606,6476995,BEAUTIFUL DOUBLE ROOM CITY CENTER,33835207,María,Ciutat Vella,el Raval,41.3840619331,2.16816522885,Private room,69,2,41,2017-05-02,1.67,1,279,erased
609,12637003,Central Cosy loft,22682463,Pierre,Ciutat Vella,el Raval,41.3807025033,2.16565212741,Entire home/apt,30,4,38,2017-05-19,2.88,1,96,erased
613,12505760,Double room in the city centre,42686705,Carlos,Ciutat Vella,el Raval,41.3816567892,2.17021063088,Private room,60,1,22,2017-05-22,1.67,4,362,erased
617,14184301,"Cutest Loft, Super Central!!!",5144517,Fernando,Ciutat Vella,el Raval,41.3786744456,2.17260537928,Entire home/apt,90,1,51,2017-05-29,4.94,3,281,erased
625,15980012,Cosy & design au cœur de Barcelone,512759,Sébastien,Ciutat Vella,el Raval,41.3752772344,2.17169492763,Entire home/apt,70,2,2,2017-05-21,0.39,1,265,erased
628,18994208,Cosy loft in the heart of Barcelona,45974533,Fleur,Ciutat Vella,el Raval,41.3808734008,2.16658458137,Entire home/apt,100,1,0,,,1,0,erased
630,2741241,Beautiful apartment off las Ramblas,6992168,Simona,Ciutat Vella,el Raval,41.3772553731,2.17272477069,Entire home/apt,156,4,18,2017-05-22,0.5,2,269,erased
646,10931312,flats D1,29437754,Ahl,Ciutat Vella,el Raval,41.378172656,2.16554491404,Entire home/apt,59,3,53,2017-05-21,3.4,2,167,erased
649,13028368,King size bed on Big Raval Apartment with bikes,979975,Santiago,Ciutat Vella,el Raval,41.377597459,2.16956993264,Private room,45,1,68,2017-06-01,5.4,10,212,erased
652,4377105,PENTHOUSE GORGEOUS DESIGN FLAT ,1853675,Richard,Ciutat Vella,el Raval,41.3795627314,2.16504803884,Entire home/apt,69,1,104,2017-05-18,3.48,13,102,erased
656,14797272,Doble room in historic center city,12570486,Francisco,Ciutat Vella,el Raval,41.381196047,2.16474312272,Private room,30,1,68,2017-06-04,7.45,2,198,erased
657,18663868,Cute Ramblas studio,7316491,German,Ciutat Vella,el Raval,41.3846438692,2.16665847877,Entire home/apt,295,3,0,,,7,166,erased
663,7589409,Appartement 1 Chambre,3359328,Anaïs,Ciutat Vella,el Raval,41.3789287219,2.16482795349,Entire home/apt,85,7,15,2017-05-08,0.68,1,0,erased
668,9227686,Room in center of BCN. El Raval,34087272,Rama,Ciutat Vella,el Raval,41.3798871776,2.16363497802,Private room,20,1,42,2017-05-14,2.34,5,326,erased
669,14929316,"SUITE WITH PRIVATE BATHROOM, PERFECT LOCATION!!!",93868892,Greg,Ciutat Vella,el Raval,41.3835411212,2.17063489108,Private room,80,3,27,2017-06-05,3.13,1,102,erased
673,18663388,"Cozy flat (Plaza Catalunya, carrer de Pelai)",7316491,German,Ciutat Vella,el Raval,41.3848036107,2.1674539532,Entire home/apt,307,3,0,,,7,152,erased
678,15845110,City center room in cozy apartment,13788559,Anka,Ciutat Vella,el Raval,41.3817103838,2.16503742549,Private room,40,1,2,2017-05-29,2.0,1,2,erased
682,14863255,Cozy flat in the center,9078005,Tanya,Ciutat Vella,el Raval,41.3841257427,2.16465480142,Entire home/apt,95,3,6,2017-05-31,0.83,5,85,erased
685,4573887,"Center, Rambla Apartment, lift WIFi",10541894,Tamara,Ciutat Vella,el Raval,41.3856713727,2.16635951417,Entire home/apt,76,2,117,2017-05-25,3.86,4,268,erased
688,1821350,"Quiet double, stylish central flat",2469261,Marie,Ciutat Vella,el Raval,41.3781163018,2.16628722483,Private room,25,2,76,2017-05-13,2.09,1,286,erased
689,6070729,Appartamento in centro,31511923,Simone,Ciutat Vella,el Raval,41.3754967639,2.17279056321,Entire home/apt,105,2,48,2017-05-15,1.88,4,232,erased
690,6605458,Room in center of BCN. El Raval.,34087272,Rama,Ciutat Vella,el Raval,41.3795446736,2.16428472194,Private room,29,1,50,2017-05-16,2.13,5,341,erased
693,18727418,San Miguel,130241298,Tucuman,Ciutat Vella,el Raval,41.3800138157,2.17193324864,Private room,75,3,0,,,4,19,erased
698,13289692,Habitación doble ideal para gente aventurera,74982823,Olfa,Ciutat Vella,el Raval,41.3806613631,2.16498847842,Private room,70,2,0,,,1,171,erased
712,10242658,,52625826,Carlos&Joana,Ciutat Vella,el Raval,41.3786379431,2.17287988686,Entire home/apt,90,1,12,2017-02-17,0.74,3,293,erased
721,1294989,GORGEOUS DESIGN FLAT HEART BCN 1B,1853675,Richard,Ciutat Vella,el Raval,41.3797381254,2.16647863845,Entire home/apt,69,1,257,2017-05-21,5.37,13,113,erased
728,17873771,"BUGDET DUPLEX FAMILIES AND GROUPS, BEST LOCATION",122330192,Adrián,Ciutat Vella,el Raval,41.3795326857,2.1660792955,Entire home/apt,79,1,2,2017-05-25,0.92,4,265,erased
755,12091396,WHITE Room,64810658,Ferran &,Ciutat Vella,el Raval,41.3777552084,2.16908614642,Private room,25,1,71,2017-05-16,5.01,3,180,erased
761,8043586,"Special Attic near Ramblas, terrace",42458468,Roger,Ciutat Vella,el Raval,41.3839578601,2.16525961994,Entire home/apt,135,1,20,2017-05-21,0.94,1,364,erased
