,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,diff_type
678,18418085,"c/Sepulveda 151, sobreático 2º",116797836,Llorens,Eixample,Sant Antoni,41.3827315529,2.16000431817,Entire home/apt,220,3,10,2017-08-21,3.19,3,144,erased
710,19995818,Cosy apartment in the center,128654944,Kate,Eixample,Sant Antoni,41.3825086299,2.16262779926,Entire home/apt,95,3,2,2017-08-16,1.67,8,86,erased
727,12866743,Comfort center apartment Eixample,1432835,Angel,Eixample,Sant Antoni,41.3772626057,2.15753032927,Entire home/apt,85,3,39,2017-08-23,2.64,36,312,erased
731,17651787,DOBLE BED ROOM GRAN VIA + OUTSIDE VIEW,28929837,Ron,Eixample,Sant Antoni,41.3782323706,2.15600163027,Private room,45,3,1,2017-08-17,1.0,2,84,erased
758,20814988,Double room private access to terrace - Centre BCN,771543,Ces,Eixample,Sant Antoni,41.3776583565,2.15953909827,Private room,33,3,0,,,3,8,erased
776,20820082,Sunny attic in San Antoni city center,149330343,Ana,Eixample,Sant Antoni,41.3819690701,2.15954164842,Entire home/apt,90,2,0,,,1,337,erased
787,9761994,APARTMENT IN SUPERB LOCATION BCN,26574392,Joaquin,Eixample,Sant Antoni,41.3762830958,2.16416859674,Entire home/apt,110,4,43,2017-09-07,2.09,1,46,erased
791,19920255,Fantastic Modernist flat for nice people,4933352,Alba,Eixample,Sant Antoni,41.3831707113,2.16325557055,Private room,50,1,7,2017-09-10,6.56,1,6,erased
792,18137423,2 Bedrooms parallel barcelona,119796733,Emmanuel,Eixample,Sant Antoni,41.3760034147,2.1556739844,Entire home/apt,180,3,7,2017-07-20,1.53,8,365,erased
796,6865801,Large double room with balcony,19448692,Owen,Eixample,Sant Antoni,41.3796542205,2.16217225342,Private room,38,1,9,2016-08-21,0.33,1,0,erased
799,20563995,2 beds room Sant Antoni Barcelona - PLAZA ESPAÑA,138553694,Aranchaa,Eixample,Sant Antoni,41.3776882521,2.15549323103,Private room,47,2,1,2017-08-23,1.0,2,350,erased
803,18402451,White Suite Barcelona Apartment,6515691,Priority Apartments,Eixample,Sant Antoni,41.3782368222,2.1631648448,Entire home/apt,124,3,7,2017-08-18,1.72,9,338,erased
819,19980578,Flat for enjoying active life in the center,128654944,Kate,Eixample,Sant Antoni,41.3838305109,2.16224515801,Entire home/apt,85,1,3,2017-08-28,1.84,8,86,erased
823,14146333,EXCLUSIVE ONE + BREAKFAST,1853675,Richard,Eixample,Sant Antoni,41.3821053509,2.16040177349,Entire home/apt,499,2,1,2016-08-15,0.08,15,346,erased
837,584209,"DoubleBed—Central, Light & Clean ",2123900,Ari,Eixample,Sant Antoni,41.3784308626,2.15563507853,Private room,45,2,89,2017-08-25,1.44,1,345,erased
840,20769622,Habitación individual con arte,142433957,Marie,Eixample,Sant Antoni,41.3774170544,2.15800753372,Private room,35,4,0,,,2,153,erased
846,9106004,Barcelona Priority Fira Principal Apartment,6515691,Priority Apartments,Eixample,Sant Antoni,41.3754511325,2.15974183949,Entire home/apt,104,3,0,,,9,313,erased
909,20633424,CHEAP AND COZY BALCONY BEDROOM,140633240,Ekaterina,Eixample,Sant Antoni,41.375705034,2.16313363406,Private room,50,1,0,,,2,86,erased
917,20435087,Flat Center,21726991,Bcn,Eixample,Sant Antoni,41.3799659115,2.16195689487,Entire home/apt,120,2,1,2017-08-27,1.0,4,174,erased
920,7721604,Cosy flat with terrace,3213477,Ludmilla,Eixample,Sant Antoni,41.3789037957,2.15739257895,Entire home/apt,110,1,7,2017-06-20,0.28,1,239,erased
923,19910262,Cozy and nice flat in the center of Barcelona,141006508,Sandra,Eixample,Sant Antoni,41.3759209467,2.15595795151,Entire home/apt,160,2,4,2017-08-21,2.67,1,47,erased
935,18540157,Private room near Pl Espana,128694480,Daniel,Eixample,Sant Antoni,41.3765956546,2.15537371309,Private room,40,1,19,2017-09-09,4.29,1,325,erased
947,3196017,3 BDR Stunning Flat in City Center,480528,Andrei,Eixample,Sant Antoni,41.3834239538,2.16150683418,Entire home/apt,69,2,84,2017-09-08,2.14,14,285,erased
962,19251617,Double room in the center BCN!!,39222012,Claudio,Eixample,Sant Antoni,41.3817111668,2.16335616246,Private room,45,1,0,,,5,364,erased
970,20822976,DOUBLE BEDROOM + INDEPENDENT DRESSING ROOM,55778316,Eduardo,Eixample,Sant Antoni,41.3802911225,2.16001371373,Private room,40,1,1,2017-09-08,1.0,1,6,erased
979,18918905,Quiet & Cozy Room at Plaza España,1937754,Doerte,Eixample,Sant Antoni,41.3758299174,2.1552741274,Private room,59,3,0,,,1,88,erased
981,20585693,LOVELY & SUNNY CENTRAL PENTHOUSE,145312862,Mora,Eixample,Sant Antoni,41.3840127519,2.16287207009,Entire home/apt,120,2,0,,,1,76,erased
993,1549710,ConfortDouble room Balcon Panoramic,3038197,Maria Antonia,Eixample,Sant Antoni,41.3773321732,2.15261997503,Private room,33,1,196,2017-09-07,4.02,5,291,erased
1017,14064528,Double bed room in the Heart of Barcelona,13953671,Peter,Eixample,Sant Antoni,41.3810964485,2.15893623225,Private room,22,11,1,,,1,345,erased
1028,6659813,BCN Center Private Double Bedroom,34857564,Nicolas,Eixample,Sant Antoni,41.3797935654,2.16117092045,Private room,40,2,0,,,1,0,erased
1056,14390622,Sunny apartment in trendy Sant Antoni,1322567,Ignacio,Eixample,Sant Antoni,41.3755165662,2.16389056506,Private room,50,2,19,2017-08-16,1.47,1,312,erased
1065,9802427,Bright Refurbished Poble Sec,1391607,Greg,Eixample,Sant Antoni,41.3751617348,2.16147882675,Entire home/apt,70,3,13,2017-05-16,0.63,88,5,erased
1072,15428763,"Lovely, big room Barcelona centre,with livingroom",6874615,Eva,Eixample,Sant Antoni,41.3811027249,2.16197269714,Private room,60,3,29,2017-09-04,5.3,3,1,erased
1074,18254724,Central location and bright apartment near MACBA,67851477,Mex,Eixample,Sant Antoni,41.3826493814,2.16218493651,Entire home/apt,65,2,5,2017-07-27,1.13,2,1,erased
1091,20179734,DOBLE BED INSIDE ROOM BIG WINDOW,28929837,Ron,Eixample,Sant Antoni,41.3784881766,2.15605582098,Private room,25,3,1,2017-08-01,0.7,2,89,erased
1094,6523408,Single Room + Sunny Terrace center,21628277,Hamza,Eixample,Sant Antoni,41.3775585691,2.15440715005,Private room,21,1,46,2016-10-14,1.65,4,346,erased
1098,6523209,Big Double Room +Sunny Terrace (center),21628277,Hamza,Eixample,Sant Antoni,41.3774738673,2.15455973247,Private room,24,1,62,2017-08-31,2.28,4,327,erased
1131,20870673,DIVERSION,149047966,Vanesa,Eixample,Sant Antoni,41.3798110265,2.15781748306,Entire home/apt,50,1,0,,,1,58,erased
1139,5729594,Nice double room Barcelona city centre,6874615,Eva,Eixample,Sant Antoni,41.380741017,2.16332957132,Private room,45,3,15,2017-09-05,0.51,3,31,erased
1163,18507764,80€ - Room in Example,30042950,Karina,Eixample,Sant Antoni,41.3769347749,2.15790825991,Private room,80,2,1,2017-05-14,0.23,2,365,erased
1184,2513307,Feel at (URL HIDDEN) Sant Antoni area.,2150124,Laura,Eixample,Sant Antoni,41.3763399117,2.16219772099,Private room,54,2,73,2017-08-20,1.78,1,316,erased
1193,15095130,Julian rooms Barcelona,22911237,Iulian,Eixample,Sant Antoni,41.3779016817,2.15943909927,Entire home/apt,135,3,48,2017-08-29,4.09,1,310,erased
1204,19467510,Double room near Placa Catalunya,128654944,Kate,Eixample,Sant Antoni,41.3840875742,2.16279752493,Private room,40,3,0,,,8,90,erased
1224,13782877,Sunny room in Sant Antoni,80937298,Joan,Eixample,Sant Antoni,41.3788090738,2.16091933753,Private room,40,1,7,2016-09-26,0.48,1,219,erased
1254,17326143,¡UNIVERSITAT SQUARE ¡ ROOM CENTER¡,113030427,Carlos,Eixample,Sant Antoni,41.3860392748,2.16469266727,Private room,42,1,21,2017-07-21,3.3,1,124,erased
1273,20199987,San Antoni //Exiample //Bcn Central//PISO TOP//,23962084,Aph,Eixample,Sant Antoni,41.3781006185,2.1634064465,Entire home/apt,125,1,5,2017-08-27,4.41,1,337,erased
1283,16858842,Double room in Montjuic!,112312887,Sonia,Eixample,Sant Antoni,41.3766634151,2.15267078704,Private room,42,1,48,2017-08-31,6.26,1,195,erased
1304,19675363,Double room Barcelona center - PLAZA ESPAÑA,138553694,Aranchaa,Eixample,Sant Antoni,41.377851445,2.15349935693,Private room,47,2,0,,,2,315,erased
1307,20066927,"Studio flat with private terrace, sun and views ️",5465965,Diego,Eixample,Sant Antoni,41.3771057671,2.16238467965,Entire home/apt,95,4,1,2017-08-19,1.0,1,94,erased
1313,12924541,Cozy BunkBeds+CompleteBreakfast(3),69156022,Sunshine,Eixample,Sant Antoni,41.3801712475,2.15820558882,Private room,24,1,52,2017-08-28,3.22,6,14,erased
1323,16659260,SANT ANTONI 2 APARTMENT,6515691,Priority Apartments,Eixample,Sant Antoni,41.3778182857,2.1630322512,Entire home/apt,103,3,13,2017-08-26,1.83,9,314,erased
1328,16657807,Sant Antoni 1 Apartment,6515691,Priority Apartments,Eixample,Sant Antoni,41.3786064429,2.16269488392,Entire home/apt,83,3,3,2017-05-09,0.6,9,326,erased
1344,18098173,Bright room in the coolest neighborhood,3313167,Silvia,Eixample,Sant Antoni,41.3753044225,2.16368445825,Private room,24,2,5,2017-09-06,1.06,1,255,erased
1349,6892465,Habitacion en loft compartido,36117488,Antonio,Eixample,Sant Antoni,41.3755526868,2.15100754533,Private room,39,1,41,2017-09-11,1.57,1,353,erased
1366,20062996,Accommodation in the center,128654944,Kate,Eixample,Sant Antoni,41.3844393888,2.16281792328,Entire home/apt,95,2,0,,,8,90,erased
1369,19996250,City center apartment,128654944,Kate,Eixample,Sant Antoni,41.3824813101,2.16263299172,Entire home/apt,95,2,2,2017-08-28,2.0,8,36,erased
1375,19995806,Cozy Double Room / Plaza España,3537272,Tanya & Josu,Eixample,Sant Antoni,41.3765523534,2.15199849178,Private room,22,3,2,2017-08-28,2.0,1,254,erased
1377,19256864,"Comfy, bright and well located penthouse",38785864,Lucha,Eixample,Sant Antoni,41.3829260179,2.1622452032,Entire home/apt,120,8,6,2017-08-23,1.96,1,191,erased
1402,18094928,Experience Bcn from the heart!,99178741,Juan,Eixample,Sant Antoni,41.3823061736,2.16104884189,Entire home/apt,120,1,0,,,3,348,erased
1404,18486828,Gorgeous apatment in eixample,103377732,Cynthia,Eixample,Sant Antoni,41.3756716435,2.15442419056,Private room,40,1,9,2017-08-04,2.93,1,361,erased
1405,12719593,CENTRALCozy&Spacious Double+Brkfast(2),69156022,Sunshine,Eixample,Sant Antoni,41.3788756526,2.15737075535,Private room,35,1,60,2017-08-28,3.7,6,2,erased
1406,10491294,Private Bathroom& Amazing Breakfast,54082387,Ferran,Eixample,Sant Antoni,41.3757145297,2.16010536203,Private room,60,1,84,2017-08-14,4.32,13,328,erased
1418,18943453,Double room in the center of Barcelona,94813209,Mauricio,Eixample,Sant Antoni,41.3781652612,2.15417450671,Private room,25,1,6,2017-08-23,1.8,1,315,erased
1439,19977974,Cozy flat near Plaça de la Universitat.,128654944,Kate,Eixample,Sant Antoni,41.3839957005,2.16246013676,Entire home/apt,90,2,1,2017-08-16,1.0,8,75,erased
1459,11331850,Relax Cool Room Poble Sec,208154,Cate,Sants-Montjuïc,el Poble Sec,41.3722129571,2.16562482479,Private room,40,2,2,2016-06-21,0.12,2,105,erased
1465,15909055,BIG ROOM WITH PRIVATE BALCONY ONLY FOR GIRL,8494354,Silvia,Sants-Montjuïc,el Poble Sec,41.3736282794,2.1672343157,Private room,35,3,9,2017-08-27,2.52,3,34,erased
1481,8098248,chambre avec terrasse privée. Atico Poble Sec,42763747,My,Sants-Montjuïc,el Poble Sec,41.3731631013,2.16229107914,Private room,90,2,23,2017-08-07,0.95,1,48,erased
1503,1694030,Nice Apartment in Poblesec (B1611),1013855,Alex,Sants-Montjuïc,el Poble Sec,41.3719630262,2.16372709495,Entire home/apt,102,4,41,2017-09-12,0.98,12,321,erased
1526,375631,"ApartHotelCasaMargarit"" Live Barcelona as a Local""",1889192,Steve,Sants-Montjuïc,el Poble Sec,41.3715637127,2.16183296596,Entire home/apt,99,1,52,2017-08-25,0.83,1,88,erased
1537,20571187,HABITACIÓN ZONA POBLE SEC,24584897,Cristina,Sants-Montjuïc,el Poble Sec,41.3729121129,2.15921712242,Private room,50,2,0,,,1,89,erased
1543,13421535,Cozy single room for rent,41352163,Oscar,Sants-Montjuïc,el Poble Sec,41.3732663556,2.1687797017,Private room,19,1,40,2017-08-26,2.65,2,115,erased
1547,16365444,Awesome Accommodation Barcelona,49894730,Valentina,Sants-Montjuïc,el Poble Sec,41.3724431658,2.16805612621,Private room,130,2,18,2017-08-27,2.01,4,336,erased
1557,19044186,Habitación privada amplia en piso compartido,130281374,Amanda,Sants-Montjuïc,el Poble Sec,41.373144278,2.15649182678,Private room,29,1,1,2017-07-03,0.42,1,346,erased
1572,12350015,Single Beds in Shared Room,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3732851634,2.15686759282,Private room,25,1,2,2016-10-06,0.13,18,365,erased
1586,1345191,Cute apartment in Olivera St.-BCN,7297363,La Meva Llar,Sants-Montjuïc,el Poble Sec,41.3740134796,2.1563440359,Entire home/apt,60,2,56,2017-08-16,1.1,16,316,erased
1589,11784052,Barcelona Priority Fira Attic Apartment,6515691,Priority Apartments,Sants-Montjuïc,el Poble Sec,41.3742037186,2.15730306398,Entire home/apt,73,3,8,2017-07-28,0.5,9,321,erased
1613,20185573,Lovely Double Bedroom very close to City Centre.,143715228,Sara,Sants-Montjuïc,el Poble Sec,41.3746468375,2.169782037,Private room,46,4,1,2017-09-06,1.0,1,2,erased
1616,17040499,Tranquila habitación doble,7129103,Victor,Sants-Montjuïc,el Poble Sec,41.3729714523,2.16237325804,Private room,30,2,0,,,1,223,erased
1629,7081367,Shared Rooms with Bunk Beds,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3736513383,2.15719018639,Private room,20,1,17,2017-04-02,0.7,18,365,erased
1633,9244666,Group Accommodation Barcelona City,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3733338653,2.15748424765,Private room,20,1,25,2017-06-04,1.12,18,342,erased
1639,9442638,Art Gallery Apartment with Patio,4233698,Eugene,Sants-Montjuïc,el Poble Sec,41.37357166,2.16386422063,Entire home/apt,131,3,1,2016-01-02,0.05,4,328,erased
1640,9246065,Ideal  Accommodation For Big Groups,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3729803592,2.15874240549,Private room,20,1,22,2017-05-14,1.01,18,353,erased
1641,20584708,Piso compartido en Nou de la Rambla,122415882,Jonatan,Sants-Montjuïc,el Poble Sec,41.3723880938,2.16741640933,Entire home/apt,58,2,0,,,2,92,erased
1658,7820454,Cute apt next to Plaza España (utilities included),1489436,Ana,Sants-Montjuïc,el Poble Sec,41.3746268635,2.15558406985,Entire home/apt,50,32,23,2017-07-15,0.91,2,264,erased
1662,9591360,Double room in cool neighborhood,19566695,Marcela,Sants-Montjuïc,el Poble Sec,41.3713147157,2.16400314359,Private room,35,4,6,2017-08-24,0.29,1,318,erased
1672,6318322,Bright & Spacious Private Rooms,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3744227016,2.15919579455,Private room,20,1,62,2017-07-23,2.18,18,365,erased
1682,9935318,Excelente ubicación y confort PLAZA,49563992,Victor,Sants-Montjuïc,el Poble Sec,41.3740302112,2.14855707814,Private room,26,2,42,2016-10-30,2.04,2,288,erased
1713,48096,Quiet room and a big terrace BF incl. !,217195,Andrea,Sants-Montjuïc,el Poble Sec,41.3731435414,2.15704433891,Private room,40,3,41,2017-09-03,1.35,1,357,erased
1725,17485266,Group Accommodation in Barcelona,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3729037494,2.15772605407,Private room,30,1,7,2017-07-05,1.28,18,356,erased
1728,18403578,Double room + balcony in a centric sunny apartment,127501201,Raimondas,Sants-Montjuïc,el Poble Sec,41.3740648783,2.16618590119,Private room,57,1,7,2017-08-17,1.62,1,80,erased
1773,13957777,Peaceful double room in Poble Sec,1566089,Mischael,Sants-Montjuïc,el Poble Sec,41.3711759444,2.16003857803,Private room,28,5,1,2016-07-29,0.07,1,364,erased
1794,17487836,Cozy Private Rooms,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3717651875,2.15748701679,Private room,30,1,2,2017-08-16,0.52,18,361,erased
1796,16644082,Barcelona Priority Fira 3 Apartment,6515691,Priority Apartments,Sants-Montjuïc,el Poble Sec,41.3738449457,2.15628402015,Entire home/apt,103,3,0,,,9,311,erased
1797,16645636,Barcelona Priority Fira 4 Apartment,6515691,Priority Apartments,Sants-Montjuïc,el Poble Sec,41.3736404815,2.15799814772,Entire home/apt,83,3,1,2017-06-23,0.37,9,315,erased
1804,17486994,Private Rooms for Groups in Barcelona,32727836,Sunny,Sants-Montjuïc,el Poble Sec,41.3715515874,2.15864204817,Private room,30,1,4,2017-07-02,0.99,18,363,erased
1822,16642638,Barcelona Priority Fira 2 Apartment.,6515691,Priority Apartments,Sants-Montjuïc,el Poble Sec,41.3740132117,2.15603139399,Entire home/apt,83,3,1,2017-03-21,0.17,9,324,erased
