,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1,21862484,Barcelona Beatiful,26333463,Lilyana,Ciutat Vella,el Raval,41.3783218152,2.17201343508,Private room,35,2,0,,,1,355
2,21764830,Double Bedroom next to Rambla,61874060,Alejandro,Ciutat Vella,el Raval,41.3779554802,2.1726804297,Private room,40,3,0,,,1,71
7,22073205,Flat Centro Rambla,31162997,MargotHappy,Ciutat Vella,el Raval,41.3771950899,2.17272071052,Private room,35,1,0,,,1,87
8,11697342,DOUBLE ROOM RAMBLA,3972894,Elias,Ciutat Vella,el Raval,41.3797286375,2.17443908582,Private room,45,1,59,2017-10-31,2.94,1,316
25,16606629,SUNNY APARTMENT,108329176,César,Ciutat Vella,el Raval,41.3757698763,2.17222232195,Entire home/apt,150,1,9,2017-08-03,0.84,1,11
35,11256919,"Lovely flat, super central",58743608,Manolito,Ciutat Vella,el Raval,41.3795353072,2.17358331691,Private room,102,5,6,2017-07-19,0.28,1,9
37,10406131,New Rambla apartment,1586063,Neil,Ciutat Vella,el Raval,41.3793669811,2.1741688669,Entire home/apt,80,3,1,2016-06-01,0.05,1,353
58,962167,Double room terrace BCN city center,2556924,Hissora,Ciutat Vella,el Raval,41.3812575996,2.17134202984,Private room,56,5,11,2014-06-22,0.19,1,298
63,15573799,Apartment Luisa near Liceu,100318513,Gouamp,Ciutat Vella,el Raval,41.3799623263,2.16937268769,Entire home/apt,75,2,5,2017-09-25,0.37,1,319
70,22023819,Artistic Apartment on a convenience neighborhood,60876439,Anthony,Ciutat Vella,el Raval,41.3822051536,2.16669605565,Entire home/apt,70,2,0,,,1,354
73,21976850,Modern flat Rambla,102986414,Caro &,Ciutat Vella,el Raval,41.3820029155,2.16903403805,Entire home/apt,50,3,0,,,1,348
77,21721653,Great 3 bedroom near La Boqueria,158023606,Sito,Ciutat Vella,el Raval,41.3815658329,2.17124394838,Entire home/apt,81,1,0,,,73,225
89,14629608,Best place for walking the city,24112000,Chic & Cheap,Ciutat Vella,el Raval,41.3802309135,2.16347822499,Entire home/apt,80,1,24,2017-10-24,1.58,1,52
92,17717636,Cozy Room in Center of Barcelona,48678603,Orlando,Ciutat Vella,el Raval,41.3778598838,2.16494858335,Private room,18,1,37,2017-11-22,4.48,1,33
112,20834860,Flower red,149373664,Helen Y Aroon,Ciutat Vella,el Raval,41.3795879628,2.1669865198,Private room,37,2,4,2017-10-08,1.52,4,123
